scrutin_id,legislature,numero,date_scrutin,titre,objet,code_type_vote,libelle_type_vote,sort_code,sort_libelle,mode_publication,nombre_votants,suffrages_exprimes,pour,contre,abstentions,non_votants,demandeur,organe_ref,session_ref,seance_ref
VTANR5L14V1,14,1,2012-07-03,"la déclaration de politique générale du gouvernement de Jean-Marc Ayrault (application de l'article 49, alinéa premier de la Constitution).","la déclaration de politique générale du gouvernement de Jean-Marc Ayrault (application de l'article 49, alinéa premier de la Constitution).",SAT,scrutin à la tribune,adopté,l'Assemblée nationale a adopté,DecompteNominatif,544,527,302,225,17,26,Conférence des présidents,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16433
VTANR5L14V2,14,2,2012-07-17,l'article 1er du projet de loi de finances rectificative pour 2012 (abrogation de la TVA dite sociale).,l'article 1er du projet de loi de finances rectificative pour 2012 (abrogation de la TVA dite sociale).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,110,109,61,48,1,27,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16440
VTANR5L14V3,14,3,2012-07-18,les amendements de suppression de l'article 2 du projet de loi de finances rectificative pour 2012 (suppression des allègements sociaux attachés aux heures supplémentaires et complémentaires de travail).,les amendements de suppression de l'article 2 du projet de loi de finances rectificative pour 2012 (suppression des allègements sociaux attachés aux heures supplémentaires et complémentaires de travail).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,260,259,81,178,1,26,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16442
VTANR5L14V4,14,4,2012-07-18,les amendements de suppression de l'alinéa 2 à l'article 2 du projet de loi de finances rectificative pour 2012 (exonération des cotisations patronales sur les heures supplémentaires).,les amendements de suppression de l'alinéa 2 à l'article 2 du projet de loi de finances rectificative pour 2012 (exonération des cotisations patronales sur les heures supplémentaires).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,265,265,88,177,0,27,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16442
VTANR5L14V5,14,5,2012-07-18,l'article 2 du projet de loi de finances rectificative pour 2012 (suppression des allègements sociaux sur les heures supplémentaires et complémentaires).,l'article 2 du projet de loi de finances rectificative pour 2012 (suppression des allègements sociaux sur les heures supplémentaires et complémentaires).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,153,153,89,64,0,26,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16448
VTANR5L14V10,14,10,2012-07-19,l'article 27 du projet de loi de finances rectificative pour 2012 (épargne salariale).,l'article 27 du projet de loi de finances rectificative pour 2012 (épargne salariale).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,158,158,106,52,0,27,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16474
VTANR5L14V11,14,11,2012-07-19,l'article 29 du projet de loi de finances rectificative pour 2012 (suppression du droit de timbre pour les bénéficiaires de l'aide médicale d'État).,l'article 29 du projet de loi de finances rectificative pour 2012 (suppression du droit de timbre pour les bénéficiaires de l'aide médicale d'État).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,139,139,99,40,0,27,"Président du groupe de l'union pour un mouvement populaire

Président du groupe de l'union des démocrates et indépendants",PO644420,SCR5A2012E1,RUANR5L14S2012IDS16474
VTANR5L14V12,14,12,2012-07-19,l'article 30 du projet de loi de finances rectificative pour 2012 (suppression du dispositif de prise en charge des frais de scolarité des enfants français scolarisés dans les écoles françaises de l'étranger).,l'article 30 du projet de loi de finances rectificative pour 2012 (suppression du dispositif de prise en charge des frais de scolarité des enfants français scolarisés dans les écoles françaises de l'étranger).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,114,114,91,23,0,27,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16474
VTANR5L14V13,14,13,2012-07-19,l'amendement n° 415 de M. de Courson portant article additionnel après l'article 30 du projet de loi de finances pour 2012,l'amendement n° 415 de M. de Courson portant article additionnel après l'article 30 du projet de loi de finances pour 2012,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,113,112,5,107,1,27,Président du groupe de l'union des démocrates et indépendants,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16474
VTANR5L14V6,14,6,2012-07-19,L'amendement   n° 467  de M. de Courson à l'article 3 du projet de loi de finances rectificative pour 2012 (plafonnement à 70 % de la contribution exceptionnelle sur la fortune).,L'amendement   n° 467  de M. de Courson à l'article 3 du projet de loi de finances rectificative pour 2012 (plafonnement à 70 % de la contribution exceptionnelle sur la fortune).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,114,114,24,90,0,27,Président du groupe de l'union des démocrates et indépendants,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16472
VTANR5L14V7,14,7,2012-07-19,sur l'article 4 du projet de loi de finances rectificative pour 2012 (aménagement des droits de mutation à titre gratuit).,sur l'article 4 du projet de loi de finances rectificative pour 2012 (aménagement des droits de mutation à titre gratuit).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,64,61,44,17,3,27,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16473
VTANR5L14V8,14,8,2012-07-19,le sous-amendement n° 547 présenté par  M. Borloo à l'amendement n° 477 rect  portant article additionnel avant l'article 25 du projet de loi de finances rectificative pour 2012 (contrôle par l'Assemblée de l'indemnité représentative de frais de mandat).,le sous-amendement n° 547 présenté par  M. Borloo à l'amendement n° 477 rect  portant article additionnel avant l'article 25 du projet de loi de finances rectificative pour 2012 (contrôle par l'Assemblée de l'indemnité représentative de frais de mandat).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,153,148,29,119,5,27,Président du groupe de l'union des démocrates et indépendants,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16474
VTANR5L14V9,14,9,2012-07-19,l'amendement n° 477 rect  présenté par M. de Courson portant article additionnel avant l'article 25 du projet de loi de finances rectificative pour 2012 (fiscalisation de l'indemnité représentative de frais de mandat).,l'amendement n° 477 rect  présenté par M. de Courson portant article additionnel avant l'article 25 du projet de loi de finances rectificative pour 2012 (fiscalisation de l'indemnité représentative de frais de mandat).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,145,132,24,108,13,27,Président du groupe de l'union des démocrates et indépendants,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16474
VTANR5L14V14,14,14,2012-07-24,"l'amendement n° 37 de M. Poisson à l'article 1er du projet de loi adopté par le Sénat, relatif au harcèlement sexuel.","l'amendement n° 37 de M. Poisson à l'article 1er du projet de loi adopté par le Sénat, relatif au harcèlement sexuel.",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,165,165,38,127,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16444
VTANR5L14V15,14,15,2012-07-24,"les amendements 22 et 27 de MM. Goujon et Bourdouleix à l'article 1er du projet de loi adopté par le Sénat, relatif au harcèlement sexuel.","les amendements 22 et 27 de MM. Goujon et Bourdouleix à l'article 1er du projet de loi adopté par le Sénat, relatif au harcèlement sexuel.",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,170,170,41,129,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E1,RUANR5L14S2012IDS16443
VTANR5L14V16,14,16,2012-09-12,l'amendement n° 85 de M. Poisson à l'article 2 du projet de loi portant création des emplois d'avenir (participation des établissements d'enseignement privé au recrutement de jeunes enseignants).,l'amendement n° 85 de M. Poisson à l'article 2 du projet de loi portant création des emplois d'avenir (participation des établissements d'enseignement privé au recrutement de jeunes enseignants).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,133,133,19,114,0,1,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E2,RUANR5L14S2012IDS16492
VTANR5L14V17,14,17,2012-09-12,l'amendement n° 352 de M. Rogemont à l'article 2 du projet de loi portant création des emplois d'avenir (recrutement d'emplois d'avenir professeur par les établissements d'enseignement privé).,l'amendement n° 352 de M. Rogemont à l'article 2 du projet de loi portant création des emplois d'avenir (recrutement d'emplois d'avenir professeur par les établissements d'enseignement privé).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,103,103,101,2,0,1,"Président du groupe de l'union pour un mouvement populaire

Président du groupe socialiste, républicain et citoyen",PO644420,SCR5A2012E2,RUANR5L14S2012IDS16492
VTANR5L14V18,14,18,2012-09-25,l'amendement n°150 de Mme Bonneton à l'article 4 du projet de loi relatif à la mobilisation du foncier public en faveur du logement et au renforcement des obligations de production de logement social (application aux communes de plus de 1 500 habitants et de moins de 3 500 de la loi SRU).,l'amendement n°150 de Mme Bonneton à l'article 4 du projet de loi relatif à la mobilisation du foncier public en faveur du logement et au renforcement des obligations de production de logement social (application aux communes de plus de 1 500 habitants et de moins de 3 500 de la loi SRU).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,146,143,106,37,3,1,Président du groupe de l'union des démocrates et indépendants,PO644420,SCR5A2012E2,RUANR5L14S2012IDS16498
VTANR5L14V19,14,19,2012-09-26,l'amendement n° 323 de M. Gomes après l'article 18 du projet de loi relatif à la mobilisation du foncier public en faveur du logement et au renforcement des obligations de production de logement social (extension à la Nouvelle-Calédonie de l'application de la loi n° 89-462 du 6 juillet 1989 tendant à améliorer les rapports locatifs).,l'amendement n° 323 de M. Gomes après l'article 18 du projet de loi relatif à la mobilisation du foncier public en faveur du logement et au renforcement des obligations de production de logement social (extension à la Nouvelle-Calédonie de l'application de la loi n° 89-462 du 6 juillet 1989 tendant à améliorer les rapports locatifs).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,192,187,34,153,5,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2012E2,RUANR5L14S2012IDS16501
VTANR5L14V20,14,20,2012-09-26,l'ensemble du projet de loi relatif à la mobilisation du foncier public en faveur du logement et au renforcement des obligations de production de logement social (1ère lecture).,l'ensemble du projet de loi relatif à la mobilisation du foncier public en faveur du logement et au renforcement des obligations de production de logement social (1ère lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,192,192,156,36,0,2,"Président du groupe socialiste, républicain et citoyen",PO644420,SCR5A2012E2,RUANR5L14S2012IDS16501
VTANR5L14V21,14,21,2012-10-01,les amendements n° 465   du Gouvernement et n° 79 de M.Tardy à l'article 1  de la proposition de loi instaurant une tarification progressive de l'énergie (suppression de la majoration des volumes de base en fonction de l'âge) .,les amendements n° 465   du Gouvernement et n° 79 de M.Tardy à l'article 1  de la proposition de loi instaurant une tarification progressive de l'énergie (suppression de la majoration des volumes de base en fonction de l'âge) .,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,57,55,14,41,2,2,Gouvernement,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16506
VTANR5L14V22,14,22,2012-10-04,l'amendement n° 52 rectifié de M. Daniel Fasquelle à l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (bâtiments classés).,l'amendement n° 52 rectifié de M. Daniel Fasquelle à l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (bâtiments classés).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,56,56,14,42,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16514
VTANR5L14V23,14,23,2012-10-04,l'amendement n° 290 de M. Marc Le Fur à l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (bâtiments classés).,l'amendement n° 290 de M. Marc Le Fur à l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (bâtiments classés).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,50,50,14,36,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16514
VTANR5L14V24,14,24,2012-10-04,l'amendement n°  3 de M.  Dominique Tian après l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,l'amendement n°  3 de M.  Dominique Tian après l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,56,56,8,48,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16512
VTANR5L14V25,14,25,2012-10-04,l'amendement n°  23 de M.  Dominique Tian après l'article  premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,l'amendement n°  23 de M.  Dominique Tian après l'article  premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,56,56,8,48,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16512
VTANR5L14V26,14,26,2012-10-04,l'amendement n°  24 de M.  Dominique Tian après l'article  premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,l'amendement n°  24 de M.  Dominique Tian après l'article  premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,56,56,8,48,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16512
VTANR5L14V27,14,27,2012-10-04,l'amendement n° 25 de M. Dominique Tian après l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,l'amendement n° 25 de M. Dominique Tian après l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,56,56,8,48,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16512
VTANR5L14V28,14,28,2012-10-04,l'amendement n°  2 de M.  Dominique Tian après l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,l'amendement n°  2 de M.  Dominique Tian après l'article premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,52,52,6,46,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16512
VTANR5L14V29,14,29,2012-10-04,l'amendement n° 26 de M.  Dominique Tian après l'article  premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,l'amendement n° 26 de M.  Dominique Tian après l'article  premier de la proposition de loi instaurant une tarification progressive de l'énergie (tarif préférentiel salariés et retraités EDF-GDF).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,54,54,8,46,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16512
VTANR5L14V30,14,30,2012-10-09,"l'ensemble du projet de loi autorisant la ratification du traité sur la stabilité, la coordination et la gouvernance au sein de l'Union économique et monétaire (1re lecture).","l'ensemble du projet de loi autorisant la ratification du traité sur la stabilité, la coordination et la gouvernance au sein de l'Union économique et monétaire (1re lecture).",SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,568,547,477,70,21,1,Conférence des présidents,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16519
VTANR5L14V31,14,31,2012-10-09,l'ensemble du projet de loi portant création des empois d'avenir (texte de la commission mixte paritaire).,l'ensemble du projet de loi portant création des empois d'avenir (texte de la commission mixte paritaire).,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,525,498,363,135,27,1,Conférence des présidents,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16519
VTANR5L14V32,14,32,2012-10-10,sur l'ensemble du projet de loi organique relatif à la programmation et à la gouvernance des finances publiques.,sur l'ensemble du projet de loi organique relatif à la programmation et à la gouvernance des finances publiques.,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,542,524,490,34,18,1,Conférence des présidents,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16522
VTANR5L14V33,14,33,2012-10-11,l'amendement n° 1 de M. Sirugue à l'article premier de la proposition de loi relative à l'aide médicale d'Etat (suppression de l'article visant à rétablir le guichet unique pour les bénéficiaires de l'aide médicale d'Etat).,l'amendement n° 1 de M. Sirugue à l'article premier de la proposition de loi relative à l'aide médicale d'Etat (suppression de l'article visant à rétablir le guichet unique pour les bénéficiaires de l'aide médicale d'Etat).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,145,145,97,48,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16538
VTANR5L14V34,14,34,2012-10-11,l'amendement n° 2 de M. Sirugue à l'article 2 de la proposition de loi relative à l'aide médicale d'Etat (suppression de l'article visant à rétablir un accord préalable pour les soins hospitaliers coûteux aux bénéficiaires de l'aide médicale d'Etat).,l'amendement n° 2 de M. Sirugue à l'article 2 de la proposition de loi relative à l'aide médicale d'Etat (suppression de l'article visant à rétablir un accord préalable pour les soins hospitaliers coûteux aux bénéficiaires de l'aide médicale d'Etat).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,164,164,107,57,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16538
VTANR5L14V35,14,35,2012-10-11,l'amendement n° 3 de M. Sirugue à l'article 3 de la proposition de loi relative à l'aide médicale d'Etat (suppression de l'article visant à soumettre les bénéficiaires de l'aide médicale d'Etat à la franchise médicale).,l'amendement n° 3 de M. Sirugue à l'article 3 de la proposition de loi relative à l'aide médicale d'Etat (suppression de l'article visant à soumettre les bénéficiaires de l'aide médicale d'Etat à la franchise médicale).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,150,150,99,51,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16538
VTANR5L14V36,14,36,2012-10-18,les amendements de suppression de  l'article 4 du projet de loi de finances pour 2013 (abaissement du plafond de l'avantage procuré par le quotient familial).,les amendements de suppression de  l'article 4 du projet de loi de finances pour 2013 (abaissement du plafond de l'avantage procuré par le quotient familial).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,146,146,44,102,0,1,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16533
VTANR5L14V37,14,37,2012-10-18,l'article 4 du projet de loi de finances pour 2013 (abaissement du plafond de l'avantage procuré par le quotient familial).,l'article 4 du projet de loi de finances pour 2013 (abaissement du plafond de l'avantage procuré par le quotient familial).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,136,136,98,38,0,1,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16533
VTANR5L14V38,14,38,2012-10-18,l'amendement n° 169 de M. Lamour et suivants après l'article 4 du projet de loi de finances pour 2013 (rétablissement de l'exonération des charges sociales sur les heures supplémentaires).,l'amendement n° 169 de M. Lamour et suivants après l'article 4 du projet de loi de finances pour 2013 (rétablissement de l'exonération des charges sociales sur les heures supplémentaires).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,131,131,42,89,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16533
VTANR5L14V39,14,39,2012-10-18,l'amendement n° 78 rectifié de la commission à  l'article 9 du projet de loi de finances pour 2013 (fiscalité des oeuvres d'art).,l'amendement n° 78 rectifié de la commission à  l'article 9 du projet de loi de finances pour 2013 (fiscalité des oeuvres d'art).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,81,80,24,56,1,1,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16531
VTANR5L14V40,14,40,2012-10-23,le projet de loi de programmation des finances publiques pour les années 2012 à 2017.,le projet de loi de programmation des finances publiques pour les années 2012 à 2017.,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,552,549,314,235,3,1,,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16557
VTANR5L14V41,14,41,2012-10-23,la première partie du projet de loi de finances pour 2013.,la première partie du projet de loi de finances pour 2013.,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,552,542,319,223,10,1,,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16557
VTANR5L14V42,14,42,2012-10-24,l'amendement n° 301 après l'article 15 du projet de loi de financement de la sécurité sociale pour 2013 (exonération partielle de cotisation pour les médecins exerçant dans des zones peu denses).,l'amendement n° 301 après l'article 15 du projet de loi de financement de la sécurité sociale pour 2013 (exonération partielle de cotisation pour les médecins exerçant dans des zones peu denses).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,118,118,40,78,0,1,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16560
VTANR5L14V43,14,43,2012-10-25,l'amendement n° 308 de M. Tian de suppression de l'article 17 du projet de loi de financement de la sécurité sociale pour 2013 (élargissement de la couverture sociale des élus).,l'amendement n° 308 de M. Tian de suppression de l'article 17 du projet de loi de financement de la sécurité sociale pour 2013 (élargissement de la couverture sociale des élus).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,127,121,28,93,6,1,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16561
VTANR5L14V44,14,44,2012-10-25,l'article 17 du projet de loi de financement de la sécurité sociale pour 2013 (élargissement de la couverture sociale des élus).,l'article 17 du projet de loi de financement de la sécurité sociale pour 2013 (élargissement de la couverture sociale des élus).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,118,114,90,24,4,1,"Président du groupe socialiste, républicain et citoyen",PO644420,SCR5A2013O1,RUANR5L14S2013IDS16561
VTANR5L14V45,14,45,2012-10-25,l'amendement n° 628 de M. Morin après l'article 21 du projet de loi de financement de la sécurité sociale pour 2013 (taux de la taxe sur les contrats d'assurance maladie des étudiants).,l'amendement n° 628 de M. Morin après l'article 21 du projet de loi de financement de la sécurité sociale pour 2013 (taux de la taxe sur les contrats d'assurance maladie des étudiants).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,103,88,13,75,15,2,Président du groupe de l'union des démocrates et indépendants,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16562
VTANR5L14V46,14,46,2012-10-25,les amendement de suppression de l'article 23 du projet de loi de financement de la sécurité sociale pour 2013 (droits d'accise sur la bière).,les amendement de suppression de l'article 23 du projet de loi de financement de la sécurité sociale pour 2013 (droits d'accise sur la bière).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,139,139,49,90,0,1,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16562
VTANR5L14V47,14,47,2012-10-25,l'amendement n° 545 de M. Germain et plusieurs de ses collègues à l'article 23 du projet de loi de financement de la sécurité sociale pour 2013 (tarif du droit de consommation pour les petites brasseries indépendantes).,l'amendement n° 545 de M. Germain et plusieurs de ses collègues à l'article 23 du projet de loi de financement de la sécurité sociale pour 2013 (tarif du droit de consommation pour les petites brasseries indépendantes).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteDissidentsPositionGroupe,124,100,98,2,24,1,"Président du groupe socialiste, républicain et citoyen",PO644420,SCR5A2013O1,RUANR5L14S2013IDS16562
VTANR5L14V48,14,48,2012-10-26,l'amendement n° 134 de M. Tian de suppression de l'article 43 du projet de loi de financement de la sécurité sociale pour 2013 (suppression de la participation de l'assurée pour les actes liés à l'interruption volontaie de grossesse).,l'amendement n° 134 de M. Tian de suppression de l'article 43 du projet de loi de financement de la sécurité sociale pour 2013 (suppression de la participation de l'assurée pour les actes liés à l'interruption volontaie de grossesse).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,103,101,6,95,2,1,"Président du groupe socialiste, républicain et citoyen",PO644420,SCR5A2013O1,RUANR5L14S2013IDS16564
VTANR5L14V49,14,49,2012-10-30,l'ensemble du projet de loi de financement de la sécurité sociale pour 2013.,l'ensemble du projet de loi de financement de la sécurité sociale pour 2013.,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,546,546,318,228,0,1,Conférence des présidents,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16575
VTANR5L14V50,14,50,2012-11-05,"l'amendement n° 138 de M. Jacob à l'article 46 État B du projet de loi de finances pour 2013 (mission Anciens combattants, mémoire et liens avec la Nation : augmentation de l'indice de la retraite du combattant).","l'amendement n° 138 de M. Jacob à l'article 46 État B du projet de loi de finances pour 2013 (mission Anciens combattants, mémoire et liens avec la Nation : augmentation de l'indice de la retraite du combattant).",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteDissidentsPositionGroupe,100,100,31,69,0,2,Président du groupe de l'union pour un mouvement populaire,PO644420,SCR5A2013O1,RUANR5L14S2013IDS16578
