scrutin_id,legislature,numero,date_scrutin,titre,objet,code_type_vote,libelle_type_vote,sort_code,sort_libelle,mode_publication,nombre_votants,suffrages_exprimes,pour,contre,abstentions,non_votants,demandeur,organe_ref,session_ref,seance_ref
VTANR5L15V12,15,12,2017-07-11,l'amendement n° 439 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 439 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,229,222,28,194,7,1,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20610
VTANR5L15V13,15,13,2017-07-11,l'amendement n° 116 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 116 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,205,193,51,142,12,1,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20610
VTANR5L15V14,15,14,2017-07-11,l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,196,194,143,51,2,1,"Président du groupe ""Nouvelle Gauche""Président du groupe ""La France insoumise""Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20610
VTANR5L15V15,15,15,2017-07-11,l'amendement n° 128 de M. Prud'homme et les amendements identiques suivants à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 128 de M. Prud'homme et les amendements identiques suivants à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,161,155,31,124,6,1,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20610
VTANR5L15V16,15,16,2017-07-11,l'amendement n° 463 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 463 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,151,143,24,119,8,1,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20610
VTANR5L15V17,15,17,2017-07-11,l'amendement n° XXX de M. XXX à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° XXX de M. XXX à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,151,145,24,121,6,1,,PO717460,SCR5A2017E1,RUANR5L15S2017IDS20610
VTANR5L15V18,15,18,2017-07-11,l'amendement n° 369 de M. Dharréville à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 369 de M. Dharréville à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,242,239,27,212,3,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V19,15,19,2017-07-11,l'amendement n° 179 de M. Prudhomme et l'amendement identique n°304 de M. Pajot à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 179 de M. Prudhomme et l'amendement identique n°304 de M. Pajot à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,238,235,26,209,3,2,"President du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V20,15,20,2017-07-11,l'amendement n° 112 de M. Quatennens à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 112 de M. Quatennens à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,208,203,23,180,5,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V21,15,21,2017-07-11,l'amendement n° 162 de M. Prudhomme et l'amendement identique n° 455 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 162 de M. Prudhomme et l'amendement identique n° 455 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,192,189,24,165,3,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V22,15,22,2017-07-11,l'amendement n° 163 de M. Prudhomme à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 163 de M. Prudhomme à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,176,175,22,153,1,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V23,15,23,2017-07-11,l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,209,206,169,37,3,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V24,15,24,2017-07-11,l'amendement n° 451 de M. Vallaud après l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 451 de M. Vallaud après l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,124,124,19,105,0,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V25,15,25,2017-07-11,l'amendement n° 454 de M. Vallaud après l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 454 de M. Vallaud après l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,147,147,22,125,0,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20611
VTANR5L15V9,15,9,2017-07-11,l'amendement n° 119 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 119 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,258,253,30,223,5,1,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20610
VTANR5L15V26,15,26,2017-07-12,l'amendement n° 154 de M. Lachaud et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 154 de M. Lachaud et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,116,114,12,102,2,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20612
VTANR5L15V27,15,27,2017-07-12,l'amendement n° 155 de M. Lachaud et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 155 de M. Lachaud et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,118,109,12,97,9,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20612
VTANR5L15V28,15,28,2017-07-12,l'amendement n° 160 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 160 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,166,164,24,140,2,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20613
VTANR5L15V29,15,29,2017-07-12,l'amendement n° 156 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 156 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,177,177,22,155,0,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20613
VTANR5L15V30,15,30,2017-07-12,l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,176,176,155,21,0,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20613
VTANR5L15V31,15,31,2017-07-12,l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,121,120,20,100,1,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20613
VTANR5L15V32,15,32,2017-07-13,l'amendement n° 327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,133,131,30,101,2,2,"Président du groupe de la ""Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20614
VTANR5L15V33,15,33,2017-07-13,l'amendement n° 215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,92,90,21,69,2,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20614
VTANR5L15V34,15,34,2017-07-13,l'amendement n° 335 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 335 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,90,89,19,70,1,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20614
VTANR5L15V35,15,35,2017-07-13,l'amendement n° 330 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 330 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,146,141,18,123,5,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V36,15,36,2017-07-13,l'amendement n° 475 de M. Vallaud après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 475 de M. Vallaud après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,141,137,22,115,4,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V37,15,37,2017-07-13,l'amendement n° 148 de M. Lachaud et l'amendement identique suivant à l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 148 de M. Lachaud et l'amendement identique suivant à l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,116,115,16,99,1,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V38,15,38,2017-07-13,l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,138,138,110,28,0,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V39,15,39,2017-07-13,l'amendement n° 234 de M. Quatennens et les amendements identiques suivants à l'article 5 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 234 de M. Quatennens et les amendements identiques suivants à l'article 5 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,124,124,20,104,0,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V40,15,40,2017-07-13,l'amendement n° 80 de M. Quatennens à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 80 de M. Quatennens à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,116,115,28,87,1,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V41,15,41,2017-07-13,l'amendement n° 402 de M. Dharréville à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 402 de M. Dharréville à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,120,112,19,93,8,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V42,15,42,2017-07-13,l'amendement n° 88 de M. Quatennens à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 88 de M. Quatennens à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,113,110,19,91,3,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V43,15,43,2017-07-13,l'amendement n° 85 de M. Quatennens à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 85 de M. Quatennens à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,119,113,17,96,6,2,,PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V44,15,44,2017-07-13,l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,130,127,103,24,3,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V45,15,45,2017-07-13,l'amendement n°79 de M. Quatennens et l'amendement identique suivant à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n°79 de M. Quatennens et l'amendement identique suivant à l'article 6 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,117,109,22,87,8,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V46,15,46,2017-07-13,l'article 7 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'article 7 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,133,127,103,24,6,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V47,15,47,2017-07-13,l'amendement n° 385 de M. Dharréville après l'article 7 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 385 de M. Dharréville après l'article 7 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,141,140,24,116,1,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V48,15,48,2017-07-13,l'amendement n° 422 de M. Dharréville après l'article 8 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'amendement n° 422 de M. Dharréville après l'article 8 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,155,152,23,129,3,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V49,15,49,2017-07-13,l'ensemble du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,l'ensemble du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,324,320,270,50,4,1,Conférence des Présidents,PO717460,SCR5A2017E1,RUANR5L15S2017IDS20615
VTANR5L15V50,15,50,2017-07-18,"la motion de renvoi en commission, déposée par M. Christian Jacob, du projet de loi de règlement du budget et d'approbation des comptes de l'année 2016 (première lecture).","la motion de renvoi en commission, déposée par M. Christian Jacob, du projet de loi de règlement du budget et d'approbation des comptes de l'année 2016 (première lecture).",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,232,227,54,173,5,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2017E1,RUANR5L15S2017IDS20619
