scrutin_id,legislature,numero,date_scrutin,titre,objet,code_type_vote,libelle_type_vote,sort_code,sort_libelle,mode_publication,nombre_votants,suffrages_exprimes,pour,contre,abstentions,non_votants,demandeur,organe_ref,session_ref,seance_ref
VTANR5L15V373,15,373,2018-01-30,l'amendement n° 4 de M. Cinieri et les amendements identiques à l'article premier de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,l'amendement n° 4 de M. Cinieri et les amendements identiques à l'article premier de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,93,91,25,66,2,2,"Président du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20888
VTANR5L15V374,15,374,2018-01-30,l'amendement n° 76 de Mme Obono après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,l'amendement n° 76 de Mme Obono après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,60,58,5,53,2,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20888
VTANR5L15V375,15,375,2018-01-30,l'amendement n° 74 de Mme Obono après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,l'amendement n° 74 de Mme Obono après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,63,60,4,56,3,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20888
VTANR5L15V376,15,376,2018-01-30,l'amendement n° 75 de M. Bernalicis après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,l'amendement n° 75 de M. Bernalicis après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,63,61,4,57,2,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20888
VTANR5L15V377,15,377,2018-01-30,l'amendement n° 73 de Mme Obono après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,l'amendement n° 73 de Mme Obono après l'article 3 de la proposition de loi relative à la mise en oeuvre du transfert des compétences eau et assainissement aux communautés de communes (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,63,61,4,57,2,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20888
VTANR5L15V378,15,378,2018-01-31,l'amendement n° 6 de M. Cordier et les amendements identiques suivants à l'article 16 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de la sécurité (première lecture).,l'amendement n° 6 de M. Cordier et les amendements identiques suivants à l'article 16 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de la sécurité (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,70,68,13,55,2,2,"President du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20890
VTANR5L15V379,15,379,2018-01-31,l'amendement n° 1 de M. Cordier et les amendements identiques suivants à l'article 17 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de la sécurité (première lecture).,l'amendement n° 1 de M. Cordier et les amendements identiques suivants à l'article 17 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de la sécurité (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,69,68,14,54,1,2,"President du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20890
VTANR5L15V380,15,380,2018-02-01,"la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi sur le burnout visant à faire reconnaître comme maladies professionnelles les pathologies psychiques résultant de l'épuisement professionnel (première lecture).","la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi sur le burnout visant à faire reconnaître comme maladies professionnelles les pathologies psychiques résultant de l'épuisement professionnel (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,126,120,86,34,6,2,"Président du groupe ""La France insoumise""Président du groupe ""Nouvelle Gauche""Président du groupe ""UDI, Agir et Indépendants""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20891
VTANR5L15V381,15,381,2018-02-01,la proposition de résolution sur l'importance démocratique de l'utilisation de la voie référendaire pour la ratification du traité de libre-échange entre l'Union européenne et le Canada,la proposition de résolution sur l'importance démocratique de l'utilisation de la voie référendaire pour la ratification du traité de libre-échange entre l'Union européenne et le Canada,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,104,98,25,73,6,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20892
VTANR5L15V382,15,382,2018-02-01,"la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi constitutionnelle visant à faire de l'accès à l'eau un droit inaliénable (première lecture).","la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi constitutionnelle visant à faire de l'accès à l'eau un droit inaliénable (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,84,82,57,25,2,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20892
VTANR5L15V383,15,383,2018-02-01,"la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi relative à la mise en place d'un récépissé dans le cadre d'un contrôle d'identité (première lecture).","la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi relative à la mise en place d'un récépissé dans le cadre d'un contrôle d'identité (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,72,70,53,17,2,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20893
VTANR5L15V384,15,384,2018-02-01,"la motion de rejet préalable, déposée par M. Sébastien Chenu, de la proposition de loi relative à l'euthanasie et au suicide assisté, pour une fin de vie digne (première lecture).","la motion de rejet préalable, déposée par M. Sébastien Chenu, de la proposition de loi relative à l'euthanasie et au suicide assisté, pour une fin de vie digne (première lecture).",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,57,57,5,52,0,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20893
VTANR5L15V385,15,385,2018-02-06,"la motion de rejet préalable, déposée par M. André Chassaigne, du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (texte de la commission mixte paritaire).","la motion de rejet préalable, déposée par M. André Chassaigne, du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (texte de la commission mixte paritaire).",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,171,171,26,145,0,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20897
VTANR5L15V386,15,386,2018-02-06,l'ensemble du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (texte de la commission mixte paritaire).,l'ensemble du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (texte de la commission mixte paritaire).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,101,99,79,20,2,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20897
VTANR5L15V387,15,387,2018-02-07,l'amendement n° 19 de Mme Karamanli après l'article 14 A du projet de loi relatif à la protection des données personnelles (première lecture).,l'amendement n° 19 de Mme Karamanli après l'article 14 A du projet de loi relatif à la protection des données personnelles (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,85,71,13,58,14,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20900
VTANR5L15V388,15,388,2018-02-07,l'amendement n° 71 de M. Prud'homme après l'article 15 du projet de loi relatif à la protection des données personnelles (première lecture).,l'amendement n° 71 de M. Prud'homme après l'article 15 du projet de loi relatif à la protection des données personnelles (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,79,69,8,61,10,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20900
VTANR5L15V389,15,389,2018-02-13,l'ensemble du projet de loi relatif à la protection des données personnelles (première lecture).,l'ensemble du projet de loi relatif à la protection des données personnelles (première lecture).,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,547,523,505,18,24,1,Conférence des Présidents,PO717460,SCR5A2018O1,RUANR5L15S2018IDS20914
VTANR5L15V390,15,390,2018-02-13,l'amendement de suppression n°1 de M. Bazin et les amendements identiques suivants à l'article premier du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,l'amendement de suppression n°1 de M. Bazin et les amendements identiques suivants à l'article premier du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,140,140,40,100,0,2,"Président du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20908
VTANR5L15V391,15,391,2018-02-13,l'amendement n°8 de M. Larrivé et l'amendement identique suivant à l'article premier du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,l'amendement n°8 de M. Larrivé et l'amendement identique suivant à l'article premier du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,143,138,32,106,5,2,"Président du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20908
VTANR5L15V392,15,392,2018-02-13,l'amendement n°81 de Mme Untermaier à l'article premier du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,l'amendement n°81 de Mme Untermaier à l'article premier du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,132,108,16,92,24,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20908
VTANR5L15V393,15,393,2018-02-14,le sous-amendement n°131 de Mme Fiat à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,le sous-amendement n°131 de Mme Fiat à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,74,65,8,57,9,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V394,15,394,2018-02-14,le sous-amendement n°129 de Mme Bru à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,le sous-amendement n°129 de Mme Bru à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,71,65,13,52,6,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V395,15,395,2018-02-14,le sous-amendement n°132 de M. Bernalicis à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,le sous-amendement n°132 de M. Bernalicis à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,70,65,9,56,5,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V396,15,396,2018-02-14,le sous-amendement n°130 de M. Bernalicis à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,le sous-amendement n°130 de M. Bernalicis à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,68,64,5,59,4,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V397,15,397,2018-02-14,le sous-amendement n°133 de Mme Obono à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,le sous-amendement n°133 de Mme Obono à l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,69,64,5,59,5,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V398,15,398,2018-02-14,l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,l'amendement n° 128 du Gouvernement après l'article 2 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,76,67,60,7,9,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V399,15,399,2018-02-14,l'amendement n° 106 de Mme Le Grip après l'article 6 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,l'amendement n° 106 de Mme Le Grip après l'article 6 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,65,65,12,53,0,2,"Président du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V400,15,400,2018-02-14,l'article 7 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,l'article 7 du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,77,77,65,12,0,2,"Président du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20909
VTANR5L15V401,15,401,2018-02-15,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi relatif à l'orientation et à la réussite des étudiants (texte de la commission mixte paritaire).","la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi relatif à l'orientation et à la réussite des étudiants (texte de la commission mixte paritaire).",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,53,52,8,44,1,2,"Président du groupe de la ""Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20911
VTANR5L15V402,15,402,2018-02-15,l'ensemble du projet de loi relatif à l'orientation et à la réussite des étudiants (texte de la commission mixte paritaire).,l'ensemble du projet de loi relatif à l'orientation et à la réussite des étudiants (texte de la commission mixte paritaire).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,66,62,49,13,4,2,"Président du groupe de la ""Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20911
VTANR5L15V403,15,403,2018-02-15,l'ensemble du projet de loi ratifiant l'ordonnance n° 2017-48 du 19 janvier 2017 relative à la profession de physicien médical et l'ordonnance n° 2017-50 du 19 janvier 2017 relative à la reconnaissance des qualifications professionnelles dans le domaine de la santé (lecture définitive).,l'ensemble du projet de loi ratifiant l'ordonnance n° 2017-48 du 19 janvier 2017 relative à la profession de physicien médical et l'ordonnance n° 2017-50 du 19 janvier 2017 relative à la reconnaissance des qualifications professionnelles dans le domaine de la santé (lecture définitive).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,48,48,38,10,0,2,"Président du groupe ""UDI, Agir et Indépendants""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20915
VTANR5L15V404,15,404,2018-02-15,l'article premier de la proposition de loi permettant une bonne application du régime d'asile européen (deuxième lecture).,l'article premier de la proposition de loi permettant une bonne application du régime d'asile européen (deuxième lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,62,53,48,5,9,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20916
VTANR5L15V405,15,405,2018-02-15,l'article 2 de la proposition de loi permettant une bonne application du régime d'asile européen (deuxième lecture).,l'article 2 de la proposition de loi permettant une bonne application du régime d'asile européen (deuxième lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,64,57,51,6,7,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20916
VTANR5L15V406,15,406,2018-02-15,l'article 3 de la proposition de loi permettant une bonne application du régime d'asile européen (deuxième lecture).,l'article 3 de la proposition de loi permettant une bonne application du régime d'asile européen (deuxième lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,69,63,56,7,6,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20916
VTANR5L15V407,15,407,2018-02-20,l'ensemble du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,l'ensemble du projet de loi relatif à l'élection des représentants au Parlement européen (première lecture).,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,545,531,376,155,14,1,Conférence des Présidents,PO717460,SCR5A2018O1,RUANR5L15S2018IDS20920
VTANR5L15V408,15,408,2018-03-06,l'article unique de la proposition de résolution européenne relative à l'interdiction de la pêche électrique.,l'article unique de la proposition de résolution européenne relative à l'interdiction de la pêche électrique.,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,162,162,162,0,0,2,"Président du groupe ""La République en Marche""Président du groupe de la ""Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20936
VTANR5L15V409,15,409,2018-03-06,"l'article unique de la proposition de résolution européenne sur le premier paquet Mobilité, présenté par la Commission européenne le 31 mai 2017.","l'article unique de la proposition de résolution européenne sur le premier paquet Mobilité, présenté par la Commission européenne le 31 mai 2017.",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,103,102,96,6,1,2,"Président du groupe ""La République en Marche""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20937
VTANR5L15V410,15,410,2018-03-06,"l'ensemble du projet de loi, adopté par le Sénat, autorisant la ratification de l'accord de transport aérien entre les États-Unis d'Amérique, premièrement, l'Union européenne et ses États membres, deuxièmement, l'Islande, troisièmement, et le Royaume de Norvège, quatrièmement (première lecture).","l'ensemble du projet de loi, adopté par le Sénat, autorisant la ratification de l'accord de transport aérien entre les États-Unis d'Amérique, premièrement, l'Union européenne et ses États membres, deuxièmement, l'Islande, troisièmement, et le Royaume de Norvège, quatrièmement (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,36,36,34,2,0,2,"Président du groupe de la ""Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20937
VTANR5L15V411,15,411,2018-03-07,"l'article unique du projet de loi autorisant la ratification de l'accord euro-méditerranéen relatif aux services aériens entre l'Union européenne et ses États membres d'une part, et le Gouvernement de l'État d'Israël , d'autre part (première lecture).","l'article unique du projet de loi autorisant la ratification de l'accord euro-méditerranéen relatif aux services aériens entre l'Union européenne et ses États membres d'une part, et le Gouvernement de l'État d'Israël , d'autre part (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,54,54,46,8,0,2,"Président du groupe ""Nouvelle Gauche""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20939
VTANR5L15V412,15,412,2018-03-07,l'article unique du projet de loi autorisant l'approbation de la convention d'extradition signée le 2 mai 2007 entre le Gouvernement de la République française et le Gouvernement de l'État des Émirats arabes unis (première lecture).,l'article unique du projet de loi autorisant l'approbation de la convention d'extradition signée le 2 mai 2007 entre le Gouvernement de la République française et le Gouvernement de l'État des Émirats arabes unis (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,40,40,35,5,0,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20939
VTANR5L15V413,15,413,2018-03-07,l'article unique du projet de loi autorisant l'approbation de la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement de l'Union des Comores (première lecture).,l'article unique du projet de loi autorisant l'approbation de la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement de l'Union des Comores (première lecture).,SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,79,78,78,0,1,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20939
VTANR5L15V414,15,414,2018-03-08,"la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi visant à lutter contre la précarité professionnelle des femmes (première lecture).","la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi visant à lutter contre la précarité professionnelle des femmes (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,127,125,84,41,2,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20942
VTANR5L15V415,15,415,2018-03-08,"la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi pour une reconnaissance sociale des aidants (première lecture).","la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi pour une reconnaissance sociale des aidants (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,73,71,43,28,2,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20944
VTANR5L15V416,15,416,2018-03-08,"la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi relative à la gratuité des transports scolaires (première lecture).","la motion de rejet préalable, déposée par M. Richard Ferrand, de la proposition de loi relative à la gratuité des transports scolaires (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,56,56,36,20,0,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20944
VTANR5L15V417,15,417,2018-03-08,"la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi créant une liste française des paradis fiscaux (première lecture).","la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi créant une liste française des paradis fiscaux (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,53,53,34,19,0,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20945
VTANR5L15V418,15,418,2018-03-08,"la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi visant à lutter contre les marchands de sommeil (première lecture).","la motion de renvoi en commission, déposée par M. Richard Ferrand, de la proposition de loi visant à lutter contre les marchands de sommeil (première lecture).",SPO,scrutin public ordinaire,adopté,l'Assemblée nationale a adopté,DecompteNominatif,44,44,27,17,0,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20945
VTANR5L15V419,15,419,2018-03-20,l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,SPS,scrutin public solennel,adopté,l'Assemblée nationale a adopté,DecompteNominatif,539,539,537,2,0,1,Conférence des Présidents,PO717460,SCR5A2018O1,RUANR5L15S2018IDS20951
VTANR5L15V420,15,420,2018-03-20,"la motion de renvoi en commission, déposée par M. Christian Jacob, du projet de loi relatif à la programmation militaire  pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).","la motion de renvoi en commission, déposée par M. Christian Jacob, du projet de loi relatif à la programmation militaire  pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).",SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,98,96,26,70,2,2,"Président du groupe ""Les Républicains""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20951
VTANR5L15V421,15,421,2018-03-20,l'amendement n° 24 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,l'amendement n° 24 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,71,68,7,61,3,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20952
VTANR5L15V422,15,422,2018-03-20,l'amendement n° 26 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,l'amendement n° 26 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,76,71,30,41,5,2,"Président du groupe ""La France insoumise""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20952
VTANR5L15V423,15,423,2018-03-21,l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,SPO,scrutin public ordinaire,rejeté,L'Assemblée nationale n'a pas adopté,DecompteNominatif,60,60,7,53,0,2,"Président du groupe ""de la Gauche démocrate et républicaine""",PO717460,SCR5A2018O1,RUANR5L15S2018IDS20953
