matricule,dim1,dim2,nom,prenom,groupe_code,groupe_libelle_court,circonscription_libelle,siege,url,url_avatar,full_name,dim1_raw,dim2_raw
19621T,0.5672117392855145,-0.02315793066906848,Brisson,Max,UMP,Les Républicains,Pyrénées-Atlantiques,13,https://www.senat.fr/senateur/brisson_max19621t.html,https://www.senat.fr/senimg/brisson_max19621t_carre.jpg,Max Brisson,0.5672117392855145,-0.041060160760759724
19629C,-0.3974177356193821,0.1732409772829628,Carrère,Maryse,RDSE,RDSE,Hautes-Pyrénées,117,https://www.senat.fr/senateur/carrere_maryse19629c.html,https://www.senat.fr/senimg/carrere_maryse19629c_carre.jpg,Maryse Carrère,-0.3974177356193821,0.30716485333858656
19631V,-0.7934781141041741,0.03443856486307077,Artigalas,Viviane,SOC,SER,Hautes-Pyrénées,293,https://www.senat.fr/senateur/artigalas_viviane19631v.html,https://www.senat.fr/senimg/artigalas_viviane19631v_carre.jpg,Viviane Artigalas,-0.7934781141041741,0.061061285218210595
19647E,-0.8225436220435703,0.03316466915173349,Féraud,Rémi,SOC,SER,Paris,75,https://www.senat.fr/senateur/feraud_remi19647e.html,https://www.senat.fr/senimg/feraud_remi19647e_carre.jpg,Rémi Féraud,-0.8225436220435703,0.05880260487896009
19649G,-0.853247681836407,0.04413989444587703,de La Gontrie,Marie-Pierre,SOC,SER,Paris,44,https://www.senat.fr/senateur/de_la_gontrie_marie_pierre19649g.html,https://www.senat.fr/senimg/de_la_gontrie_marie_pierre19649g_carre.jpg,Marie-Pierre de La Gontrie,-0.853247681836407,0.07826222419481743
19657G,0.7119184608828272,-0.020505070189378412,Malet,Viviane,UMP,Les Républicains,La Réunion,339,https://www.senat.fr/senateur/malet_viviane19657g.html,https://www.senat.fr/senimg/malet_viviane19657g_carre.jpg,Viviane Malet,0.7119184608828272,-0.036356507427975915
19667J,0.6361811802141979,-0.0266360697931046,Bazin,Arnaud,UMP,Les Républicains,Val-d'Oise,178,https://www.senat.fr/senateur/bazin_arnaud19667j.html,https://www.senat.fr/senimg/bazin_arnaud19667j_carre.jpg,Arnaud Bazin,0.6361811802141979,-0.047227074101249295
19669L,-0.776403088368152,0.037406056471309526,Temal,Rachid,SOC,SER,Val-d'Oise,113,https://www.senat.fr/senateur/temal_rachid19669l.html,https://www.senat.fr/senimg/temal_rachid19669l_carre.jpg,Rachid Temal,-0.776403088368152,0.06632279516189633
19673G,0.80999382944203,-0.06409262437180703,Eustache-Brinio,Jacqueline,UMP,Les Républicains,Val-d'Oise,181,https://www.senat.fr/senateur/eustache_brinio_jacqueline19673g.html,https://www.senat.fr/senimg/eustache_brinio_jacqueline19673g_carre.jpg,Jacqueline Eustache-Brinio,0.80999382944203,-0.11363940491455148
19679N,0.7033940647160666,-0.012618476850315368,Puissat,Frédérique,UMP,Les Républicains,Isère,92,https://www.senat.fr/senateur/puissat_frederique19679n.html,https://www.senat.fr/senimg/puissat_frederique19679n_carre.jpg,Frédérique Puissat,0.7033940647160666,-0.022373185904814484
19681G,-0.4795309956078583,0.07938254588787665,Corbisez,Jean-Pierre,CRC,CRCE-K,Pas-de-Calais,235,https://www.senat.fr/senateur/corbisez_jean_pierre19681g.html,https://www.senat.fr/senimg/corbisez_jean_pierre19681g_carre.jpg,Jean-Pierre Corbisez,-0.4795309956078583,0.14074919483666073
19683J,-0.7833682481322247,0.04871861475470138,Jomier,Bernard,SOC,SER,Paris,74,https://www.senat.fr/senateur/jomier_bernard19683j.html,https://www.senat.fr/senimg/jomier_bernard19683j_carre.jpg,Bernard Jomier,-0.7833682481322247,0.08638052261471876
19685L,0.2862912513837466,0.05071508937817541,Herzog,Christine,UC,UC,Moselle,325,https://www.senat.fr/senateur/herzog_christine19685l.html,https://www.senat.fr/senimg/herzog_christine19685l_carre.jpg,Christine Herzog,0.2862912513837466,0.08992037123789967
19687N,-0.6637505664743657,-0.08797818421189087,Savoldelli,Pascal,CRC,CRCE-K,Val-de-Marne,69,https://www.senat.fr/senateur/savoldelli_pascal19687n.html,https://www.senat.fr/senimg/savoldelli_pascal19687n_carre.jpg,Pascal Savoldelli,-0.6637505664743657,-0.15598968831895546
19691J,0.23116196454219493,0.09388912654463145,Guidez,Jocelyne,UC,UC,Essonne,26,https://www.senat.fr/senateur/guidez_jocelyne19691j.html,https://www.senat.fr/senimg/guidez_jocelyne19691j_carre.jpg,Jocelyne Guidez,0.23116196454219493,0.1664700825259423
19693L,0.29051950886022204,0.056316622981890295,Darcos,Laure,RTLI,Les Indépendants,Essonne,255,https://www.senat.fr/senateur/darcos_laure19693l.html,https://www.senat.fr/senimg/darcos_laure19693l_carre.jpg,Laure Darcos,0.29051950886022204,0.09985216840760691
19695N,-0.6653170508650732,-0.08867392060289239,Gay,Fabien,CRC,CRCE-K,Seine-Saint-Denis,140,https://www.senat.fr/senateur/gay_fabien19695n.html,https://www.senat.fr/senimg/gay_fabien19695n_carre.jpg,Fabien Gay,-0.6653170508650732,-0.15722326348030569
19697Q,-0.1695976945257507,0.4454609362005102,Lévrier,Martin,LREM,RDPI,Yvelines,115,https://www.senat.fr/senateur/levrier_martin19697q.html,https://www.senat.fr/senimg/levrier_martin19697q_carre.jpg,Martin Lévrier,-0.1695976945257507,0.7898243549654437
19699S,0.2284832589820145,0.09048531597491664,Laugier,Michel,UC,UC,Yvelines,266,https://www.senat.fr/senateur/laugier_michel19699s.html,https://www.senat.fr/senimg/laugier_michel19699s_carre.jpg,Michel Laugier,0.2284832589820145,0.1604349574023345
19701S,0.6373324872018361,-0.019979060718599083,de Cidrac,Marta,UMP,Les Républicains,Yvelines,127,https://www.senat.fr/senateur/de_cidrac_marta19701s.html,https://www.senat.fr/senimg/de_cidrac_marta19701s_carre.jpg,Marta de Cidrac,0.6373324872018361,-0.0354238665223388
19703U,0.6410320324279075,-0.028184776908038365,Sol,Jean,UMP,Les Républicains,Pyrénées-Orientales,8,https://www.senat.fr/senateur/sol_jean19703u.html,https://www.senat.fr/senimg/sol_jean19703u_carre.jpg,Jean Sol,0.6410320324279075,-0.04997300870219569
19705W,0.5353359199603663,0.023694356606076425,Renaud-Garabedian,Évelyne,UMP,Les Républicains,Français établis hors de France (Série 1),335,https://www.senat.fr/senateur/renaud_garabedian_evelyne19705w.html,https://www.senat.fr/senimg/renaud_garabedian_evelyne19705w_carre.jpg,Évelyne Renaud-Garabedian,0.5353359199603663,0.04201127057814969
19709B,0.5745420504371572,0.007567059823199582,Le Gleut,Ronan,UMP,Les Républicains,Français établis hors de France (Série 1),342,https://www.senat.fr/senateur/le_gleut_ronan19709b.html,https://www.senat.fr/senimg/le_gleut_ronan19709b_carre.jpg,Ronan Le Gleut,0.5745420504371572,0.013416772736169473
19711U,0.6995493253747651,-0.011246010240331998,Lavarde,Christine,UMP,Les Républicains,Hauts-de-Seine,11,https://www.senat.fr/senateur/lavarde_christine19711u.html,https://www.senat.fr/senimg/lavarde_christine19711u_carre.jpg,Christine Lavarde,0.6995493253747651,-0.019939734468673757
19713W,0.1580178906941409,0.1008677560052449,Sollogoub,Nadia,UC,UC,Nièvre,214,https://www.senat.fr/senateur/sollogoub_nadia19713w.html,https://www.senat.fr/senimg/sollogoub_nadia19713w_carre.jpg,Nadia Sollogoub,0.1580178906941409,0.1788435390163917
19719D,-0.27902899139726545,0.18703054115969875,Delattre,Nathalie,RDSE,RDSE,Gironde,4,https://www.senat.fr/senateur/delattre_nathalie19719d.html,https://www.senat.fr/senimg/delattre_nathalie19719d_carre.jpg,Nathalie Delattre,-0.27902899139726545,0.331614434680317
19721W,0.19501698443873083,0.10678293278914626,Cazabonne,Alain,UC,UC,Gironde,326,https://www.senat.fr/senateur/cazabonne_alain19721w.html,https://www.senat.fr/senimg/cazabonne_alain19721w_carre.jpg,Alain Cazabonne,0.19501698443873083,0.18933144111550756
19723Y,0.6186848062818362,0.0014889695340356553,Lassarade,Florence,UMP,Les Républicains,Gironde,290,https://www.senat.fr/senateur/lassarade_florence19723y.html,https://www.senat.fr/senimg/lassarade_florence19723y_carre.jpg,Florence Lassarade,0.6186848062818362,0.002640016904318538
19725B,-0.8646466985936985,0.04301336037171385,Harribey,Laurence,SOC,SER,Gironde,45,https://www.senat.fr/senateur/harribey_laurence19725b.html,https://www.senat.fr/senimg/harribey_laurence19725b_carre.jpg,Laurence Harribey,-0.8646466985936985,0.07626482335410258
19729F,0.7728916424166122,-0.041642998736243296,Leroy,Henri,UMP,Les Républicains,Alpes-Maritimes,338,https://www.senat.fr/senateur/leroy_henri19729f.html,https://www.senat.fr/senimg/leroy_henri19729f_carre.jpg,Henri Leroy,0.7728916424166122,-0.07383510414227536
19735D,0.2055501815098677,0.07802674865504695,de La Provôté,Sonia,UC,UC,Calvados,206,https://www.senat.fr/senateur/de_la_provote_sonia19735d.html,https://www.senat.fr/senimg/de_la_provote_sonia19735d_carre.jpg,Sonia de La Provôté,0.2055501815098677,0.1383452990337712
19745F,0.21490119972846713,0.0869240290647947,Perrot,Évelyne,UC,UC,Aube,25,https://www.senat.fr/senateur/perrot_evelyne19745f.html,https://www.senat.fr/senimg/perrot_evelyne19745f_carre.jpg,Évelyne Perrot,0.21490119972846713,0.15412061890921047
19749K,0.17775087838687118,0.09786813164495509,Vérien,Dominique,UC,UC,Yonne,210,https://www.senat.fr/senateur/verien_dominique19749k.html,https://www.senat.fr/senimg/verien_dominique19749k_carre.jpg,Dominique Vérien,0.17775087838687118,0.17352505610807642
19758L,-0.6266368777214634,-0.09329895037284808,Brulin,Céline,CRC,CRCE-K,Seine-Maritime,37,https://www.senat.fr/senateur/brulin_celine19758l.html,https://www.senat.fr/senimg/brulin_celine19758l_carre.jpg,Céline Brulin,-0.6266368777214634,-0.16542367087384413
19760E,-0.6222256522399718,-0.0806590931596485,Apourceau-Poly,Cathy,CRC,CRCE-K,Pas-de-Calais,38,https://www.senat.fr/senateur/apourceau_poly_cathy19760e.html,https://www.senat.fr/senimg/apourceau_poly_cathy19760e_carre.jpg,Cathy Apourceau-Poly,-0.6222256522399718,-0.1430125765241995
19768N,0.686339675874066,-0.08040323484041095,Noël,Sylviane,UMP,Les Républicains,Haute-Savoie,336,https://www.senat.fr/senateur/noel_sylviane19768n.html,https://www.senat.fr/senimg/noel_sylviane19768n_carre.jpg,Sylviane Noël,0.686339675874066,-0.14255892702200526
19782L,-0.24791509241798002,0.48709213800828827,Buis,Bernard,LREM,RDPI,Drôme,80,https://www.senat.fr/senateur/buis_bernard19782l.html,https://www.senat.fr/senimg/buis_bernard19782l_carre.jpg,Bernard Buis,-0.24791509241798002,0.8636385425678871
19798U,0.6442487450972941,-0.013508836784009126,Richer,Marie-Pierre,UMP,Les Républicains,Cher,167,https://www.senat.fr/senateur/richer_marie_pierre19798u.html,https://www.senat.fr/senimg/richer_marie_pierre19798u_carre.jpg,Marie-Pierre Richer,0.6442487450972941,-0.02395183826951973
19820Y,-0.9987263063273736,0.028456944306150197,Gillé,Hervé,SOC,SER,Gironde,70,https://www.senat.fr/senateur/gille_herve19820y.html,https://www.senat.fr/senimg/gille_herve19820y_carre.jpg,Hervé Gillé,-0.9987263063273736,0.050455575010904606
19826F,0.24705195564507848,0.0861095378587162,Martin,Pascal,UC,UC,Seine-Maritime,211,https://www.senat.fr/senateur/martin_pascal19826f.html,https://www.senat.fr/senimg/martin_pascal19826f_carre.jpg,Pascal Martin,0.24705195564507848,0.15267648556509966
19866P,-0.4554049056966189,0.18103452301356482,Pantel,Guylène,RDSE,RDSE,Lozère,81,https://www.senat.fr/senateur/pantel_guylene19866p.html,https://www.senat.fr/senimg/pantel_guylene19866p_carre.jpg,Guylène Pantel,-0.4554049056966189,0.32098319683256177
19954N,0.6675832153275564,-0.04697115577134162,Belrhiti,Catherine,UMP,Les Républicains,Moselle,226,https://www.senat.fr/senateur/belrhiti_catherine19954n.html,https://www.senat.fr/senimg/belrhiti_catherine19954n_carre.jpg,Catherine Belrhiti,0.6675832153275564,-0.08328219108393906
20016T,-0.22101781516044688,0.47524925062945383,Kulimoetoke,Mikaele,LREM,RDPI,Iles Wallis et Futuna,251,https://www.senat.fr/senateur/kulimoetoke_mikaele20016t.html,https://www.senat.fr/senimg/kulimoetoke_mikaele20016t_carre.jpg,Mikaele Kulimoetoke,-0.22101781516044688,0.8426405153004501
20018V,-0.7658759560452502,0.03186113334788897,Michau,Jean-Jacques,SOC,SER,Ariège,237,https://www.senat.fr/senateur/michau_jean_jacques20018v.html,https://www.senat.fr/senimg/michau_jean_jacques20018v_carre.jpg,Jean-Jacques Michau,-0.7658759560452502,0.056491371184200306
20020P,0.6625412308983201,-0.04754029277714989,Rojouan,Bruno,UMP,Les Républicains,Allier,272,https://www.senat.fr/senateur/rojouan_bruno20020p.html,https://www.senat.fr/senimg/rojouan_bruno20020p_carre.jpg,Bruno Rojouan,0.6625412308983201,-0.08429129925026577
20022R,0.5900767175579981,-0.019018547060582206,Bellurot,Nadine,UMP,Les Républicains,Indre,132,https://www.senat.fr/senateur/bellurot_nadine20022r.html,https://www.senat.fr/senimg/bellurot_nadine20022r_carre.jpg,Nadine Bellurot,0.5900767175579981,-0.03372082812159966
20024T,0.6248745383740755,-0.009589430022846228,Belin,Bruno,UMP,Les Républicains,Vienne,278,https://www.senat.fr/senateur/belin_bruno20024t.html,https://www.senat.fr/senimg/belin_bruno20024t_carre.jpg,Bruno Belin,0.6248745383740755,-0.017002535501500406
20026V,0.5679026832362879,-0.008857069734936988,Ventalon,Anne,UMP,Les Républicains,Ardèche,227,https://www.senat.fr/senateur/ventalon_anne20026v.html,https://www.senat.fr/senimg/ventalon_anne20026v_carre.jpg,Anne Ventalon,0.5679026832362879,-0.01570402435272516
20028X,-0.8218768671867359,0.042231334265731744,Mérillou,Serge,SOC,SER,Dordogne,296,https://www.senat.fr/senateur/merillou_serge20028x.html,https://www.senat.fr/senimg/merillou_serge20028x_carre.jpg,Serge Mérillou,-0.8218768671867359,0.07487825224420523
20030R,-0.766840350097741,0.045120266003695134,Pla,Sebastien,SOC,SER,Aude,295,https://www.senat.fr/senateur/pla_sebastien20030r.html,https://www.senat.fr/senimg/pla_sebastien20030r_carre.jpg,Sebastien Pla,-0.766840350097741,0.08000047163775734
20032T,0.627202783030187,-0.01581216120238498,Anglars,Jean-Claude,UMP,Les Républicains,Aveyron,173,https://www.senat.fr/senateur/anglars_jean_claude20032t.html,https://www.senat.fr/senimg/anglars_jean_claude20032t_carre.jpg,Jean-Claude Anglars,0.627202783030187,-0.028035746812739328
20034V,0.4955587305180423,0.021751164388943957,Jacques,Micheline,UMP,Les Républicains,Saint-Barthélemy,289,https://www.senat.fr/senateur/jacques_micheline20034v.html,https://www.senat.fr/senimg/jacques_micheline20034v_carre.jpg,Micheline Jacques,0.4955587305180423,0.038565894306638225
20036X,-0.10875168999708916,-0.004995395350663424,Parigi,Paul Toussaint,UC,UC,Haute-Corse,259,https://www.senat.fr/senateur/parigi_paul_toussaint20036x.html,https://www.senat.fr/senimg/parigi_paul_toussaint20036x_carre.jpg,Paul Toussaint Parigi,-0.10875168999708916,-0.008857083955076995
20038A,0.575002132661158,-0.025456026984206303,Favreau,Gilbert,UMP,Les Républicains,Deux-Sèvres,285,https://www.senat.fr/senateur/favreau_gilbert20038a.html,https://www.senat.fr/senimg/favreau_gilbert20038a_carre.jpg,Gilbert Favreau,0.575002132661158,-0.04513479961738707
20040T,0.21814943227538972,0.0808409693166557,Duffourg,Alain,UC,UC,Gers,267,https://www.senat.fr/senateur/duffourg_alain20040t.html,https://www.senat.fr/senimg/duffourg_alain20040t_carre.jpg,Alain Duffourg,0.21814943227538972,0.143335051979886
20042V,0.23781872575895277,0.07932940271517656,Bonneau,François,UC,UC,Charente,265,https://www.senat.fr/senateur/bonneau_francois20042v.html,https://www.senat.fr/senimg/bonneau_francois20042v_carre.jpg,François Bonneau,0.23781872575895277,0.14065496935314994
20044X,0.5582734836426986,-0.013794635446492712,Sautarel,Stéphane,UMP,Les Républicains,Cantal,134,https://www.senat.fr/senateur/sautarel_stephane20044x.html,https://www.senat.fr/senimg/sautarel_stephane20044x_carre.jpg,Stéphane Sautarel,0.5582734836426986,-0.024458573486689207
20046A,-0.6103786686808009,-0.06980739036737053,Varaillas,Marie-Claude,CRC,CRCE-K,Dordogne,68,https://www.senat.fr/senateur/varaillas_marie_claude20046a.html,https://www.senat.fr/senimg/varaillas_marie_claude20046a_carre.jpg,Marie-Claude Varaillas,-0.6103786686808009,-0.1237719687364726
20048C,0.23217461001441378,0.07770114234821186,Hingray,Jean,UC,UC,Vosges,316,https://www.senat.fr/senateur/hingray_jean20048c.html,https://www.senat.fr/senimg/hingray_jean20048c_carre.jpg,Jean Hingray,0.23217461001441378,0.13776798288690048
20050V,0.09639196300868177,0.1500276603467912,Paoli-Gagin,Vanina,RTLI,Les Indépendants,Aube,203,https://www.senat.fr/senateur/paoli_gagin_vanina20050v.html,https://www.senat.fr/senimg/paoli_gagin_vanina20050v_carre.jpg,Vanina Paoli-Gagin,0.09639196300868177,0.26600648997658016
20052X,0.20959717393246738,0.07393241176158577,Levi,Pierre-Antoine,UC,UC,Tarn-et-Garonne,315,https://www.senat.fr/senateur/levi_pierre_antoine20052x.html,https://www.senat.fr/senimg/levi_pierre_antoine20052x_carre.jpg,Pierre-Antoine Levi,0.20959717393246738,0.13108583645671237
20054A,0.5734479205209896,0.021658779698833047,Rietmann,Olivier,UMP,Les Républicains,Haute-Saône,340,https://www.senat.fr/senateur/rietmann_olivier20054a.html,https://www.senat.fr/senimg/rietmann_olivier20054a_carre.jpg,Olivier Rietmann,0.5734479205209896,0.038402091664597605
20056C,0.6847995776320923,-0.026817547436144864,Joseph,Else,UMP,Les Républicains,Ardennes,283,https://www.senat.fr/senateur/joseph_else20056c.html,https://www.senat.fr/senimg/joseph_else20056c_carre.jpg,Else Joseph,0.6847995776320923,-0.047548842971888064
20058E,0.5380654668515826,-0.011086229057000309,Vial,Cédric,UMP,Les Républicains,Savoie,348,https://www.senat.fr/senateur/vial_cedric20058e.html,https://www.senat.fr/senimg/vial_cedric20058e_carre.jpg,Cédric Vial,0.5380654668515826,-0.019656434498227498
20060X,-0.7648631133483504,0.04060524799718488,Cardon,Rémi,SOC,SER,Somme,186,https://www.senat.fr/senateur/cardon_remi20060x.html,https://www.senat.fr/senimg/cardon_remi20060x_carre.jpg,Rémi Cardon,-0.7648631133483504,0.07199512056238455
20062A,0.6875855311380574,-0.022448702790891978,Somon,Laurent,UMP,Les Républicains,Somme,91,https://www.senat.fr/senateur/somon_laurent20062a.html,https://www.senat.fr/senimg/somon_laurent20062a_carre.jpg,Laurent Somon,0.6875855311380574,-0.03980266452285812
20064C,-0.8461624333335706,0.048116339076140144,Vallet,Mickaël,SOC,SER,Charente-Maritime,16,https://www.senat.fr/senateur/vallet_mickael20064c.html,https://www.senat.fr/senimg/vallet_mickael20064c_carre.jpg,Mickaël Vallet,-0.8461624333335706,0.0853126579364187
20066E,0.20017783534306408,0.09255333657857033,Jacquemet,Annick,UC,UC,Doubs,86,https://www.senat.fr/senateur/jacquemet_annick20066e.html,https://www.senat.fr/senimg/jacquemet_annick20066e_carre.jpg,Annick Jacquemet,0.20017783534306408,0.164101660600302
20068G,0.7121869887604821,-0.026891540789361554,Gueret,Daniel,UMP,Les Républicains,Eure-et-Loir,345,https://www.senat.fr/senateur/gueret_daniel20068g.html,https://www.senat.fr/senimg/gueret_daniel20068g_carre.jpg,Daniel Gueret,0.7121869887604821,-0.04768003686057014
20070A,-0.802479515967897,0.0408137182428476,Cozic,Thierry,SOC,SER,Sarthe,40,https://www.senat.fr/senateur/cozic_thierry20070a.html,https://www.senat.fr/senimg/cozic_thierry20070a_carre.jpg,Thierry Cozic,-0.802479515967897,0.07236474865753122
20072C,-0.46160721682169314,0.19489999172779784,Guiol,André,RDSE,RDSE,Var,82,https://www.senat.fr/senateur/guiol_andre20072c.html,https://www.senat.fr/senimg/guiol_andre20072c_carre.jpg,André Guiol,-0.46160721682169314,0.34556736121949977
20074E,0.7487899821195505,-0.02066320342485751,Dumont,Françoise,UMP,Les Républicains,Var,65,https://www.senat.fr/senateur/dumont_francoise20074e.html,https://www.senat.fr/senimg/dumont_francoise20074e_carre.jpg,Françoise Dumont,0.7487899821195505,-0.03663688550506651
20076G,0.7048982578849015,-0.0157234200869442,Bacci,Jean,UMP,Les Républicains,Var,66,https://www.senat.fr/senateur/bacci_jean20076g.html,https://www.senat.fr/senimg/bacci_jean20076g_carre.jpg,Jean Bacci,0.7048982578849015,-0.027878404409475532
20078J,0.6384716208777559,0.01191841630174742,Bonnus,Michel,UMP,Les Républicains,Var,64,https://www.senat.fr/senateur/bonnus_michel20078j.html,https://www.senat.fr/senimg/bonnus_michel20078j_carre.jpg,Michel Bonnus,0.6384716208777559,0.021131943797424505
20080C,-0.8983113332998599,0.03794228515627157,Briquet,Isabelle,SOC,SER,Haute-Vienne,106,https://www.senat.fr/senateur/briquet_isabelle20080c.html,https://www.senat.fr/senimg/briquet_isabelle20080c_carre.jpg,Isabelle Briquet,-0.8983113332998599,0.06727355524161627
20082E,-0.8320111914594368,0.04357109659072878,Redon-Sarrazy,Christian,SOC,SER,Haute-Vienne,238,https://www.senat.fr/senateur/redon_sarrazy_christian20082e.html,https://www.senat.fr/senimg/redon_sarrazy_christian20082e_carre.jpg,Christian Redon-Sarrazy,-0.8320111914594368,0.0772537173594482
20084G,-0.8249339096406486,0.05088109839435374,Stanzione,Lucien,SOC,SER,Vaucluse,110,https://www.senat.fr/senateur/stanzione_lucien20084g.html,https://www.senat.fr/senimg/stanzione_lucien20084g_carre.jpg,Lucien Stanzione,-0.8249339096406486,0.09021471346516621
20086J,0.5082929333733294,0.009735761605917739,Blanc,Jean-Baptiste,UMP,Les Républicains,Vaucluse,215,https://www.senat.fr/senateur/blanc_jean_baptiste20086j.html,https://www.senat.fr/senimg/blanc_jean_baptiste20086j_carre.jpg,Jean-Baptiste Blanc,0.5082929333733294,0.017261988662974716
20088L,-0.8975295020836173,0.06829832569770289,Bouad,Denis,SOC,SER,Gard,294,https://www.senat.fr/senateur/bouad_denis20088l.html,https://www.senat.fr/senimg/bouad_denis20088l_carre.jpg,Denis Bouad,-0.8975295020836173,0.12109632215904768
20090E,0.6077905656144924,-0.018375928239983,Burgoa,Laurent,UMP,Les Républicains,Gard,171,https://www.senat.fr/senateur/burgoa_laurent20090e.html,https://www.senat.fr/senimg/burgoa_laurent20090e_carre.jpg,Laurent Burgoa,0.6077905656144924,-0.03258143304961525
20092G,-0.6441155698224961,-0.044172827010439016,Salmon,Daniel,GEST,GEST,Ille-et-Vilaine,304,https://www.senat.fr/senateur/salmon_daniel20092g.html,https://www.senat.fr/senimg/salmon_daniel20092g_carre.jpg,Daniel Salmon,-0.6441155698224961,-0.07832061526673585
20094J,-0.9418846382268322,0.0470562685940936,Blatrix Contat,Florence,SOC,SER,Ain,189,https://www.senat.fr/senateur/blatrix_contat_florence20094j.html,https://www.senat.fr/senimg/blatrix_contat_florence20094j_carre.jpg,Florence Blatrix Contat,-0.9418846382268322,0.08343310034413759
20096L,0.6698757449077113,-0.07019458440111762,Muller-Bronn,Laurence,UMP,Les Républicains,Bas-Rhin,229,https://www.senat.fr/senateur/muller_bronn_laurence20096l.html,https://www.senat.fr/senimg/muller_bronn_laurence20096l_carre.jpg,Laurence Muller-Bronn,0.6698757449077113,-0.12445848298070501
20098N,0.616107381514474,0.01140532663739599,Schalck,Elsa,UMP,Les Républicains,Bas-Rhin,135,https://www.senat.fr/senateur/schalck_elsa20098n.html,https://www.senat.fr/senimg/schalck_elsa20098n_carre.jpg,Elsa Schalck,0.616107381514474,0.020222210349992893
20100N,-0.6637996323889145,-0.037961664338728635,Fernique,Jacques,GEST,GEST,Bas-Rhin,303,https://www.senat.fr/senateur/fernique_jacques20100n.html,https://www.senat.fr/senimg/fernique_jacques20100n_carre.jpg,Jacques Fernique,-0.6637996323889145,-0.06730791549419972
20102Q,-0.6127646306638213,-0.09968385827294497,Lahellec,Gérard,CRC,CRCE-K,Côtes-d'Armor,234,https://www.senat.fr/senateur/lahellec_gerard20102q.html,https://www.senat.fr/senimg/lahellec_gerard20102q_carre.jpg,Gérard Lahellec,-0.6127646306638213,-0.17674442956195918
20104S,0.6020556105998399,-0.011851676373594328,Cadec,Alain,UMP,Les Républicains,Côtes-d'Armor,281,https://www.senat.fr/senateur/cadec_alain20104s.html,https://www.senat.fr/senimg/cadec_alain20104s_carre.jpg,Alain Cadec,0.6020556105998399,-0.021013610591479305
20106U,-0.2351009393047225,0.4433790305067066,Havet,Nadège,LREM,RDPI,Finistère,79,https://www.senat.fr/senateur/havet_nadege20106u.html,https://www.senat.fr/senimg/havet_nadege20106u_carre.jpg,Nadège Havet,-0.2351009393047225,0.7861330328133096
20108W,0.6880064736067857,-0.028145780745466458,Le Rudulier,Stéphane,UMP,Les Républicains,Bouches-du-Rhône,280,https://www.senat.fr/senateur/le_rudulier_stephane20108w.html,https://www.senat.fr/senimg/le_rudulier_stephane20108w_carre.jpg,Stéphane Le Rudulier,0.6880064736067857,-0.049903866569975995
20110Q,-0.6556326573720801,-0.0500810676275241,Benarroche,Guy,GEST,GEST,Bouches-du-Rhône,247,https://www.senat.fr/senateur/benarroche_guy20110q.html,https://www.senat.fr/senimg/benarroche_guy20110q_carre.jpg,Guy Benarroche,-0.6556326573720801,-0.08879621919773778
20112S,-0.6353714896837499,-0.06983133354707521,Bacchi,Jérémy,CRC,CRCE-K,Bouches-du-Rhône,236,https://www.senat.fr/senateur/bacchi_jeremy20112s.html,https://www.senat.fr/senimg/bacchi_jeremy20112s_carre.jpg,Jérémy Bacchi,-0.6353714896837499,-0.12381442118275748
20114U,-0.782283231163752,0.05417103520814164,Bourgi,Hussein,SOC,SER,Hérault,111,https://www.senat.fr/senateur/bourgi_hussein20114u.html,https://www.senat.fr/senimg/bourgi_hussein20114u_carre.jpg,Hussein Bourgi,-0.782283231163752,0.0960479347662086
20116W,-0.4198908482051631,0.16519906509709045,Bilhac,Christian,RDSE,RDSE,Hérault,49,https://www.senat.fr/senateur/bilhac_christian20116w.html,https://www.senat.fr/senimg/bilhac_christian20116w_carre.jpg,Christian Bilhac,-0.4198908482051631,0.2929061437891675
20118Y,0.8291641100641426,-0.07484493658679074,Pluchet,Kristina,UMP,Les Républicains,Eure,170,https://www.senat.fr/senateur/pluchet_kristina20118y.html,https://www.senat.fr/senimg/pluchet_kristina20118y_carre.jpg,Kristina Pluchet,0.8291641100641426,-0.13270378827445167
20120S,0.4231628081442646,0.01677035773275977,Genet,Fabien,UMP,Les Républicains,Saône-et-Loire,216,https://www.senat.fr/senateur/genet_fabien20120s.html,https://www.senat.fr/senimg/genet_fabien20120s_carre.jpg,Fabien Genet,0.4231628081442646,0.029734676831134343
20122U,0.08181266278932654,0.13865433260048218,Verzelen,Pierre-Jean,RTLI,Les Indépendants,Aisne,158,https://www.senat.fr/senateur/verzelen_pierre_jean20122u.html,https://www.senat.fr/senimg/verzelen_pierre_jean20122u_carre.jpg,Pierre-Jean Verzelen,0.08181266278932654,0.2458410152490819
20124W,0.7177469768451097,-0.021723979982803027,Drexler,Sabine,UMP,Les Républicains,Haut-Rhin,329,https://www.senat.fr/senateur/drexler_sabine20124w.html,https://www.senat.fr/senimg/drexler_sabine20124w_carre.jpg,Sabine Drexler,0.7177469768451097,-0.03851769500496991
20126Y,0.7666043183406888,-0.016215471133842533,Klinger,Christian,UMP,Les Républicains,Haut-Rhin,328,https://www.senat.fr/senateur/klinger_christian20126y.html,https://www.senat.fr/senimg/klinger_christian20126y_carre.jpg,Christian Klinger,0.7666043183406888,-0.028750835343692435
