matricule,dim1,dim2,nom,prenom,groupe_code,groupe_libelle_court,circonscription_libelle,siege,url,url_avatar,full_name,dim1_raw,dim2_raw
20128B,0.0393836224170293,0.22232605624995552,Haye,Ludovic,UC,UC,Haut-Rhin,205,https://www.senat.fr/senateur/haye_ludovic20128b.html,https://www.senat.fr/senimg/haye_ludovic20128b_carre.jpg,Ludovic Haye,0.0393836224170293,0.39419513519495664
20130U,-0.6581267630613872,-0.05880920182514456,Poncet Monge,Raymonde,GEST,GEST,Rhône,306,https://www.senat.fr/senateur/poncet_monge_raymonde20130u.html,https://www.senat.fr/senimg/poncet_monge_raymonde20130u_carre.jpg,Raymonde Poncet Monge,-0.6581267630613872,-0.10427163444174568
20132W,-0.32652961413010667,0.19208296507986694,Fialaire,Bernard,RDSE,RDSE,Rhône,51,https://www.senat.fr/senateur/fialaire_bernard20132w.html,https://www.senat.fr/senimg/fialaire_bernard20132w_carre.jpg,Bernard Fialaire,-0.32652961413010667,0.3405726331203315
20134Y,-0.6614485919547974,-0.04749190303529422,Dossus,Thomas,GEST,GEST,Rhône,197,https://www.senat.fr/senateur/dossus_thomas20134y.html,https://www.senat.fr/senimg/dossus_thomas20134y_carre.jpg,Thomas Dossus,-0.6614485919547974,-0.08420550183562805
20138D,0.631878899605521,-0.012039991748102852,Borchio Fontimp,Alexandra,UMP,Les Républicains,Alpes-Maritimes,223,https://www.senat.fr/senateur/borchio_fontimp_alexandra20138d.html,https://www.senat.fr/senimg/borchio_fontimp_alexandra20138d_carre.jpg,Alexandra Borchio Fontimp,0.631878899605521,-0.021347503099473145
20140W,0.5801741218362977,-0.013837987404638067,Demas,Patricia,UMP,Les Républicains,Alpes-Maritimes,286,https://www.senat.fr/senateur/demas_patricia20140w.html,https://www.senat.fr/senimg/demas_patricia20140w_carre.jpg,Patricia Demas,0.5801741218362977,-0.024535438660705795
20142Y,-0.6644351153578054,-0.05879241618185984,de Marco,Monique,GEST,GEST,Gironde,307,https://www.senat.fr/senateur/de_marco_monique20142y.html,https://www.senat.fr/senimg/de_marco_monique20142y_carre.jpg,Monique de Marco,-0.6644351153578054,-0.10424187266287206
20144B,0.24921774545598716,0.09102323226226873,Chauvet,Patrick,UC,UC,Seine-Maritime,161,https://www.senat.fr/senateur/chauvet_patrick20144b.html,https://www.senat.fr/senimg/chauvet_patrick20144b_carre.jpg,Patrick Chauvet,0.24921774545598716,0.16138870968487365
20146D,-0.2648015275076541,0.4287354835199555,Phinera-Horth,Marie-Laure,LREM,RDPI,Guyane,152,https://www.senat.fr/senateur/phinera_horth_marie_laure20146d.html,https://www.senat.fr/senimg/phinera_horth_marie_laure20146d_carre.jpg,Marie-Laure Phinera-Horth,-0.2648015275076541,0.7601692970211977
20148F,0.539894259903584,-0.003978982540653921,Petrus,Annick,UMP,Les Républicains,Saint-Martin,279,https://www.senat.fr/senateur/petrus_annick20148f.html,https://www.senat.fr/senimg/petrus_annick20148f_carre.jpg,Annick Petrus,0.539894259903584,-0.007054933582719719
20150Y,-0.25635718081427855,0.4895530442617114,Rohfritsch,Teva,LREM,RDPI,Polynésie française,153,https://www.senat.fr/senateur/rohfritsch_teva20150y.html,https://www.senat.fr/senimg/rohfritsch_teva20150y_carre.jpg,Teva Rohfritsch,-0.25635718081427855,0.8680018515278572
20172F,0.7780836693067386,-0.05732184471325411,Garnier,Laurence,UMP,Les Républicains,Loire-Atlantique,273,https://www.senat.fr/senateur/garnier_laurence20172f.html,https://www.senat.fr/senimg/garnier_laurence20172f_carre.jpg,Laurence Garnier,0.7780836693067386,-0.10163447644193993
20180F,0.7491425143842776,-0.03418619012497147,Gosselin,Béatrice,UMP,Les Républicains,Manche,228,https://www.senat.fr/senateur/gosselin_beatrice20180f.html,https://www.senat.fr/senimg/gosselin_beatrice20180f_carre.jpg,Béatrice Gosselin,0.7491425143842776,-0.06061381227831821
20248J,0.2052504959627246,0.0603285132524163,Devésa,Brigitte,UC,UC,Bouches-du-Rhône,268,https://www.senat.fr/senateur/devesa_brigitte20248j.html,https://www.senat.fr/senimg/devesa_brigitte20248j_carre.jpg,Brigitte Devésa,0.2052504959627246,0.10696544902910693
20252E,0.6692615485764425,-0.010104230344911338,Meignen,Thierry,UMP,Les Républicains,Seine-Saint-Denis,219,https://www.senat.fr/senateur/meignen_thierry20252e.html,https://www.senat.fr/senimg/meignen_thierry20252e_carre.jpg,Thierry Meignen,0.6692615485764425,-0.017915302029984644
20264J,-0.8386139187276904,0.0445295782244625,Chantrel,Yan,SOC,SER,Français établis hors de France (Série 2),300,https://www.senat.fr/senateur/chantrel_yan20264j.html,https://www.senat.fr/senimg/chantrel_yan20264j_carre.jpg,Yan Chantrel,-0.8386139187276904,0.07895315288025266
20266L,-0.6744417129951862,-0.05872866848768751,Vogel,Mélanie,GEST,GEST,Français établis hors de France (Série 2),249,https://www.senat.fr/senateur/vogel_melanie20266l.html,https://www.senat.fr/senimg/vogel_melanie20266l_carre.jpg,Mélanie Vogel,-0.6744417129951862,-0.10412884483632538
20286Q,0.21382749785360633,0.08486941761522612,Gacquerre,Amel,UC,UC,Pas-de-Calais,6,https://www.senat.fr/senateur/gacquerre_amel20286q.html,https://www.senat.fr/senimg/gacquerre_amel20286q_carre.jpg,Amel Gacquerre,0.21382749785360633,0.15047769080713852
21029D,0.7534156875149538,-0.065943805114515,Naturel,Georges,UMP,Les Républicains,Nouvelle-Calédonie,180,https://www.senat.fr/senateur/naturel_georges21029d.html,https://www.senat.fr/senimg/naturel_georges21029d_carre.jpg,Georges Naturel,0.7534156875149538,-0.11692164027396279
21030V,-0.619450083969187,-0.08928278625610792,Xowie,Robert Wienie,CRC,CRCE-K,Nouvelle-Calédonie,185,https://www.senat.fr/senateur/xowie_robert_wienie21030v.html,https://www.senat.fr/senimg/xowie_robert_wienie21030v_carre.jpg,Robert Wienie Xowie,-0.619450083969187,-0.15830281251082964
21031W,-0.790247206089362,0.07060737613397702,Vayssouze-Faure,Jean-Marc,SOC,SER,Lot,150,https://www.senat.fr/senateur/vayssouze_faure_jean_marc21031w.html,https://www.senat.fr/senimg/vayssouze_faure_jean_marc21031w_carre.jpg,Jean-Marc Vayssouze-Faure,-0.790247206089362,0.12519038321627132
21032X,-0.44717297366514375,0.1987992521385834,Girardin,Annick,RDSE,RDSE,Saint-Pierre-et-Miquelon,50,https://www.senat.fr/senateur/girardin_annick21032x.html,https://www.senat.fr/senimg/girardin_annick21032x_carre.jpg,Annick Girardin,-0.44717297366514375,0.35248094350812664
21033Y,-0.20039753279196934,0.45274109254005046,Fouassin,Stéphane,LREM,RDPI,La Réunion,252,https://www.senat.fr/senateur/fouassin_stephane21033y.html,https://www.senat.fr/senimg/fouassin_stephane21033y_carre.jpg,Stéphane Fouassin,-0.20039753279196934,0.8027324335816498
21034A,-0.6837087919385042,-0.12715300674383323,Corbière Naminzo,Evelyne,CRC,CRCE-K,La Réunion,141,https://www.senat.fr/senateur/corbiere_naminzo_evelyne21034a.html,https://www.senat.fr/senimg/corbiere_naminzo_evelyne21034a_carre.jpg,Evelyne Corbière Naminzo,-0.6837087919385042,-0.22544859351743482
21035B,-0.8048375552271572,0.07096443376187109,Bélim,Audrey,SOC,SER,La Réunion,301,https://www.senat.fr/senateur/belim_audrey21035b.html,https://www.senat.fr/senimg/belim_audrey21035b_carre.jpg,Audrey Bélim,-0.8048375552271572,0.1258234641167927
21036C,0.48690291915839556,0.01861843698193125,Ruelle,Jean-Luc,UMP,Les Républicains,Français établis hors de France (Série 1),334,https://www.senat.fr/senateur/ruelle_jean_luc21036c.html,https://www.senat.fr/senimg/ruelle_jean_luc21036c_carre.jpg,Jean-Luc Ruelle,0.48690291915839556,0.03301141308853059
21037D,-0.7146422873722927,-0.05656646620025185,Ollivier,Mathilde,GEST,GEST,Français établis hors de France (Série 1),194,https://www.senat.fr/senateur/ollivier_mathilde21037d.html,https://www.senat.fr/senimg/ollivier_mathilde21037d_carre.jpg,Mathilde Ollivier,-0.7146422873722927,-0.10029515283732598
21038E,0.09025612824967323,0.1211099048578591,Richard,Olivia,UC,UC,Français établis hors de France (Série 1),164,https://www.senat.fr/senateur/richard_olivia21038e.html,https://www.senat.fr/senimg/richard_olivia21038e_carre.jpg,Olivia Richard,0.09025612824967323,0.21473387386145232
21039F,0.4307739745165129,-0.002322408329371004,Nédélec,Anne-Marie,UMP,Les Républicains,Haute-Marne,287,https://www.senat.fr/senateur/nedelec_anne_marie21039f.html,https://www.senat.fr/senimg/nedelec_anne_marie21039f_carre.jpg,Anne-Marie Nédélec,0.4307739745165129,-0.004117745264842206
21040X,-0.46648335634487953,0.19870266855981467,Masset,Michel,RDSE,RDSE,Lot-et-Garonne,24,https://www.senat.fr/senateur/masset_michel21040x.html,https://www.senat.fr/senimg/masset_michel21040x_carre.jpg,Michel Masset,-0.46648335634487953,0.35230969602804024
21041Y,-0.44146300542598055,0.1843347176771308,Daubet,Raphaël,RDSE,RDSE,Lot,119,https://www.senat.fr/senateur/daubet_raphael21041y.html,https://www.senat.fr/senimg/daubet_raphael21041y_carre.jpg,Raphaël Daubet,-0.44146300542598055,0.32683460581051565
21042A,0.10630632034930598,0.09329305205074664,Antoine,Jocelyne,UC,UC,Meuse,212,https://www.senat.fr/senateur/antoine_jocelyne21042a.html,https://www.senat.fr/senimg/antoine_jocelyne21042a_carre.jpg,Jocelyne Antoine,0.10630632034930598,0.16541321285593377
21043B,0.08083465076980517,0.19019960446320386,Bitz,Olivier,UC,UC,Orne,323,https://www.senat.fr/senateur/bitz_olivier21043b.html,https://www.senat.fr/senimg/bitz_olivier21043b_carre.jpg,Olivier Bitz,0.08083465076980517,0.33723334124681537
21044C,0.6199004612177913,-0.03408250766179173,Josende,Lauriane,UMP,Les Républicains,Pyrénées-Orientales,90,https://www.senat.fr/senateur/josende_lauriane21044c.html,https://www.senat.fr/senimg/josende_lauriane21044c_carre.jpg,Lauriane Josende,0.6199004612177913,-0.06042997812374421
21045D,-0.7062753582287156,0.030353004599824557,Canalès,Marion,SOC,SER,Puy-de-Dôme,239,https://www.senat.fr/senateur/canales_marion21045d.html,https://www.senat.fr/senimg/canales_marion21045d_carre.jpg,Marion Canalès,-0.7062753582287156,0.05381738404224213
21046E,0.11016893846060952,0.12200593484927678,Bourcier,Corinne,RTLI,Les Indépendants,Maine-et-Loire,253,https://www.senat.fr/senateur/bourcier_corinne21046e.html,https://www.senat.fr/senimg/bourcier_corinne21046e_carre.jpg,Corinne Bourcier,0.11016893846060952,0.2163225795199943
21047F,0.7226117326519994,-0.04555692380523216,Pernot,Clément,UMP,Les Républicains,Jura,288,https://www.senat.fr/senateur/pernot_clement21047f.html,https://www.senat.fr/senimg/pernot_clement21047f_carre.jpg,Clément Pernot,0.7226117326519994,-0.08077468759792937
21048G,-0.6880820194326589,-0.04841482086899516,Blanc,Grégory,GEST,GEST,Maine-et-Loire,198,https://www.senat.fr/senateur/blanc_gregory21048g.html,https://www.senat.fr/senimg/blanc_gregory21048g_carre.jpg,Grégory Blanc,-0.6880820194326589,-0.08584188097339568
21049H,-0.6973204214519696,-0.14738154825897454,Silvani,Silvana,CRC,CRCE-K,Meurthe-et-Moselle,105,https://www.senat.fr/senateur/silvani_silvana21049h.html,https://www.senat.fr/senimg/silvani_silvana21049h_carre.jpg,Silvana Silvani,-0.6973204214519696,-0.26131480187761447
21050A,0.24142524722163586,0.0882795182294809,Bleunven,Yves,UC,UC,Morbihan,55,https://www.senat.fr/senateur/bleunven_yves21050a.html,https://www.senat.fr/senimg/bleunven_yves21050a_carre.jpg,Yves Bleunven,0.24142524722163586,0.1565239684919874
21051B,-0.7964940992896179,0.0630041440244204,Uzenat,Simon,SOC,SER,Morbihan,149,https://www.senat.fr/senateur/uzenat_simon21051b.html,https://www.senat.fr/senimg/uzenat_simon21051b_carre.jpg,Simon Uzenat,-0.7964940992896179,0.11170947522060354
21052C,0.10898971538678236,0.12338827546240533,Brault,Jean-Luc,RTLI,Les Indépendants,Loir-et-Cher,157,https://www.senat.fr/senateur/brault_jean_luc21052c.html,https://www.senat.fr/senimg/brault_jean_luc21052c_carre.jpg,Jean-Luc Brault,0.10898971538678236,0.21877353805391017
21053D,0.13544038428303656,0.0779488351400269,Pillefer,Bernard,UC,UC,Loir-et-Cher,213,https://www.senat.fr/senateur/pillefer_bernard21053d.html,https://www.senat.fr/senimg/pillefer_bernard21053d_carre.jpg,Bernard Pillefer,0.13544038428303656,0.1382071545035938
21054E,0.12415448812328889,0.1149330477739583,Louault,Vincent,RTLI,Les Indépendants,Indre-et-Loire,257,https://www.senat.fr/senateur/louault_vincent21054e.html,https://www.senat.fr/senimg/louault_vincent21054e_carre.jpg,Vincent Louault,0.12415448812328889,0.20378199959921686
21055F,0.6122739566490712,-0.02533675376190583,Paumier,Jean-Gérard,UMP,Les Républicains,Indre-et-Loire,182,https://www.senat.fr/senateur/paumier_jean_gerard21055f.html,https://www.senat.fr/senimg/paumier_jean_gerard21055f_carre.jpg,Jean-Gérard Paumier,0.6122739566490712,-0.04492332227288268
21056G,-0.8453207252907218,0.0462089065559714,Roiron,Pierre-Alain,SOC,SER,Indre-et-Loire,193,https://www.senat.fr/senateur/roiron_pierre_alain21056g.html,https://www.senat.fr/senimg/roiron_pierre_alain21056g_carre.jpg,Pierre-Alain Roiron,-0.8453207252907218,0.08193068538292803
21057H,-0.7113703280053794,0.049647091696741405,Chaillou,Christophe,SOC,SER,Loiret,143,https://www.senat.fr/senateur/chaillou_christophe21057h.html,https://www.senat.fr/senimg/chaillou_christophe21057h_carre.jpg,Christophe Chaillou,-0.7113703280053794,0.08802675832755569
21058J,0.5848962863193965,-0.015045784779989283,Martin,Pauline,UMP,Les Républicains,Loiret,230,https://www.senat.fr/senateur/martin_pauline21058j.html,https://www.senat.fr/senimg/martin_pauline21058j_carre.jpg,Pauline Martin,0.5848962863193965,-0.026676923368775328
21059K,-0.8415555248419012,0.06521839787216373,Ros,David,SOC,SER,Essonne,245,https://www.senat.fr/senateur/ros_david21059k.html,https://www.senat.fr/senimg/ros_david21059k_carre.jpg,David Ros,-0.8415555248419012,0.11563545722014847
21060C,-0.7732261346936403,0.043766364640552426,Ouizille,Alexandre,SOC,SER,Oise,107,https://www.senat.fr/senateur/ouizille_alexandre21060c.html,https://www.senat.fr/senimg/ouizille_alexandre21060c_carre.jpg,Alexandre Ouizille,-0.7732261346936403,0.07759993730594403
21061D,0.7056256050549617,-0.010623052927299832,Valente Le Hir,Sylvie,UMP,Les Républicains,Oise,100,https://www.senat.fr/senateur/valente_le_hir_sylvie21061d.html,https://www.senat.fr/senimg/valente_le_hir_sylvie21061d_carre.jpg,Sylvie Valente Le Hir,0.7056256050549617,-0.018835200225708924
21062E,-0.8245258735828495,0.06390218786549078,Fagnen,Sébastien,SOC,SER,Manche,144,https://www.senat.fr/senateur/fagnen_sebastien21062e.html,https://www.senat.fr/senimg/fagnen_sebastien21062e_carre.jpg,Sébastien Fagnen,-0.8245258735828495,0.11330175153455811
21063F,0.6179993410532162,-0.010461902270900787,Bruyen,Christian,UMP,Les Républicains,Marne,346,https://www.senat.fr/senateur/bruyen_christian21063f.html,https://www.senat.fr/senimg/bruyen_christian21063f_carre.jpg,Christian Bruyen,0.6179993410532162,-0.01854947211152622
21064G,0.24813103478207538,0.09186475457243792,Romagny,Anne-Sophie,UC,UC,Marne,125,https://www.senat.fr/senateur/romagny_anne_sophie21064g.html,https://www.senat.fr/senimg/romagny_anne_sophie21064g_carre.jpg,Anne-Sophie Romagny,0.24813103478207538,0.16288077051850697
21065H,0.0977450694002175,0.1192878363421657,Chevalier,Cédric,RTLI,Les Indépendants,Marne,155,https://www.senat.fr/senateur/chevalier_cedric21065h.html,https://www.senat.fr/senimg/chevalier_cedric21065h_carre.jpg,Cédric Chevalier,0.0977450694002175,0.21150325592582575
21066J,-0.5207520018320985,0.1947074145256675,Grosvalet,Philippe,RDSE,RDSE,Loire-Atlantique,23,https://www.senat.fr/senateur/grosvalet_philippe21066j.html,https://www.senat.fr/senimg/grosvalet_philippe21066j_carre.jpg,Philippe Grosvalet,-0.5207520018320985,0.34522591227955235
21067K,-0.7295815671704783,0.03828374789969736,Darras,Jérôme,SOC,SER,Pas-de-Calais,292,https://www.senat.fr/senateur/darras_jerome21067k.html,https://www.senat.fr/senimg/darras_jerome21067k_carre.jpg,Jérôme Darras,-0.7295815671704783,0.06787898563776128
21068L,0.8173145381753715,-0.07292616042960534,Reynaud,Hervé,UMP,Les Républicains,Loire,231,https://www.senat.fr/senateur/reynaud_herve21068l.html,https://www.senat.fr/senimg/reynaud_herve21068l_carre.jpg,Hervé Reynaud,0.8173145381753715,-0.12930170288937118
21069M,-0.10011933994275878,0.009906086895766648,Szczurek,Christopher,NI,NI,Pas-de-Calais,270,https://www.senat.fr/senateur/szczurek_christopher21069m.html,https://www.senat.fr/senimg/szczurek_christopher21069m_carre.jpg,Christopher Szczurek,-0.10011933994275878,0.017563983857742285
21070E,0.1007411330287232,0.1314064711293159,Rochette,Pierre Jean,RTLI,Les Indépendants,Loire,201,https://www.senat.fr/senateur/rochette_pierre_jean21070e.html,https://www.senat.fr/senimg/rochette_pierre_jean21070e_carre.jpg,Pierre Jean Rochette,0.1007411330287232,0.23299019703779417
21071F,0.6950947044220194,-0.036560184151883626,Aeschlimann,Marie-Do,UMP,Les Républicains,Hauts-de-Seine,138,https://www.senat.fr/senateur/aeschlimann_marie_do21071f.html,https://www.senat.fr/senimg/aeschlimann_marie_do21071f_carre.jpg,Marie-Do Aeschlimann,0.6950947044220194,-0.06482302154589296
21072G,0.7348345409850917,-0.026627221467354932,Ciuntu,Marie-Carole,UMP,Les Républicains,Val-de-Marne,137,https://www.senat.fr/senateur/ciuntu_marie_carole21072g.html,https://www.senat.fr/senimg/ciuntu_marie_carole21072g_carre.jpg,Marie-Carole Ciuntu,0.7348345409850917,-0.04721138558041655
21073H,-0.6996330372886408,-0.06559296266954041,Mellouli,Akli,GEST,GEST,Val-de-Marne,308,https://www.senat.fr/senateur/mellouli_akli21073h.html,https://www.senat.fr/senimg/mellouli_akli21073h_carre.jpg,Akli Mellouli,-0.6996330372886408,-0.1162995792013128
21074J,-0.09539067831106655,0.011652589630157454,Durox,Aymeric,NI,NI,Seine-et-Marne,269,https://www.senat.fr/senateur/durox_aymeric21074j.html,https://www.senat.fr/senimg/durox_aymeric21074j_carre.jpg,Aymeric Durox,-0.09539067831106655,0.020660619911626692
21075K,-0.6669885033701752,-0.1068864593782761,Margaté,Marianne,CRC,CRCE-K,Seine-et-Marne,15,https://www.senat.fr/senateur/margate_marianne21075k.html,https://www.senat.fr/senimg/margate_marianne21075k_carre.jpg,Marianne Margaté,-0.6669885033701752,-0.18951499889765266
21076L,0.1280244151348845,0.13314569822099936,Vogel,Louis,RTLI,Les Indépendants,Seine-et-Marne,204,https://www.senat.fr/senateur/vogel_louis21076l.html,https://www.senat.fr/senimg/vogel_louis21076l_carre.jpg,Louis Vogel,0.1280244151348845,0.23607393301595633
21077M,-0.8778028528615593,0.05002794379242395,Ziane,Adel,SOC,SER,Seine-Saint-Denis,188,https://www.senat.fr/senateur/ziane_adel21077m.html,https://www.senat.fr/senimg/ziane_adel21077m_carre.jpg,Adel Ziane,-0.8778028528615593,0.08870202800075169
21078N,-0.5256631106991696,0.1922034133663753,Laouedj,Ahmed,RDSE,RDSE,Seine-Saint-Denis,84,https://www.senat.fr/senateur/laouedj_ahmed21078n.html,https://www.senat.fr/senimg/laouedj_ahmed21078n_carre.jpg,Ahmed Laouedj,-0.5256631106991696,0.340786193912013
21079P,-0.6991513449132997,-0.06780553233955756,Senée,Ghislaine,GEST,GEST,Yvelines,195,https://www.senat.fr/senateur/senee_ghislaine21079p.html,https://www.senat.fr/senimg/senee_ghislaine21079p_carre.jpg,Ghislaine Senée,-0.6991513449132997,-0.12022257507013755
21080G,0.6836532701270946,-0.03190888137321654,Michallet,Damien,UMP,Les Républicains,Isère,101,https://www.senat.fr/senateur/michallet_damien21080g.html,https://www.senat.fr/senimg/michallet_damien21080g_carre.jpg,Damien Michallet,0.6836532701270946,-0.05657603080357543
21081H,0.6063350362454273,-0.014824843176198144,Khalifé,Khalifé,UMP,Les Républicains,Moselle,225,https://www.senat.fr/senateur/khalife_khalife21081h.html,https://www.senat.fr/senimg/khalife_khalife21081h_carre.jpg,Khalifé Khalifé,0.6063350362454273,-0.026285182936521535
21082J,-0.7682363119029617,0.03104551405302236,Weber,Michaël,SOC,SER,Moselle,191,https://www.senat.fr/senateur/weber_michael21082j.html,https://www.senat.fr/senimg/weber_michael21082j_carre.jpg,Michaël Weber,-0.7682363119029617,0.05504523768266376
21083K,0.226689083897769,0.0871102111237911,Cambier,Guislain,UC,UC,Nord,322,https://www.senat.fr/senateur/cambier_guislain21083k.html,https://www.senat.fr/senimg/cambier_guislain21083k_carre.jpg,Guislain Cambier,0.226689083897769,0.15445072894289202
21084L,-0.727386937249485,-0.16483177804621518,Barros,Pierre,CRC,CRCE-K,Val-d'Oise,104,https://www.senat.fr/senateur/barros_pierre21084l.html,https://www.senat.fr/senimg/barros_pierre21084l_carre.jpg,Pierre Barros,-0.727386937249485,-0.29225492561385674
21085M,-0.09083616399408348,0.00786709753055927,Hochart,Joshua,NI,NI,Nord,271,https://www.senat.fr/senateur/hochart_joshua21085m.html,https://www.senat.fr/senimg/hochart_joshua21085m_carre.jpg,Joshua Hochart,-0.09083616399408348,0.013948754486807219
21086N,0.220414739121039,0.08857078106677337,Fargeot,Daniel,UC,UC,Val-d'Oise,165,https://www.senat.fr/senateur/fargeot_daniel21086n.html,https://www.senat.fr/senimg/fargeot_daniel21086n_carre.jpg,Daniel Fargeot,0.220414739121039,0.15704039196236413
21087P,0.09205522010422265,0.11884804479815746,Lermytte,Marie-Claude,RTLI,Les Indépendants,Nord,311,https://www.senat.fr/senateur/lermytte_marie_claude21087p.html,https://www.senat.fr/senimg/lermytte_marie_claude21087p_carre.jpg,Marie-Claude Lermytte,0.09205522010422265,0.21072348368467636
21088Q,-0.6972727272115975,-0.13119847672506654,Brossat,Ian,CRC,CRCE-K,Paris,142,https://www.senat.fr/senateur/brossat_ian21088q.html,https://www.senat.fr/senimg/brossat_ian21088q_carre.jpg,Ian Brossat,-0.6972727272115975,-0.2326214126330967
21089R,-0.8220775662662024,0.04475016243775676,Brossel,Colombe,SOC,SER,Paris,187,https://www.senat.fr/senateur/brossel_colombe21089r.html,https://www.senat.fr/senimg/brossel_colombe21089r_carre.jpg,Colombe Brossel,-0.8220775662662024,0.0793442596414127
21090J,0.576105961295101,-0.01868280699760625,Carrère-Gée,Marie-Claire,UMP,Les Républicains,Paris,218,https://www.senat.fr/senateur/carrere_gee_marie_claire21090j.html,https://www.senat.fr/senimg/carrere_gee_marie_claire21090j_carre.jpg,Marie-Claire Carrère-Gée,0.576105961295101,-0.0331255443219969
21091K,0.6778260536739243,-0.027698578950218586,Evren,Agnès,UMP,Les Républicains,Paris,34,https://www.senat.fr/senateur/evren_agnes21091k.html,https://www.senat.fr/senimg/evren_agnes21091k_carre.jpg,Agnès Evren,0.6778260536739243,-0.04911095558549395
21092L,-0.7118683651876231,-0.08290256715538484,Guhl,Antoinette,GEST,GEST,Paris,250,https://www.senat.fr/senateur/guhl_antoinette21092l.html,https://www.senat.fr/senimg/guhl_antoinette21092l_carre.jpg,Antoinette Guhl,-0.7118683651876231,-0.14699036729678164
21093M,-0.7569318669820675,-0.091928765612312,Jadot,Yannick,GEST,GEST,Paris,196,https://www.senat.fr/senateur/jadot_yannick21093m.html,https://www.senat.fr/senimg/jadot_yannick21093m_carre.jpg,Yannick Jadot,-0.7569318669820675,-0.16299426527005675
21094N,-0.7011956847152752,-0.058751457001725106,Souyris,Anne,GEST,GEST,Paris,305,https://www.senat.fr/senateur/souyris_anne21094n.html,https://www.senat.fr/senimg/souyris_anne21094n_carre.jpg,Anne Souyris,-0.7011956847152752,-0.10416925000305871
21095P,0.5883929203823989,-0.034817413211639316,Szpiner,Francis,UMP,Les Républicains,Paris,222,https://www.senat.fr/senateur/szpiner_francis21095p.html,https://www.senat.fr/senimg/szpiner_francis21095p_carre.jpg,Francis Szpiner,0.5883929203823989,-0.06173300214829667
21096Q,-0.20789730080124938,0.3879004318659651,Buval,Frédéric,LREM,RDPI,Martinique,200,https://www.senat.fr/senateur/buval_frederic21096q.html,https://www.senat.fr/senimg/buval_frederic21096q_carre.jpg,Frédéric Buval,-0.20789730080124938,0.6877667231666049
21097R,-0.20640806862452932,0.4427712179376369,Nadille,Solanges,LREM,RDPI,Guadeloupe,199,https://www.senat.fr/senateur/nadille_solanges21097r.html,https://www.senat.fr/senimg/nadille_solanges21097r_carre.jpg,Solanges Nadille,-0.20640806862452932,0.785055350953257
21125C,0.6678944955914665,-0.04636297897449199,Bellamy,Marie-Jeanne,UMP,Les Républicains,Vienne,67,https://www.senat.fr/senateur/bellamy_marie_jeanne21125c.html,https://www.senat.fr/senimg/bellamy_marie_jeanne21125c_carre.jpg,Marie-Jeanne Bellamy,0.6678944955914665,-0.08220386342995036
21404G,-0.5146020909056102,0.1932135193228898,Briante Guillemont,Sophie,RDSE,RDSE,Français établis hors de France (Série 2),120,https://www.senat.fr/senateur/briante_guillemont_sophie21404g.html,https://www.senat.fr/senimg/briante_guillemont_sophie21404g_carre.jpg,Sophie Briante Guillemont,-0.5146020909056102,0.3425771619200174
21415K,0.184300534165883,0.11550532643213587,Housseau,Marie-Lise,UC,UC,Tarn,53,https://www.senat.fr/senateur/housseau_marie_lise21415k.html,https://www.senat.fr/senimg/housseau_marie_lise21415k_carre.jpg,Marie-Lise Housseau,0.184300534165883,0.20479667807116292
21421H,0.18946378554560106,0.12051447487097963,Patru,Anne-Sophie,UC,UC,Ille-et-Vilaine,5,https://www.senat.fr/senateur/patru_anne_sophie21421h.html,https://www.senat.fr/senimg/patru_anne_sophie21421h_carre.jpg,Anne-Sophie Patru,0.18946378554560106,0.21367814693436107
21460Q,-0.6279437590483855,-0.1497059240696224,Basquin,Alexandre,CRC,CRCE-K,Nord,14,https://www.senat.fr/senateur/basquin_alexandre21460q.html,https://www.senat.fr/senimg/basquin_alexandre21460q_carre.jpg,Alexandre Basquin,-0.6279437590483855,-0.2654360355844369
21486B,0.7580383863420567,-0.07233778799826009,Margueritte,David,UMP,Les Républicains,Manche,102,https://www.senat.fr/senateur/margueritte_david21486b.html,https://www.senat.fr/senimg/margueritte_david21486b_carre.jpg,David Margueritte,0.7580383863420567,-0.1282584893586172
21510H,0.554885211182583,-0.023423103718797286,Séné,Marc,UMP,Les Républicains,Bas-Rhin,139,https://www.senat.fr/senateur/sene_marc21510h.html,https://www.senat.fr/senimg/sene_marc21510h_carre.jpg,Marc Séné,0.554885211182583,-0.041530325742548384
21512K,-0.7204382448409867,0.0629584048290682,Matray,Paulette,SOC,SER,Saône-et-Loire,148,https://www.senat.fr/senateur/matray_paulette21512k.html,https://www.senat.fr/senimg/matray_paulette21512k_carre.jpg,Paulette Matray,-0.7204382448409867,0.1116283773565039
21514M,0.18298220221819309,0.10899297746324739,Bessin-Guérin,Marie-Pierre,RTLI,Les Indépendants,Loire-Atlantique,309,https://www.senat.fr/senateur/bessin_guerin_marie_pierre21514m.html,https://www.senat.fr/senimg/bessin_guerin_marie_pierre21514m_carre.jpg,Marie-Pierre Bessin-Guérin,0.18298220221819309,0.1932499600412188
21534R,0.6408929471813382,0.0056913639668598245,Mouton,Marie-Pierre,UMP,Les Républicains,Drôme,333,https://www.senat.fr/senateur/mouton_marie_pierre21534r.html,https://www.senat.fr/senimg/mouton_marie_pierre21534r_carre.jpg,Marie-Pierre Mouton,0.6408929471813382,0.01009107086322664
