matricule,dim1,dim2,nom,prenom,groupe_code,groupe_libelle_court,circonscription_libelle,siege,url,url_avatar,full_name,dim1_raw,dim2_raw,group_members,rank_left_to_right,percentile_left_to_right,group_dim1_mean,group_dim2_mean,distance_to_group_center,distance_to_group_label,close_to_group,far_from_group,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate,distance_to_samantha_1d,ideal_rank_left_to_right,rank_abstention_in_group,rank_most_loyal_in_group
15197G,0.24429569597679746,0.08643148830576385,Dhersin,Franck,UC,UC,Nord,124,https://www.senat.fr/senateur/dhersin_franck15197g.html,https://www.senat.fr/senimg/dhersin_franck15197g_carre.jpg,Franck Dhersin,0.24429569597679746,0.15324731969107067,59,50,0.8448275862068966,0.19600620103114486,0.09263700079581998,0.04868658652411823,proche,TRUE,FALSE,882,426,413,8,35,0.009070294784580499,0.03968253968253968,0.9512471655328798,838,820,18,0.9785202863961814,0.5163342797792567,205,2,18
17023S,0.2169286977715541,0.08648208074095567,Folliot,Philippe,UC,UC,Tarn,321,https://www.senat.fr/senateur/folliot_philippe17023s.html,https://www.senat.fr/senimg/folliot_philippe17023s_carre.jpg,Philippe Folliot,0.2169286977715541,0.15333702259034696,59,37,0.6206896551724138,0.19600620103114486,0.09263700079581998,0.021809032778511896,proche,TRUE,FALSE,1558,718,727,64,49,0.0410783055198973,0.031450577663671375,0.9274711168164314,1444,1408,36,0.9750692520775623,0.4889672815740133,191,47,27
17229F,0.22096120765930016,0.08790511209489224,Demilly,Stéphane,UC,UC,Somme,7,https://www.senat.fr/senateur/demilly_stephane17229f.html,https://www.senat.fr/senimg/demilly_stephane17229f_carre.jpg,Stéphane Demilly,0.22096120765930016,0.15586012782782313,59,41,0.6896551724137931,0.19600620103114486,0.09263700079581998,0.02539966784210461,proche,TRUE,FALSE,1558,741,732,37,48,0.02374839537869063,0.03080872913992298,0.9454428754813864,1472,1444,28,0.9809782608695652,0.4929997914617594,195,13.5,15
17367Q,0.6984385818808562,-0.06764828885550027,Blanc,Étienne,UMP,Les Républicains,Rhône,344,https://www.senat.fr/senateur/blanc_etienne17367q.html,https://www.senat.fr/senimg/blanc_etienne17367q_carre.jpg,Étienne Blanc,0.6984385818808562,-0.11994377456648986,131,88,0.6692307692307692,0.6571054778305727,-0.024202517789836234,0.05996632816774468,proche,TRUE,FALSE,1558,723,825,9,1,0.005776636713735558,6.418485237483953e-4,0.993581514762516,1548,1509,39,0.9748062015503876,0.9704771656833153,305,18,124
17737W,0.7740920235922456,-0.06186756029777124,Boyer,Valérie,UMP,Les Républicains,Bouches-du-Rhône,174,https://www.senat.fr/senateur/boyer_valerie17737w.html,https://www.senat.fr/senimg/boyer_valerie17737w_carre.jpg,Valérie Boyer,0.7740920235922456,-0.10969425584711213,131,120,0.9153846153846154,0.6571054778305727,-0.024202517789836234,0.12290039591625625,intermédiaire,FALSE,FALSE,1558,715,813,21,9,0.013478818998716302,0.005776636713735558,0.9807445442875481,1528,1508,20,0.9869109947643979,1.0461306073947048,337,85,91
17779H,-0.8484341539019505,0.04224460288318297,Lubin,Monique,SOC,SER,Landes,241,https://www.senat.fr/senateur/lubin_monique17779h.html,https://www.senat.fr/senimg/lubin_monique17779h_carre.jpg,Monique Lubin,-0.8484341539019505,0.07490177816167194,65,18,0.265625,-0.8152406676847206,0.050540205999973865,0.03421439109972214,proche,TRUE,FALSE,2117,1127,650,292,48,0.13793103448275862,0.02267359470949457,0.8393953708077468,1777,1772,5,0.9971862689926843,0.5763955700994914,18,56.5,24
17965H,-0.8313323445080127,0.04152675572237188,Poumirol,Émilienne,SOC,SER,Haute-Garonne,71,https://www.senat.fr/senateur/poumirol_emilienne17965h.html,https://www.senat.fr/senimg/poumirol_emilienne17965h_carre.jpg,Émilienne Poumirol,-0.8313323445080127,0.07362899950775158,65,29,0.4375,-0.8152406676847206,0.050540205999973865,0.01844408709836519,proche,TRUE,FALSE,1558,838,471,206,43,0.13222079589216945,0.027599486521181,0.8401797175866496,1309,1308,1,0.9992360580595875,0.5592937607055535,29,40.5,4
18045D,0.09304989455192592,0.11137437280051239,Bourguignon,Brigitte,UC,UC,Pas-de-Calais,85,https://www.senat.fr/senateur/bourguignon_brigitte18045d.html,https://www.senat.fr/senimg/bourguignon_brigitte18045d_carre.jpg,Brigitte Bourguignon,0.09304989455192592,0.19747229219949008,59,6,0.08620689655172414,0.19600620103114486,0.09263700079581998,0.10464745650748082,intermédiaire,FALSE,FALSE,300,132,154,10,4,0.03333333333333333,0.013333333333333334,0.9533333333333334,285,264,21,0.9263157894736842,0.3650884783543851,147,32,55
18083K,0.712360926914339,-0.003952387222430655,Chevrollier,Guillaume,UMP,Les Républicains,Mayenne,12,https://www.senat.fr/senateur/chevrollier_guillaume18083k.html,https://www.senat.fr/senimg/chevrollier_guillaume18083k_carre.jpg,Guillaume Chevrollier,0.712360926914339,-0.007007778763174921,131,99,0.7538461538461538,0.6571054778305727,-0.024202517789836234,0.05884923484163297,proche,TRUE,FALSE,2117,966,1125,18,8,0.008502598016060462,0.003778932451582428,0.9877184695323571,2091,2076,15,0.9928263988522238,0.9843995107167982,316,43,39
18193Q,-0.8851036249920009,0.048045377973785885,Le Houerou,Annie,SOC,SER,Côtes-d'Armor,43,https://www.senat.fr/senateur/le_houerou_annie18193q.html,https://www.senat.fr/senimg/le_houerou_annie18193q_carre.jpg,Annie Le Houerou,-0.8851036249920009,0.085186840379053,65,8,0.109375,-0.8152406676847206,0.050540205999973865,0.069907488658935,proche,TRUE,FALSE,1558,845,469,201,43,0.12901155327342748,0.027599486521181,0.8433889602053916,1314,1307,7,0.9946727549467276,0.6130650411895417,8,36,42
18207D,-0.8605420408023812,0.06655682358360988,Linkenheld,Audrey,SOC,SER,Nord,112,https://www.senat.fr/senateur/linkenheld_audrey18207d.html,https://www.senat.fr/senimg/linkenheld_audrey18207d_carre.jpg,Audrey Linkenheld,-0.8605420408023812,0.11800855245320903,65,14,0.203125,-0.8152406676847206,0.050540205999973865,0.04804941669953902,proche,TRUE,FALSE,882,476,278,93,35,0.1054421768707483,0.03968253968253968,0.854875283446712,754,749,5,0.993368700265252,0.5885034569999219,14,16.5,49
18231D,-0.8549717313206932,0.07046015971622326,Narassiguin,Corinne,SOC,SER,Seine-Saint-Denis,240,https://www.senat.fr/senateur/narassiguin_corinne18231d.html,https://www.senat.fr/senimg/narassiguin_corinne18231d_carre.jpg,Corinne Narassiguin,-0.8549717313206932,0.12492936119897742,65,15,0.21875,-0.8152406676847206,0.050540205999973865,0.04444504442233374,proche,TRUE,FALSE,882,480,274,92,36,0.10430839002267574,0.04081632653061224,0.854875283446712,754,752,2,0.9973474801061007,0.582933147518234,15,10,21
18395Y,-0.9248633269531827,0.0530473992355645,Daniel,Karine,SOC,SER,Loire-Atlantique,192,https://www.senat.fr/senateur/daniel_karine18395y.html,https://www.senat.fr/senimg/daniel_karine18395y_carre.jpg,Karine Daniel,-0.9248633269531827,0.09405567240348317,65,4,0.046875,-0.8152406676847206,0.050540205999973865,0.1096513266814859,intermédiaire,FALSE,FALSE,882,476,277,93,36,0.1054421768707483,0.04081632653061224,0.8537414965986394,753,753,0,1,0.6528247431507235,4,16.5,1.5
19057M,-0.2720385838024592,0.488052114534695,Cazebonne,Samantha,LREM,RDPI,Français établis hors de France (Série 2),48,https://www.senat.fr/senateur/cazebonne_samantha19057m.html,https://www.senat.fr/senimg/cazebonne_samantha19057m_carre.jpg,Samantha Cazebonne,-0.2720385838024592,0.8653406286076153,19,6,0.2777777777777778,-0.2287700594907271,0.4329764633827035,0.07003922148290066,proche,TRUE,FALSE,1368,589,644,120,15,0.08771929824561403,0.010964912280701754,0.9013157894736842,1231,1225,6,0.9951259138911455,0,121,11,6
19111A,0.2056050323774501,0.0995385742108582,Florennes,Isabelle,UC,UC,Hauts-de-Seine,88,https://www.senat.fr/senateur/florennes_isabelle19111a.html,https://www.senat.fr/senimg/florennes_isabelle19111a_carre.jpg,Isabelle Florennes,0.2056050323774501,0.1764868337071954,59,29,0.4827586206896552,0.19600620103114486,0.09263700079581998,0.011822405796536267,proche,TRUE,FALSE,882,413,417,20,32,0.022675736961451247,0.036281179138321996,0.9410430839002267,830,819,11,0.9867469879518073,0.4776436161799093,183,11,4
19251M,-0.8828650432151617,0.04232733065839786,Devinaz,Gilbert-Luc,SOC,SER,Rhône,297,https://www.senat.fr/senateur/devinaz_gilbert_luc19251m.html,https://www.senat.fr/senimg/devinaz_gilbert_luc19251m_carre.jpg,Gilbert-Luc Devinaz,-0.8828650432151617,0.07504845861418061,65,9,0.125,-0.8152406676847206,0.050540205999973865,0.06812127044659684,proche,TRUE,FALSE,2132,1126,660,295,51,0.13836772983114445,0.023921200750469045,0.8377110694183865,1786,1783,3,0.9983202687569989,0.6108264594127024,9,59,12
19295A,-0.7849228063746178,0.057711846063929366,Conconne,Catherine,SOC,SER,Martinique,17,https://www.senat.fr/senateur/conconne_catherine19295a.html,https://www.senat.fr/senimg/conconne_catherine19295a_carre.jpg,Catherine Conconne,-0.7849228063746178,0.10232596819845634,65,48,0.734375,-0.8152406676847206,0.050540205999973865,0.031154536357095124,proche,TRUE,FALSE,2117,1127,641,292,57,0.13793103448275862,0.0269248937175248,0.8351440717997166,1767,1748,19,0.989247311827957,0.5128842225721586,48,56.5,61
19301E,-0.24286917811086878,0.5074672779106489,Théophile,Dominique,LREM,RDPI,Guadeloupe,22,https://www.senat.fr/senateur/theophile_dominique19301e.html,https://www.senat.fr/senimg/theophile_dominique19301e_carre.jpg,Dominique Théophile,-0.24286917811086878,0.8997646771465408,19,10,0.5,-0.2287700594907271,0.4329764633827035,0.07581336686166623,proche,TRUE,FALSE,2117,797,1016,214,90,0.10108644307982995,0.042512990080302314,0.8564005668398678,1810,1794,16,0.9911602209944751,0.029169405691590433,125,18,11
19331L,-0.3770375100979467,0.17685151924499898,Omar Oili,Saïd,SOC,SER,Mayotte,246,https://www.senat.fr/senateur/omar_oili_said19331l.html,https://www.senat.fr/senimg/omar_oili_said19331l_carre.jpg,Saïd Omar Oili,-0.3770375100979467,0.3135665234840408,65,65,1,-0.8152406676847206,0.050540205999973865,0.45604446622308864,éloigné,FALSE,TRUE,882,471,324,74,13,0.08390022675736962,0.01473922902494331,0.9013605442176871,793,605,188,0.7629255989911727,0.10499892629548752,112,2,65
19335Q,0.22777890370908382,0.06912015405318968,Mizzon,Jean-Marie,UC,UC,Moselle,324,https://www.senat.fr/senateur/mizzon_jean_marie19335q.html,https://www.senat.fr/senimg/mizzon_jean_marie19335q_carre.jpg,Jean-Marie Mizzon,0.22777890370908382,0.12255346463331504,59,43,0.7241379310344828,0.19600620103114486,0.09263700079581998,0.03952906166578042,proche,TRUE,FALSE,2117,939,1014,102,62,0.048181388757675955,0.029286726499763816,0.9225318847425602,1948,1870,78,0.9599589322381931,0.49981748751154303,197,54,42
19347U,-0.6672257123960215,-0.06460373416150382,Gontard,Guillaume,GEST,GEST,Isère,248,https://www.senat.fr/senateur/gontard_guillaume19347u.html,https://www.senat.fr/senimg/gontard_guillaume19347u_carre.jpg,Guillaume Gontard,-0.6672257123960215,-0.11454562794592878,16,9,0.5333333333333333,-0.6763782480103124,-0.055774603391982806,0.012717014520561313,proche,TRUE,FALSE,2117,1148,733,187,49,0.08833254605573926,0.023145961265942372,0.8885214926783184,1772,1770,2,0.9988713318284425,0.39518712859356225,78,13,12
19349W,-0.23946094985045352,0.5108206975695878,Rambaud,Didier,LREM,RDPI,Isère,114,https://www.senat.fr/senateur/rambaud_didier19349w.html,https://www.senat.fr/senimg/rambaud_didier19349w_carre.jpg,Didier Rambaud,-0.23946094985045352,0.9057104566836665,19,11,0.5555555555555556,-0.2287700594907271,0.4329764633827035,0.07857493196195704,proche,TRUE,FALSE,2117,865,1057,182,13,0.08597071327350024,0.006140765233821445,0.9078885214926783,1918,1909,9,0.9953076120959332,0.03257763395200569,126,8.5,5
19367Y,0.635012717679825,-0.038339675336923555,Bonfanti-Dossat,Christine,UMP,Les Républicains,Lot-et-Garonne,36,https://www.senat.fr/senateur/bonfanti_dossat_christine19367y.html,https://www.senat.fr/senimg/bonfanti_dossat_christine19367y_carre.jpg,Christine Bonfanti-Dossat,0.635012717679825,-0.06797814776050276,131,49,0.36923076923076925,0.6571054778305727,-0.024202517789836234,0.02622878713531437,proche,TRUE,FALSE,2117,952,1122,32,11,0.015115729806329713,0.0051960321209258385,0.9796882380727444,2074,2038,36,0.982642237222758,0.9070513014822843,266,100,110
19383Y,0.82309218687456,-0.07203272763807722,Boyer,Jean-Marc,UMP,Les Républicains,Puy-de-Dôme,274,https://www.senat.fr/senateur/boyer_jean_marc19383y.html,https://www.senat.fr/senimg/boyer_jean_marc19383y_carre.jpg,Jean-Marc Boyer,0.82309218687456,-0.1277176021951724,131,129,0.9846153846153847,0.6571054778305727,-0.024202517789836234,0.17274060481942297,intermédiaire,FALSE,FALSE,2117,953,1132,21,11,0.009919697685403874,0.0051960321209258385,0.9848842701936703,2085,2058,27,0.9870503597122302,1.0951307706770192,346,57,89
19387D,-0.4053620106990664,0.18138370435196666,Gold,Éric,RDSE,RDSE,Puy-de-Dôme,118,https://www.senat.fr/senateur/gold_eric19387d.html,https://www.senat.fr/senimg/gold_eric19387d_carre.jpg,Éric Gold,-0.4053620106990664,0.321602312680792,16,12,0.7333333333333333,-0.43509506406770854,0.18632605781819406,0.03014102387789192,proche,TRUE,FALSE,2117,998,740,367,12,0.17335852621634387,0.005668398677373642,0.8209730751062825,1726,1709,17,0.9901506373117034,0.1333234268966072,110,9,2
19399H,0.8326283168637177,-0.057113035342800544,Hugonet,Jean-Raymond,UMP,Les Républicains,Essonne,282,https://www.senat.fr/senateur/hugonet_jean_raymond19399h.html,https://www.senat.fr/senimg/hugonet_jean_raymond19399h_carre.jpg,Jean-Raymond Hugonet,0.8326283168637177,-0.1012642470617031,131,131,1,0.6571054778305727,-0.024202517789836234,0.178581547725008,intermédiaire,FALSE,FALSE,2117,956,1127,31,3,0.014643363249881908,0.0014170996693434106,0.9839395370807746,2083,2060,23,0.9889582333173308,1.104666900666177,348,93,74
19413M,-0.7925776617178457,0.026218870349953436,Tissot,Jean-Claude,SOC,SER,Loire,299,https://www.senat.fr/senateur/tissot_jean_claude19413m.html,https://www.senat.fr/senimg/tissot_jean_claude19413m_carre.jpg,Jean-Claude Tissot,-0.7925776617178457,0.04648735877651319,65,45,0.6875,-0.8152406676847206,0.050540205999973865,0.03324363408617596,proche,TRUE,FALSE,2117,1131,652,287,47,0.13556920170051961,0.022201228153046763,0.8422295701464336,1783,1770,13,0.9927089175546832,0.52053907791538645,45,47,54
19421M,0.6882965594529139,-0.031189925501320544,Saury,Hugues,UMP,Les Républicains,Loiret,177,https://www.senat.fr/senateur/saury_hugues19421m.html,https://www.senat.fr/senimg/saury_hugues19421m_carre.jpg,Hugues Saury,0.6882965594529139,-0.055301286349859126,131,82,0.6230769230769231,0.6571054778305727,-0.024202517789836234,0.031964158667139364,proche,TRUE,FALSE,2117,959,1129,24,5,0.011336797354747285,0.0023618327822390174,0.9863013698630136,2088,2065,23,0.9889846743295019,0.9603351432553731,299,65,73
19447X,0.7916233214226067,-0.07597056469747739,Jourda,Muriel,UMP,Les Républicains,Morbihan,232,https://www.senat.fr/senateur/jourda_muriel19447x.html,https://www.senat.fr/senimg/jourda_muriel19447x_carre.jpg,Muriel Jourda,0.7916233214226067,-0.13469958279694574,131,125,0.9538461538461539,0.6571054778305727,-0.024202517789836234,0.1441352868845192,intermédiaire,FALSE,FALSE,2117,941,1135,36,5,0.017005196032120924,0.0023618327822390174,0.9806329711856401,2076,2040,36,0.9826589595375722,1.063661905225066,342,111,109
19479G,0.19350766844835415,0.10983310784366833,Vermeillet,Sylvie,UC,UC,Jura,260,https://www.senat.fr/senateur/vermeillet_sylvie19479g.html,https://www.senat.fr/senimg/vermeillet_sylvie19479g_carre.jpg,Sylvie Vermeillet,0.19350766844835415,0.19473955291430556,59,22,0.3620689655172414,0.19600620103114486,0.09263700079581998,0.017376672945887156,proche,TRUE,FALSE,2117,937,955,75,150,0.03542749173358526,0.07085498346717052,0.8937175247992443,1888,1832,56,0.9703389830508474,0.46554625225081336,176,35.5,31
19489J,-0.8401430267748964,0.04575170805137169,Kerrouche,Éric,SOC,SER,Landes,108,https://www.senat.fr/senateur/kerrouche_eric19489j.html,https://www.senat.fr/senimg/kerrouche_eric19489j_carre.jpg,Éric Kerrouche,-0.8401430267748964,0.08112004973647463,65,24,0.359375,-0.8152406676847206,0.050540205999973865,0.025358572531982718,proche,TRUE,FALSE,2117,1118,648,300,51,0.14170996693434104,0.024090694378837978,0.834199338686821,1766,1762,4,0.9977349943374858,0.5681044429724371,24,63,17
19507S,0.6856471889703306,-0.05785830545537607,Duplomb,Laurent,UMP,Les Républicains,Haute-Loire,332,https://www.senat.fr/senateur/duplomb_laurent19507s.html,https://www.senat.fr/senimg/duplomb_laurent19507s_carre.jpg,Laurent Duplomb,0.6856471889703306,-0.10258564797052495,131,78,0.5923076923076923,0.6571054778305727,-0.024202517789836234,0.04412869041987631,proche,TRUE,FALSE,2117,959,1117,21,20,0.009919697685403874,0.00944733112895607,0.9806329711856401,2075,2017,58,0.9720481927710843,0.9576857727727899,295,57,127
19531S,-0.7789113376522916,0.02966166733510038,Joly,Patrice,SOC,SER,Nièvre,190,https://www.senat.fr/senateur/joly_patrice19531s.html,https://www.senat.fr/senimg/joly_patrice19531s_carre.jpg,Patrice Joly,-0.7789113376522916,0.05259160875017799,65,51,0.78125,-0.8152406676847206,0.050540205999973865,0.04190147488318,proche,TRUE,FALSE,2117,1142,651,274,50,0.12942843646669816,0.023618327822390175,0.8469532357109116,1793,1781,12,0.9933073061907418,0.5068727538498323,51,37,51
19533U,0.7222729982416983,-0.05283572407402091,Piednoir,Stéphane,UMP,Les Républicains,Maine-et-Loire,169,https://www.senat.fr/senateur/piednoir_stephane19533u.html,https://www.senat.fr/senimg/piednoir_stephane19533u_carre.jpg,Stéphane Piednoir,0.7222729982416983,-0.09368036183337042,131,104,0.7923076923076923,0.6571054778305727,-0.024202517789836234,0.07118051853314322,proche,TRUE,FALSE,2117,958,1111,38,10,0.017949929145016533,0.004723665564478035,0.9773264052905054,2069,2040,29,0.985983566940551,0.9943115820441575,321,117,97
19545Y,0.09495193410792113,0.15333722008956285,Capus,Emmanuel,RTLI,Les Indépendants,Maine-et-Loire,254,https://www.senat.fr/senateur/capus_emmanuel19545y.html,https://www.senat.fr/senimg/capus_emmanuel19545y_carre.jpg,Emmanuel Capus,0.09495193410792113,0.2718745037048987,20,4,0.15789473684210525,0.1570127359444524,0.11715489670009958,0.07183803762946829,proche,TRUE,FALSE,2117,884,920,234,79,0.11053377420878602,0.03731695795937648,0.8521492678318375,1767,1746,21,0.9881154499151104,0.36699051791038034,148,14,9
19551W,-0.8441723886895708,0.0424419383718712,Jacquin,Olivier,SOC,SER,Meurthe-et-Moselle,298,https://www.senat.fr/senateur/jacquin_olivier19551w.html,https://www.senat.fr/senimg/jacquin_olivier19551w_carre.jpg,Olivier Jacquin,-0.8441723886895708,0.07525166377991348,65,21,0.3125,-0.8152406676847206,0.050540205999973865,0.030043741758956483,proche,TRUE,FALSE,2117,1120,653,286,58,0.1350968351440718,0.0273972602739726,0.8375059045819556,1773,1770,3,0.9983079526226735,0.5721338048871116,21,45,13
19563B,0.055020684884168766,0.1329055259501017,Menonville,Franck,UC,UC,Meuse,166,https://www.senat.fr/senateur/menonville_franck19563b.html,https://www.senat.fr/senimg/menonville_franck19563b_carre.jpg,Franck Menonville,0.055020684884168766,0.2356480956562087,59,3,0.034482758620689655,0.19600620103114486,0.09263700079581998,0.1466235652319581,intermédiaire,FALSE,FALSE,2117,970,916,157,74,0.07416154936230515,0.03495512517713746,0.8908833254605574,1879,1675,204,0.8914316125598722,0.327059268686628,140,59,57
19565D,-0.6668874985208126,-0.10262243184737403,Gréaume,Michelle,CRC,CRCE-K,Nord,184,https://www.senat.fr/senateur/greaume_michelle19565d.html,https://www.senat.fr/senimg/greaume_michelle19565d_carre.jpg,Michelle Gréaume,-0.6668874985208126,-0.18195466639605326,18,7,0.35294117647058826,-0.6452922563535086,-0.0966530075928479,0.022405100093394595,proche,TRUE,FALSE,2117,1109,748,213,47,0.10061407652338214,0.022201228153046763,0.8771846953235711,1857,1854,3,0.9983844911147012,0.3948489147183534,80,13,8
19569H,0.20624073754754452,0.09909633742254752,Henno,Olivier,UC,UC,Nord,208,https://www.senat.fr/senateur/henno_olivier19569h.html,https://www.senat.fr/senimg/henno_olivier19569h_carre.jpg,Olivier Henno,0.20624073754754452,0.1757027259265027,59,30,0.5,0.19600620103114486,0.09263700079581998,0.012102428159790995,proche,TRUE,FALSE,2117,977,991,90,59,0.042512990080302314,0.027869626830420408,0.9296173830892773,1966,1922,44,0.9776195320447609,0.47827932135000373,184,49,21
19573D,0.6724181005103136,-0.027399652446081786,Paccaud,Olivier,UMP,Les Républicains,Oise,98,https://www.senat.fr/senateur/paccaud_olivier19573d.html,https://www.senat.fr/senimg/paccaud_olivier19573d_carre.jpg,Olivier Paccaud,0.6724181005103136,-0.0485809440533365,131,71,0.5384615384615384,0.6571054778305727,-0.024202517789836234,0.015642828495584835,proche,TRUE,FALSE,2117,962,1126,20,9,0.00944733112895607,0.004251299008030231,0.9863013698630136,2088,2066,22,0.9894636015325671,0.9444566843127729,288,52.5,67
19575F,0.6170364504393306,6.791393164195939e-4,Berthet,Martine,UMP,Les Républicains,Savoie,33,https://www.senat.fr/senateur/berthet_martine19575f.html,https://www.senat.fr/senimg/berthet_martine19575f_carre.jpg,Martine Berthet,0.6170364504393306,0.0012041477241482162,131,36,0.2692307692307692,0.6571054778305727,-0.024202517789836234,0.04716591795389335,proche,TRUE,FALSE,2117,966,1127,22,2,0.010392064241851677,9.44733112895607e-4,0.9886632026452528,2093,2062,31,0.985188724319159,0.8890750342417899,253,62,100
19585H,0.08652772657738508,0.143667952599747,Wattebled,Dany,RTLI,Les Indépendants,Nord,314,https://www.senat.fr/senateur/wattebled_dany19585h.html,https://www.senat.fr/senimg/wattebled_dany19585h_carre.jpg,Dany Wattebled,0.08652772657738508,0.25473041241089894,20,2,0.05263157894736842,0.1570127359444524,0.11715489670009958,0.07530656464487936,proche,TRUE,FALSE,2117,898,884,249,86,0.11761927255550307,0.0406235238545111,0.8417572035899858,1746,1729,17,0.9902634593356243,0.3585663103798443,144,18,7
19591F,-0.3284464976845727,0.32176771721349456,Iacovelli,Xavier,LREM,RDPI,Hauts-de-Seine,78,https://www.senat.fr/senateur/iacovelli_xavier19591f.html,https://www.senat.fr/senimg/iacovelli_xavier19591f_carre.jpg,Xavier Iacovelli,-0.3284464976845727,0.5705101369033592,19,5,0.2222222222222222,-0.2287700594907271,0.4329764633827035,0.1493411448849213,intermédiaire,FALSE,FALSE,2117,922,926,210,59,0.09919697685403873,0.027869626830420408,0.8729333963155409,1825,1639,186,0.8980821917808219,0.05640791388211347,118,16,17
19593H,-0.67033196715408,-0.09463573641132257,Ouzoulias,Pierre,CRC,CRCE-K,Hauts-de-Seine,183,https://www.senat.fr/senateur/ouzoulias_pierre19593h.html,https://www.senat.fr/senimg/ouzoulias_pierre19593h_carre.jpg,Pierre Ouzoulias,-0.67033196715408,-0.16779385888532372,18,5,0.23529411764705882,-0.6452922563535086,-0.0966530075928479,0.025120837963652134,proche,TRUE,FALSE,2117,1036,720,196,165,0.09258384506376949,0.07794048181388757,0.8294756731223429,1756,1752,4,0.9977220956719818,0.39829338335162084,77,6,10
19611R,0.215909063040832,0.09376973889037375,Lafon,Laurent,UC,UC,Val-de-Marne,52,https://www.senat.fr/senateur/lafon_laurent19611r.html,https://www.senat.fr/senimg/lafon_laurent19611r_carre.jpg,Laurent Lafon,0.215909063040832,0.16625840228789673,59,35,0.5862068965517241,0.19600620103114486,0.09263700079581998,0.019935069896228123,proche,TRUE,FALSE,2117,972,1019,59,67,0.027869626830420408,0.03164855928200284,0.9404818138875768,1989,1946,43,0.9783810960281548,0.48794764684329117,189,21,19
19619A,0.15782849838080443,0.10071356224382175,Saint-Pé,Denise,UC,UC,Pyrénées-Atlantiques,160,https://www.senat.fr/senateur/saint_pe_denise19619a.html,https://www.senat.fr/senimg/saint_pe_denise19619a_carre.jpg,Denise Saint-Pé,0.15782849838080443,0.178570145822379,59,11,0.1724137931034483,0.19600620103114486,0.09263700079581998,0.03902265783466266,proche,TRUE,FALSE,2117,1006,980,69,62,0.03259329239489844,0.029286726499763816,0.9381199811053378,1982,1914,68,0.9656912209889001,0.42986708218326364,164,29,35
19621T,0.5672117392855145,-0.02315793066906848,Brisson,Max,UMP,Les Républicains,Pyrénées-Atlantiques,13,https://www.senat.fr/senateur/brisson_max19621t.html,https://www.senat.fr/senimg/brisson_max19621t_carre.jpg,Max Brisson,0.5672117392855145,-0.041060160760759724,131,17,0.12307692307692308,0.6571054778305727,-0.024202517789836234,0.08989980751848227,proche,TRUE,FALSE,2117,983,1111,19,4,0.008974964572508267,0.001889466225791214,0.9891355692017005,2094,2039,55,0.9737344794651385,0.8392503230879738,234,47,125
19629C,-0.3974177356193821,0.1732409772829628,Carrère,Maryse,RDSE,RDSE,Hautes-Pyrénées,117,https://www.senat.fr/senateur/carrere_maryse19629c.html,https://www.senat.fr/senimg/carrere_maryse19629c_carre.jpg,Maryse Carrère,-0.3974177356193821,0.30716485333858656,16,13,0.8,-0.43509506406770854,0.18632605781819406,0.03988483937057484,proche,TRUE,FALSE,2117,990,746,368,13,0.17383089277279168,0.006140765233821445,0.8200283419933869,1725,1686,39,0.9773913043478261,0.12537915181692288,111,10,7
19631V,-0.7934781141041741,0.03443856486307077,Artigalas,Viviane,SOC,SER,Hautes-Pyrénées,293,https://www.senat.fr/senateur/artigalas_viviane19631v.html,https://www.senat.fr/senimg/artigalas_viviane19631v_carre.jpg,Viviane Artigalas,-0.7934781141041741,0.061061285218210595,65,44,0.671875,-0.8152406676847206,0.050540205999973865,0.027071601091323828,proche,TRUE,FALSE,2117,1133,645,289,50,0.1365139348134152,0.023618327822390175,0.8398677373641946,1778,1772,6,0.9966254218222722,0.521439530301715,44,52,28
19647E,-0.8225436220435703,0.03316466915173349,Féraud,Rémi,SOC,SER,Paris,75,https://www.senat.fr/senateur/feraud_remi19647e.html,https://www.senat.fr/senimg/feraud_remi19647e_carre.jpg,Rémi Féraud,-0.8225436220435703,0.05880260487896009,65,33,0.5,-0.8152406676847206,0.050540205999973865,0.018847875825461123,proche,TRUE,FALSE,2117,1122,655,294,46,0.13887576759565423,0.02172886159659896,0.8393953708077468,1777,1773,4,0.9977490151941475,0.5505050382411112,33,60,16
19649G,-0.853247681836407,0.04413989444587703,de La Gontrie,Marie-Pierre,SOC,SER,Paris,44,https://www.senat.fr/senateur/de_la_gontrie_marie_pierre19649g.html,https://www.senat.fr/senimg/de_la_gontrie_marie_pierre19649g_carre.jpg,Marie-Pierre de La Gontrie,-0.853247681836407,0.07826222419481743,65,16,0.234375,-0.8152406676847206,0.050540205999973865,0.038542147225031395,proche,TRUE,FALSE,2117,1119,655,297,46,0.14029286726499765,0.02172886159659896,0.8379782711384034,1774,1769,5,0.9971815107102593,0.5812090980339477,16,62,25
