acteur_id,dim1,dim2
PA1008,-0.5060128940596871,0.1359325380025471
PA1012,-0.5452304790159574,-0.4123338387504545
PA1029,-0.2869937102707101,-0.2465060049978293
PA1198,-0.4575811340410577,0.1647765283338559
PA1206,-0.3859055429800697,0.0245483043706196
PA1276,0.3641771149513613,-0.071807424181632
PA1327,-0.1697439688912988,-0.2399960338781667
PA1498,-0.0761209059875187,-0.3506648450003033
PA1592,-0.3787855975284462,0.0801893670530342
PA1630,-0.3760920034049951,-0.323706907780422
PA1695,-0.3520416258054958,-0.3552855146977429
PA1809,-0.4119605132423322,0.1377457359439176
PA1838,-0.2061544336350846,-0.0110724444103127
PA1874,-0.5260827837997774,-0.409827929164617
PA2086,-0.4998143412575267,-0.2469822608823665
PA2150,-0.5667154214496968,0.2391716453244516
PA2155,-0.3469889781320019,-0.2615449413555349
PA223837,-0.3698035114024532,-0.2794185606070611
PA2377,-0.3548553195971445,-0.273615163630662
PA2449,0.5747664975135846,-0.0762778465206765
PA2492,-0.3592442368877248,-0.2506176671891815
PA2529,-0.4945755067483643,-0.3416911034124442
PA266774,-0.5069702293439665,-0.3474321729431797
PA266776,-0.4257939382398646,-0.3211545626916788
PA266788,-0.0651058556795436,-0.099238828586561
PA266793,-0.4862972839331702,-0.3491742938744501
PA266797,-0.450478993553589,-0.3097954319230658
PA266808,-0.3912103073333268,-0.321083074686452
PA267042,-0.1237412516802443,-0.0801720811918407
PA267200,-0.217108153301903,-0.2492396814507844
PA267204,-0.543133840975661,-0.4399482479318976
PA267233,-0.4557357038830248,0.1356020017002489
PA267241,0.009055167065704,-0.1048340610890674
PA267260,-0.4055047158576652,-0.3321531119718454
PA267289,-0.3664730832640755,-0.3280665336044629
PA267306,-0.6294336291116299,0.1753421088034821
PA267318,-0.2990703149197627,-0.2601259785806976
PA267324,-0.4207308897108069,-0.3346186426223322
PA267330,-0.0984827199941446,-0.062147017475719
PA267336,0.4665244734563717,-0.0400224258002263
PA267337,0.3718900004091176,-0.0388649699049825
PA267355,0.2090869076618412,-0.1343335656584027
PA267378,-0.2726740108437633,-0.2238912958551035
PA267429,-0.5116023976779911,-0.3427796501355428
PA267440,-0.4056817262492248,-0.2229955090733556
PA267450,-0.3981929623633887,-0.3250794584753143
PA267527,-0.2909490514484984,-0.2426926054268287
PA267585,-0.0185163459471911,-0.0965826755589964
PA267622,0.3424863443003402,-0.0337210833282099
PA267673,0.2696092055938339,-0.0137551560995982
PA267735,-0.3308438390679608,-0.281275821575624
