acteur_id,dim1,dim2,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique,full_name
PA266797,0.3097954319230658,-0.450478993553589,Gosselin,Philippe,PO730934,LR,Les Républicains,LR,M.,PGS,1,Manche,Maître de conférences à Sciences Po,https://www.hatvp.fr/pages_nominatives/gosselin-philippe,#1C2EFA,Opposition,Philippe Gosselin
PA266808,0.321083074686452,-0.3912103073333268,Rolland,Vincent,PO730934,LR,Les Républicains,LR,M.,VRO,2,Savoie,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/rolland-vincent-7763,#1C2EFA,Opposition,Vincent Rolland
PA267042,0.0801720811918407,-0.1237412516802443,Favennec-Bécot,Yannick,PO759900,LT,Libertés et Territoires,LT,M.,YFA,3,Mayenne,Directeur de cabinet,https://www.hatvp.fr/pages_nominatives/favennec-becot-yannick,#66BF74,Opposition,Yannick Favennec-Bécot
PA267200,0.2492396814507844,-0.217108153301903,Huyghe,Sébastien,PO730934,LR,Les Républicains,LR,M.,SHY,5,Nord,Notaire,https://www.hatvp.fr/pages_nominatives/huyghe-sebastien,#1C2EFA,Opposition,Sébastien Huyghe
PA267204,0.4399482479318976,-0.543133840975661,Sermier,Jean-Marie,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Jura,Ancien viticulteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Jean-Marie Sermier
PA267233,-0.1356020017002489,-0.4557357038830248,Bouillon,Christophe,PO758835,SOC,Socialistes et apparentés,SOC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Seine-Maritime,Fonctionnaire de catégorie A,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#D46CA9,Opposition,Christophe Bouillon
PA267241,0.1048340610890674,0.009055167065704,Demilly,Stéphane,PO744425,UDI-AGIR,"UDI, Agir et Indépendants",UDI-AGIR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Somme,Formateur en management,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Stéphane Demilly
PA267260,0.3321531119718454,-0.4055047158576652,Poletti,Bérengère,PO730934,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Ardennes,Sage-femme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Bérengère Poletti
PA267289,0.3280665336044629,-0.3664730832640755,Door,Jean-Pierre,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Loiret,Cardiologue,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Jean-Pierre Door
PA267306,-0.1753421088034821,-0.6294336291116299,Chassaigne,André,PO730940,GDR,Gauche démocrate et républicaine,GDR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Puy-de-Dôme,Retraité de l'éducation nationale,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#A41914,Opposition,André Chassaigne
PA267318,0.2601259785806976,-0.2990703149197627,Grelier,Jean-Carles,PO730934,LR,Les Républicains,LR,M.,JGR,5,Sarthe,Avocat,https://www.hatvp.fr/pages_nominatives/grelier-jean-carles-9591,#1C2EFA,Opposition,Jean-Carles Grelier
PA267324,0.3346186426223322,-0.4207308897108069,Gaultier,Jean-Jacques,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Vosges,Médecin biologiste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Jean-Jacques Gaultier
PA267330,0.062147017475719,-0.0984827199941446,Zumkeller,Michel,PO771889,UDI_I,UDI et Indépendants,UDI-I,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Territoire de Belfort,Comptable,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#94B7E1,Opposition,Michel Zumkeller
PA267336,0.0400224258002263,0.4665244734563717,Giraud,Joël,PO730964,LAREM,La République en Marche,LaREM,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Hautes-Alpes,Administrateur civil hors-classe,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#702A82,Majoritaire,Joël Giraud
PA267337,0.0388649699049825,0.3718900004091176,Bouchet,Claire,PO730964,LAREM,La République en Marche,LaREM,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Hautes-Alpes,Employée de la fonction publique retraitée,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#702A82,Majoritaire,Claire Bouchet
PA267355,0.1343335656584027,0.2090869076618412,Herth,Antoine,PO771923,AGIR-E,Agir ensemble,Agir ens,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Bas-Rhin,Agriculteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#C7C034,Minoritaire,Antoine Herth
PA267378,0.2238912958551035,-0.2726740108437633,Levy,Geneviève,PO730934,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Var,Expert foncier et commercial,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Geneviève Levy
PA267429,0.3427796501355428,-0.5116023976779911,Cinieri,Dino,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Loire,Consultant sécurité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Dino Cinieri
PA267440,0.2229955090733556,-0.4056817262492248,Diard,Éric,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",12,Bouches-du-Rhône,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Éric Diard
PA267450,0.3250794584753143,-0.3981929623633887,Delatte,Rémi,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Côte-d'Or,Agriculteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Rémi Delatte
PA267527,0.2426926054268287,-0.2909490514484984,Saddier,Martial,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Haute-Savoie,Ancien cadre à la Chambre d'agriculture d'Annecy,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Martial Saddier
PA267585,0.0965826755589964,-0.0185163459471911,Vercamer,Francis,PO744425,UDI-AGIR,"UDI, Agir et Indépendants",UDI-AGIR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7,Nord,Ingénieur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Francis Vercamer
PA267622,0.0337210833282099,0.3424863443003402,Valls,Manuel,PO730964,LAREM,La République en Marche,LaREM,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Essonne,Conseiller en communication,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#702A82,Majoritaire,Manuel Valls
PA267673,0.0137551560995982,0.2696092055938339,Folliot,Philippe,PO730964,LAREM,La République en Marche,LaREM,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Tarn,Directeur d'un organisme de financement du logement social,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#702A82,Majoritaire,Philippe Folliot
PA267735,0.281275821575624,-0.3308438390679608,de Ganay,Claude,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Loiret,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Claude de Ganay
PA267766,0.1176500766061624,-0.0769575935228752,Bricout,Guy,PO744425,UDI-AGIR,"UDI, Agir et Indépendants",UDI-AGIR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",18,Nord,Retraité fonction publique (hors enseignement),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Guy Bricout
PA267780,0.1014572576335227,0.1667898806650102,Firmin Le Bodo,Agnès,PO771923,AGIR-E,"UDI, Agir et Indépendants",UDI-AGIR,Mme,AFI,7,Seine-Maritime,Pharmacien,https://www.hatvp.fr/pages_nominatives/firmin-le-bodo-agnes,#C7C034,Minoritaire,Agnès Firmin Le Bodo
PA267785,0.3372360856435421,-0.2796340236156359,Larrivé,Guillaume,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Yonne,Maître des requêtes au Conseil d'État-Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Guillaume Larrivé
PA267794,0.3048883177368843,-0.437955929998416,Tabarot,Michèle,PO730934,LR,Les Républicains,LR,Mme,MTA,9,Alpes-Maritimes,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/tabarot-michele,#1C2EFA,Opposition,Michèle Tabarot
PA267801,0.0306008181826838,-0.0780746841416177,Jégo,Yves,PO744425,UDI-AGIR,"UDI, Agir et Indépendants",UDI-AGIR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Seine-et-Marne,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Yves Jégo
PA267901,0.2334824555340898,-0.307435400634837,Kamardine,Mansour,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Mayotte,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Mansour Kamardine
PA268019,0.1045191617845306,0.000903747958268,Lagarde,Jean-Christophe,PO771889,UDI_I,UDI et Indépendants,UDI-I,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Seine-Saint-Denis,Attaché de direction,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#94B7E1,Opposition,Jean-Christophe Lagarde
PA2792,0.2837879694759784,-0.361716451829924,Taugourdeau,Jean-Charles,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Maine-et-Loire,Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Jean-Charles Taugourdeau
PA2796,0.3035248142721745,-0.3164983694664139,Teissier,Guy,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Bouches-du-Rhône,Retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Guy Teissier
PA2828,0.0823742897231562,0.3619187218600493,Tourret,Alain,PO730964,LAREM,La République en Marche,LaREM,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Calvados,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#702A82,Majoritaire,Alain Tourret
PA2952,0.0296484149916403,0.2811580624698083,Warsmann,Jean-Luc,PO744425,UDI-AGIR,"UDI, Agir et Indépendants",UDI-AGIR,M.,JWA,3,Ardennes,Directeur de mutuelle,https://www.hatvp.fr/pages_nominatives/warsmann-jean-luc,#94B7E1,Minoritaire,Jean-Luc Warsmann
PA2960,0.2734993578335779,-0.1405530563946631,Woerth,Éric,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Oise,Associé dans un cabinet d'audit international,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Éric Woerth
PA330008,0.2175910474836794,-0.4943896893098182,Breton,Xavier,PO730934,LR,Les Républicains,LR,M.,XBR,1,Ain,Cadre territorial,https://www.hatvp.fr/pages_nominatives/breton-xavier,#1C2EFA,Opposition,Xavier Breton
PA330240,0.3342543180629874,-0.3353240100679883,Ciotti,Éric,PO730934,LR,Les Républicains,LR,M.,ECI,1,Alpes-Maritimes,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/ciotti-eric,#1C2EFA,Opposition,Éric Ciotti
PA330357,-0.0424187842635508,-0.2562778021439845,Dussopt,Olivier,PO730946,NG,Nouvelle Gauche,NG,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Ardèche,Assistant parlementaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Olivier Dussopt
PA330684,0.3147278106681713,-0.3989307154677241,Boyer,Valérie,PO730934,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8,Bouches-du-Rhône,Cadre du secteur de la santé,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Valérie Boyer
PA330788,0.3754490708487261,-0.483440166589254,Reynès,Bernard,PO730934,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",15,Bouches-du-Rhône,Chirurgien-Dentiste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#1C2EFA,Opposition,Bernard Reynès
PA330909,0.4369885200561408,-0.6175802205793939,Descoeur,Vincent,PO730934,LR,Les Républicains,LR,M.,VDE,1,Cantal,Professeur agrégé de biologie,https://www.hatvp.fr/pages_nominatives/descoeur-vincent-3159,#1C2EFA,Opposition,Vincent Descoeur
PA331567,0.1904041723010008,0.2230637286411663,de La Raudière,Laure,PO744425,UDI-AGIR,"UDI, Agir et Indépendants",UDI-AGIR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Eure-et-Loir,Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#C7C034,Minoritaire,Laure de La Raudière
PA331582,0.1381972921543162,0.0065141887857168,Vigier,Philippe,PO759900,LT,Libertés et Territoires,LT,M.,PVG,4,Eure-et-Loir,Biologiste A.I.H.P.,https://www.hatvp.fr/pages_nominatives/vigier-philippe,#66BF74,Opposition,Philippe Vigier
PA331835,0.0250866204665444,0.4032415835348913,Iborra,Monique,PO730964,LAREM,La République en Marche,LaREM,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Haute-Garonne,Retraitée de la Fonction publique,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#702A82,Majoritaire,Monique Iborra
