acteur_id,dim1,dim2,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique,full_name,dim1_raw,dim2_raw,group_members,group_dim1_mean,group_dim2_mean,distance_to_group_center,distance_to_group_label,close_to_group,far_from_group,rank_left_to_right,percentile_left_to_right,ideal_rank_left_to_right,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate,groupe_couleur_dep,position_politique_dep,departement_dep,date_naissance,rank_abstention_in_group,rank_most_loyal_in_group
PA1155,-0.1832749416107015,0.41078849009355045,Dosière,René,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Aisne,Consultant international,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,René Dosière,-0.1832749416107015,0.4337208094039699,316,-0.3421714223457844,0.2915641736600459,0.1986517787965439,intermédiaire,False,False,290.0,0.9177215189873418,329.0,26,15,11,0,0,0.0,0.0,1.0,26,25,1,0.9615384615384616,,Majoritaire,Aisne,1941-08-03,109.5,226.5
PA1182,-0.3723811982890377,0.17766386188885144,Dufau,Jean-Pierre,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Landes,Enseignant retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Pierre Dufau,-0.3723811982890377,0.1875819694040585,316,-0.3421714223457844,0.2915641736600459,0.11783849788637354,intermédiaire,False,False,108.0,0.34177215189873417,127.0,27,16,11,0,0,0.0,0.0,1.0,27,27,0,1.0,,Majoritaire,Landes,1943-07-05,109.5,94.0
PA1193,-0.170038996173266,0.30177614872655417,Dumas,William,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Gard,Retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,William Dumas,-0.170038996173266,0.3186228403202986,316,-0.3421714223457844,0.2915641736600459,0.17243507930463708,intermédiaire,False,False,302.0,0.9556962025316456,342.0,29,13,16,0,0,0.0,0.0,1.0,29,29,0,1.0,,Majoritaire,Gard,1942-01-23,109.5,94.0
PA1198,-0.5351422368379328,0.18970284093271678,Dumont,Laurence,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Calvados,Chargée d'études,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Laurence Dumont,-0.5351422368379328,0.2002930259726434,316,-0.3421714223457844,0.2915641736600459,0.21820510156903025,intermédiaire,False,False,29.0,0.09177215189873418,36.0,22,12,5,2,3,0.0909090909090909,0.1363636363636363,0.7727272727272727,17,17,0,1.0,,Majoritaire,Calvados,1958-06-02,294.0,94.0
PA1199,-0.1080170184459113,0.2587499682512957,Dumont,Jean-Louis,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Meuse,Enseignant,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Louis Dumont,-0.1080170184459113,0.2731947178891161,316,-0.3421714223457844,0.2915641736600459,0.23644250240240766,intermédiaire,False,False,316.0,1.0,362.0,30,11,19,0,0,0.0,0.0,1.0,30,30,0,1.0,,Majoritaire,Meuse,1944-04-06,109.5,94.0
PA1206,0.0989040480679713,-0.3425873883911463,Dupont-Aignan,Nicolas,PO645633,NI,Non inscrit,NI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8,Essonne,Administrateur de l'Etat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,,Nicolas Dupont-Aignan,0.0989040480679713,-0.3617123725904828,8,0.07155870728735857,-0.3020217317389552,0.0489217759492774,proche,True,False,3.0,0.375,384.0,130,36,80,14,0,0.1076923076923077,0.0,0.8923076923076924,113,96,17,0.8495575221238938,,,Essonne,1961-03-07,5.0,7.0
PA1208,-0.168149537568492,0.36031385398789784,Dupré,Jean-Paul,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Aude,Cadre bancaire retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Paul Dupré,-0.168149537568492,0.3804284203666603,316,-0.3421714223457844,0.2915641736600459,0.18710995410886902,intermédiaire,False,False,303.0,0.9588607594936709,343.0,11,8,3,0,0,0.0,0.0,1.0,11,11,0,1.0,,Majoritaire,Aude,1944-02-05,109.5,94.0
PA1214,-0.34062648926986,0.45875500794392476,Durand,Yves,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",11,Nord,Enseignant,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Yves Durand,-0.34062648926986,0.4843650641678181,316,-0.3421714223457844,0.2915641736600459,0.16719797213707027,intermédiaire,False,False,130.0,0.41139240506329117,154.0,24,16,8,0,0,0.0,0.0,1.0,24,24,0,1.0,,Majoritaire,Nord,1946-06-06,109.5,94.0
PA1226,-0.4300684447454749,0.4224518235561473,Duron,Philippe,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Calvados,Professeur de lycée agrégé d'histoire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Philippe Duron,-0.4300684447454749,0.4460352499292969,316,-0.3421714223457844,0.2915641736600459,0.15766249852788744,intermédiaire,False,False,77.0,0.24367088607594936,91.0,26,13,13,0,0,0.0,0.0,1.0,26,26,0,1.0,,Majoritaire,Calvados,1947-06-19,109.5,94.0
PA1243,-0.3278965754258719,0.14349729596866528,Eckert,Christian,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Meurthe-et-Moselle,Professeur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Christian Eckert,-0.3278965754258719,0.1515080506287722,316,-0.3421714223457844,0.2915641736600459,0.1487533916381781,intermédiaire,False,False,145.0,0.4588607594936709,170.0,68,65,0,1,2,0.0147058823529411,0.0294117647058823,0.9558823529411764,65,65,0,1.0,,Majoritaire,Meurthe-et-Moselle,1956-02-08,227.0,94.0
PA1252,-0.4007318308218506,0.007686544584522666,Emmanuelli,Henri,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Landes,Directeur-adjoint de banque,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Henri Emmanuelli,-0.4007318308218506,0.0081156469061722,316,-0.3421714223457844,0.2915641736600459,0.2898548425167744,éloigné,False,True,91.0,0.2879746835443038,108.0,11,11,0,0,0,0.0,0.0,1.0,11,11,0,1.0,,Majoritaire,Landes,1945-05-31,109.5,94.0
PA1263,0.3769516429929929,-0.19234734188260594,Estrosi,Christian,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Alpes-Maritimes,Ancien sportif de haut niveau,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Christian Estrosi,0.3769516429929929,-0.2030851565218569,199,0.46164193442587176,-0.20970772531587795,0.08645130638652132,proche,True,False,69.0,0.34673366834170855,486.0,17,6,10,1,0,0.0588235294117647,0.0,0.9411764705882352,16,15,1,0.9375,,Opposition,Alpes-Maritimes,1955-07-01,117.5,172.0
PA1310,0.3570846795666855,-0.2334348673196597,Fillon,François,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Sarthe,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,François Fillon,0.3570846795666855,-0.2464663982526241,199,0.46164193442587176,-0.20970772531587795,0.10721565562620254,intermédiaire,False,False,53.0,0.2663316582914573,469.0,39,15,21,3,0,0.0769230769230769,0.0,0.9230769230769232,36,35,1,0.9722222222222222,,Opposition,Sarthe,1954-03-04,157.5,117.5
PA1353,-0.1822547777642424,0.1824681159039234,Françaix,Michel,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Oise,Consultant en communication,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Michel Françaix,-0.1822547777642424,0.1926544215059291,316,-0.3421714223457844,0.2915641736600459,0.193585337854256,intermédiaire,False,False,293.0,0.9272151898734177,332.0,25,12,13,0,0,0.0,0.0,1.0,25,23,2,0.92,,Majoritaire,Oise,1943-05-28,109.5,272.5
PA1362,-0.2500967756518555,0.44428385522372055,Franqueville,Christian,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Vosges,Attaché de direction,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Christian Franqueville,-0.2500967756518555,0.4690860575204165,316,-0.3421714223457844,0.2915641736600459,0.17832846576113984,intermédiaire,False,False,237.0,0.75,271.0,27,14,13,0,0,0.0,0.0,1.0,27,26,1,0.9629629629629628,,Majoritaire,Vosges,1949-05-14,109.5,224.0
PA1364,-0.3172127849023567,-0.5129026601295966,Fraysse,Jacqueline,PO656018,GDR,Gauche démocrate et républicaine,GDR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Hauts-de-Seine,Médecin cardiologue,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire,Jacqueline Fraysse,-0.3172127849023567,-0.5415355158714331,15,-0.2407486590036925,-0.39590140987902156,0.1397714388193971,intermédiaire,False,False,6.0,0.4,186.0,244,121,97,26,0,0.1065573770491803,0.0,0.8934426229508197,217,216,1,0.9953917050691244,,Minoritaire,Hauts-de-Seine,1947-02-25,2.0,6.0
PA1373,0.0640952259365211,-0.20574654177606805,Fritch,Édouard,PO656010,UDI,Union des démocrates et indépendants,UDI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Polynésie Française,Ingénieur de la ville de Paris,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Édouard Fritch,0.0640952259365211,-0.2172323684406585,32,0.16292705168217927,-0.11127573918638624,0.13672038005417764,intermédiaire,False,False,2.0,0.0625,377.0,61,13,25,23,0,0.3770491803278688,0.0,0.6229508196721312,38,35,3,0.9210526315789472,,Opposition,Polynésie Française,1952-01-04,32.0,29.0
PA1379,0.5667518506129672,0.02592393063982274,Fromion,Yves,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Cher,Sous-préfet,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Yves Fromion,0.5667518506129672,0.0273711373399866,199,0.46164193442587176,-0.20970772531587795,0.25801234809459006,éloigné,False,True,150.0,0.7537688442211056,570.0,59,27,29,3,0,0.0508474576271186,0.0,0.9491525423728814,56,55,1,0.9821428571428572,,Opposition,Cher,1941-09-15,88.5,85.5
PA1401,-0.488684742591885,0.13673773689280355,Galut,Yann,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Cher,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Yann Galut,-0.488684742591885,0.1443711383142888,316,-0.3421714223457844,0.2915641736600459,0.2131604525506017,intermédiaire,False,False,38.0,0.12025316455696203,49.0,23,13,9,1,0,0.0434782608695652,0.0,0.9565217391304348,22,19,3,0.8636363636363636,,Majoritaire,Cher,1966-03-14,259.0,301.5
PA1445,0.4852532175547605,-0.4343186835936023,Gaymard,Hervé,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Savoie,Administrateur civil,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Hervé Gaymard,0.4852532175547605,-0.4585645789262133,199,0.46164193442587176,-0.20970772531587795,0.2258485671183906,intermédiaire,False,False,126.0,0.6331658291457286,545.0,43,17,22,4,0,0.0930232558139534,0.0,0.9069767441860463,39,38,1,0.9743589743589745,,Opposition,Savoie,1960-05-31,179.5,114.0
PA1459,0.6455654785384711,-0.005022176513340581,Gérard,Bernard,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9,Nord,Avocat honoraire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Bernard Gérard,0.6455654785384711,-0.0053025401511119,199,0.46164193442587176,-0.20970772531587795,0.27518002101812405,éloigné,False,True,173.0,0.8693467336683417,593.0,69,38,30,1,0,0.0144927536231884,0.0,0.9855072463768116,68,66,2,0.9705882352941176,,Opposition,Nord,1953-08-29,9.0,123.5
PA1466,0.6456612690569,-0.2675929179548845,Gest,Alain,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Somme,Consultant,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Alain Gest,0.6456612690569,-0.2825313263760912,199,0.46164193442587176,-0.20970772531587795,0.1929088153633764,intermédiaire,False,False,175.0,0.8793969849246231,595.0,41,21,17,3,0,0.073170731707317,0.0,0.926829268292683,38,38,0,1.0,,Opposition,Somme,1950-12-27,152.0,36.5
PA1477,0.5243910913645198,-0.3069538029107342,Ginesta,Jordi,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Var,Ingénieur ETP,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Jordi Ginesta,0.5243910913645198,-0.3240895377028494,199,0.46164193442587176,-0.20970772531587795,0.11573355738114977,intermédiaire,False,False,135.0,0.678391959798995,555.0,30,8,20,2,0,0.0666666666666666,0.0,0.9333333333333332,28,27,1,0.9642857142857144,,Opposition,Var,1942-07-08,139.5,141.5
PA1483,0.4124738450429195,-0.23661596978961663,Giran,Jean-Pierre,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Var,Professeur d'Université,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Jean-Pierre Giran,0.4124738450429195,-0.2498250861694946,199,0.46164193442587176,-0.20970772531587795,0.056049573006656084,proche,True,False,98.0,0.49246231155778897,516.0,30,8,20,2,0,0.0666666666666666,0.0,0.9333333333333332,28,27,1,0.9642857142857144,,Opposition,Var,1947-01-09,139.5,141.5
PA1496,-0.2428198857115293,0.19797475171148587,Glavany,Jean,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Hautes-Pyrénées,Préfet,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean Glavany,-0.2428198857115293,0.2090267172147425,316,-0.3421714223457844,0.2915641736600459,0.13649068734625577,intermédiaire,False,False,243.0,0.7689873417721519,278.0,16,11,5,0,0,0.0,0.0,1.0,16,16,0,1.0,,Majoritaire,Hautes-Pyrénées,1949-05-14,109.5,94.0
PA1498,0.5224001584795259,-0.16385181496688533,Goasguen,Claude,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",14,Paris,Avocat à la Cour d'appel de Paris,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Claude Goasguen,0.5224001584795259,-0.1729988632192759,199,0.46164193442587176,-0.20970772531587795,0.07612047230600245,proche,True,False,134.0,0.6733668341708543,554.0,49,21,25,3,0,0.0612244897959183,0.0,0.9387755102040816,46,46,0,1.0,,Opposition,Paris,1945-03-12,124.0,36.5
PA1521,0.4205933123242083,-0.056444146633733115,Goujon,Philippe,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",12,Paris,Cadre,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Philippe Goujon,0.4205933123242083,-0.0595951482441096,199,0.46164193442587176,-0.20970772531587795,0.15866541503082254,intermédiaire,False,False,102.0,0.5125628140703518,520.0,64,37,25,2,0,0.03125,0.0,0.96875,62,61,1,0.9838709677419356,,Opposition,Paris,1954-04-30,47.5,78.5
PA1567,-0.4547709187107771,-0.0052678776979701025,Guedj,Jérôme,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,JGD,6,Essonne,Inspecteur général des affaires sociales,https://www.hatvp.fr/pages_nominatives/guedj-jerome,,Majoritaire,Jérôme Guedj,-0.4547709187107771,-0.0055619576353865,316,-0.3421714223457844,0.2915641736600459,0.3174711219860128,éloigné,False,True,60.0,0.189873417721519,73.0,75,61,4,10,0,0.1333333333333333,0.0,0.8666666666666667,65,64,1,0.9846153846153848,,Majoritaire,Essonne,1972-01-23,304.0,197.5
