acteur_id,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique
PA1567,Guedj,Jérôme,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,JGD,6,Essonne,Inspecteur général des affaires sociales,https://www.hatvp.fr/pages_nominatives/guedj-jerome,,Majoritaire
PA1574,Guibal,Jean-Claude,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Alpes-Maritimes,Ancien dirigeant d'organisations professionnelles,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1579,Guigou,Élisabeth,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9,Seine-Saint-Denis,Administrateur civil du ministère des finances,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1585,Guillet,Jean-Jacques,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8,Hauts-de-Seine,Chef d'entreprise retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1592,Habib,David,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,DHA,3,Pyrénées-Atlantiques,Cadre,https://www.hatvp.fr/pages_nominatives/habib-david,,Majoritaire
PA1630,Herbillon,Michel,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,MHR,8,Val-de-Marne,Cadre supérieur,https://www.hatvp.fr/pages_nominatives/herbillon-michel,,Opposition
PA1661,Houillon,Philippe,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Val-d'Oise,"Avocat, ancien Bâtonnier de l'Ordre","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1689,Imbert,Françoise,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Haute-Garonne,Ancienne chef de cabinet du maire de Colomiers,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1695,Jacob,Christian,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Seine-et-Marne,Agriculteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1699,Jacquat,Denis,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Moselle,Médecin O.R.L. retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1710,Janquin,Serge,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",10,Pas-de-Calais,"Professeur certifié de sciences économiques et sociales, enseignement secondaire","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1748,Jung,Armand,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Bas-Rhin,Fonctionnaire territorial,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1761,Kert,Christian,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",11,Bouches-du-Rhône,Cadre administratif,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1770,Kossowski,Jacques,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Hauts-de-Seine,Dirigeant d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1778,Labaune,Patrick,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Drôme,Retraité de l'enseignement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1789,Lacuey,Conchita,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Gironde,Cadre comptable,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1790,Laffineur,Marc,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7,Maine-et-Loire,Médecin anesthésiste-réanimateur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1809,Lambert,Jérôme,PO656022,RRDP,"Radical, républicain, démocrate et progressiste",RRDP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Charente,Cadre de l'industrie,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1816,Lamy,François,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Essonne,Instituteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1838,Lassalle,Jean,PO645633,NI,Non inscrit,NI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Pyrénées-Atlantiques,Technicien agricole,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,
PA1844,Launay,Jean,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Lot,Inspecteur du Trésor,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1857,Lazaro,Thierry,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Nord,Chargé de communication,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1866,Le Bris,Gilbert,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8,Finistère,Commerçant,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1871,Le Déaut,Jean-Yves,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Meurthe-et-Moselle,Retraité enseignant d'Université,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1874,Le Fur,Marc,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Côtes-d'Armor,Sous-préfet,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1880,Le Guen,Jean-Marie,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9,Paris,Médecin,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1886,Le Roux,Bruno,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Seine-Saint-Denis,Consultant en gestion et management,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1893,Lebranchu,Marylise,PO713077,SER,"Socialiste, écologiste et républicain",SER,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Finistère,Cadre du secteur privé,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1911,Lefait,Michel,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8,Pas-de-Calais,Professeur de collège,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1931,Lellouche,Pierre,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Paris,Avocat et universitaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1936,Lemasle,Patrick,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7,Haute-Garonne,Exploitant agricole,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1946,Leonetti,Jean,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7,Alpes-Maritimes,Praticien hospitalier,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1954,Lequiller,Pierre,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Yvelines,Cadre de banque,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1960,Leroy,Maurice,PO656010,UDI,Union des démocrates et indépendants,UDI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Loir-et-Cher,Économiste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA1963,Lesage,Michel,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Côtes-d'Armor,Economiste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1977,Liebgott,Michel,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",10,Moselle,Inspecteur des affaires sanitaires et sociales,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1979,Lignières-Cassou,Martine,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Pyrénées-Atlantiques,Chargée d'études à la DDE des Pyrénées-Atlantiques,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA1991,Loncle,François,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Eure,Journaliste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire
PA2011,Luca,Lionnel,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Alpes-Maritimes,Professeur d'histoire-géographie,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
PA2045,Mamère,Noël,PO656014,ECOLO,Écologiste,Écolo,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Gironde,Journaliste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire
PA2048,Mancel,Jean-François,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Oise,Administrateur civil,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition
