legislature,active_deputes,model_deputes,model_roll_calls,model_rows,matrix_shape,na_cells,date_min,date_max,min_minority_share,min_votes_per_deputy
17,577,575,7410,1007954,"[575, 7410]",3252796,2024-10-08,2026-07-16,0.1,25
