acteur_id,dim1,dim2,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique,full_name,dim1_raw,dim2_raw,group_members,group_dim1_mean,group_dim2_mean,distance_to_group_center,distance_to_group_label,close_to_group,far_from_group,rank_left_to_right,percentile_left_to_right,ideal_rank_left_to_right,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate,groupe_couleur_dep,position_politique_dep,departement_dep,date_naissance,rank_abstention_in_group,rank_most_loyal_in_group,dim1_sen_space,dim2_sen_space
PA267165,0.3232244285386257,0.1493482499674659,Chatel,Luc,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Haute-Marne,Directeur des ressources humaines,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Luc Chatel,0.3232244285386257,0.1576856348730808,199,0.4616419344258717,0.2097077253158779,0.1510055369858381,intermédiaire,False,False,30.0,0.1507537688442211,445.0,44,21,22,1,0,0.0227272727272727,0.0,0.9772727272727272,43,42,1,0.9767441860465116,,Opposition,Haute-Marne,1964-08-15,24.0,106.0,0.24936594487337466,0.09608266352197095
PA267178,0.302213430447897,0.2434070084884919,Dhuicq,Nicolas,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Aube,Psychiatre des hôpitaux,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Nicolas Dhuicq,0.302213430447897,0.2569952354609197,199,0.4616419344258717,0.2097077253158779,0.1629511876820882,intermédiaire,False,False,21.0,0.1055276381909547,436.0,64,20,44,0,0,0.0,0.0,1.0,62,54,8,0.8709677419354839,,Opposition,Aube,1960-11-29,4.0,193.0,0.2952889596536394,0.20235321397938325
PA267188,-0.3755808500018111,-0.6847487688168096,Carrillon-Couvreur,Martine,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Nièvre,Directrice d'un institut médico-éducatif,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Martine Carrillon-Couvreur,-0.3755808500018111,-0.7229749552670375,316,-0.3421714223457844,-0.2915641736600459,0.3946014644231461,éloigné,False,True,105.0,0.3322784810126582,123.0,16,13,3,0,0,0.0,0.0,1.0,16,16,0,1.0,,Majoritaire,Nièvre,1948-03-21,109.5,94.0,-0.9815731872217768,-0.2627324014890705
PA267200,0.5713651947876455,0.0294298520268995,Huyghe,Sébastien,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,SHY,5,Nord,Notaire,https://www.hatvp.fr/pages_nominatives/huyghe-sebastien,,Opposition,Sébastien Huyghe,0.5713651947876455,0.0310727772310248,199,0.4616419344258717,0.2097077253158779,0.2110433734141267,intermédiaire,False,False,152.0,0.7638190954773869,572.0,43,24,18,1,0,0.0232558139534883,0.0,0.9767441860465116,42,41,1,0.9761904761904762,,Opposition,Nord,1969-10-25,25.5,108.5,0.3968091418657214,-0.18534550372177927
PA267204,0.6211459946702798,0.0541605839821576,Sermier,Jean-Marie,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Jura,Ancien viticulteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Jean-Marie Sermier,0.6211459946702798,0.0571841054192719,199,0.4616419344258717,0.2097077253158779,0.222792411027719,intermédiaire,False,False,167.0,0.8391959798994975,587.0,73,37,31,5,0,0.0684931506849315,0.0,0.9315068493150684,68,68,0,1.0,,Opposition,Jura,1961-03-05,144.0,36.5,0.4603507661406326,-0.1938672592253458
PA267227,0.3761120628717621,0.1580560137172569,Grosskost,Arlette,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Haut-Rhin,Avocate,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Arlette Grosskost,0.3761120628717621,0.1668795106333237,199,0.4616419344258717,0.2097077253158779,0.0999162561304696,proche,True,False,67.0,0.3366834170854271,484.0,51,22,28,1,0,0.0196078431372549,0.0,0.9803921568627452,50,49,1,0.98,,Opposition,Haut-Rhin,1953-07-19,15.0,94.5,0.30464493623531114,0.06976911335370213
PA267233,-0.238151746958336,-0.4121359451183318,Bouillon,Christophe,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Seine-Maritime,Fonctionnaire de catégorie A,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Christophe Bouillon,-0.238151746958336,-0.4351434862755894,316,-0.3421714223457844,-0.2915641736600459,0.1592408394234948,intermédiaire,False,False,245.0,0.7753164556962026,280.0,29,14,15,0,0,0.0,0.0,1.0,29,28,1,0.9655172413793104,,Majoritaire,Seine-Maritime,1969-03-04,109.5,220.0,-0.6639108805768985,-0.08548420296871237
PA267241,0.1923542402473614,0.0677888517526021,Demilly,Stéphane,PO656010,UDI,Union des démocrates et indépendants,UDI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Somme,Formateur en management,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Stéphane Demilly,0.1923542402473614,0.071573172958202,32,0.1629270516821792,0.1112757391863862,0.0525077975688315,proche,True,False,23.0,0.71875,407.0,137,35,68,34,0,0.2481751824817518,0.0,0.7518248175182481,103,103,0,1.0,,Opposition,Somme,1963-06-26,24.0,3.0,0.07080292448401829,0.1022303283914329
PA267246,0.2548789699884678,0.3387323286542942,Heinrich,Michel,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Vosges,Pharmacien retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Michel Heinrich,0.2548789699884678,0.3576421036572239,199,0.4616419344258717,0.2097077253158779,0.2437176065235723,intermédiaire,False,False,10.0,0.050251256281407,423.0,63,34,27,2,0,0.0317460317460317,0.0,0.9682539682539684,61,53,8,0.8688524590163934,,Opposition,Vosges,1946-02-15,49.5,195.0,0.3175969676931805,0.32722357519924195
PA267260,0.3373904015283631,0.0831433113988689,Poletti,Bérengère,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Ardennes,Sage-femme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Bérengère Poletti,0.3373904015283631,0.0877847972523073,199,0.4616419344258717,0.2097077253158779,0.1773611972713779,intermédiaire,False,False,41.0,0.2060301507537688,456.0,61,32,27,2,0,0.0327868852459016,0.0,0.9672131147540984,59,58,1,0.9830508474576272,,Opposition,Ardennes,1959-10-14,51.5,83.5,0.21646245055100483,0.02169298338768813
PA267266,0.3832774548689154,0.1033174983387934,Censi,Yves,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Aveyron,Ingénieur conseil,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Yves Censi,0.3832774548689154,0.109085210724599,199,0.4616419344258717,0.2097077253158779,0.1321358091225395,intermédiaire,False,False,78.0,0.3919597989949748,496.0,43,19,21,3,0,0.0697674418604651,0.0,0.9302325581395348,40,40,0,1.0,,Opposition,Aveyron,1964-02-08,148.0,36.5,0.27320865567875663,0.011261367858341087
PA267278,-0.3495841673980379,-0.0854306888829384,Martin,Philippe,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Gers,Préfet,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Philippe Martin,-0.3495841673980379,-0.0901998678731445,316,-0.3421714223457844,-0.2915641736600459,0.2062667261958741,intermédiaire,False,False,126.0,0.3987341772151899,147.0,12,9,1,2,0,0.1666666666666666,0.0,0.8333333333333334,10,10,0,1.0,,Majoritaire,Gers,1953-11-22,309.0,94.0,-0.5401850850572103,0.3089898278392585
PA267285,0.1635111893790116,0.3978768156615187,Wauquiez,Laurent,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,LWA,1,Haute-Loire,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/wauquiez-laurent,,Opposition,Laurent Wauquiez,0.1635111893790116,0.42008833911702,199,0.4616419344258717,0.2097077253158779,0.3525472276216363,éloigné,False,True,3.0,0.0150753768844221,400.0,46,21,22,3,0,0.0652173913043478,0.0,0.9347826086956522,43,43,0,1.0,,Opposition,Haute-Loire,1975-04-12,135.5,36.5,0.2737413604452894,0.4455759778496886
PA267289,0.4519264483730284,0.0944850686470329,Door,Jean-Pierre,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Loiret,Cardiologue,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Jean-Pierre Door,0.4519264483730284,0.0997597095304404,199,0.4616419344258717,0.2097077253158779,0.1156315323736113,intermédiaire,False,False,114.0,0.5728643216080402,533.0,70,40,28,2,0,0.0285714285714285,0.0,0.9714285714285714,68,68,0,1.0,,Opposition,Loiret,1942-04-01,36.5,36.5,0.3309451810958002,-0.04267799834723546
PA267306,-0.2379994612719043,0.4711980113626555,Chassaigne,André,PO656018,GDR,Gauche démocrate et républicaine,GDR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Puy-de-Dôme,Retraité de l'éducation nationale,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire,André Chassaigne,-0.2379994612719043,0.4975026998229925,15,-0.2407486590036925,0.3959014098790215,0.0753467735417626,proche,True,False,8.0,0.5333333333333333,281.0,246,119,97,30,0,0.1219512195121951,0.0,0.8780487804878049,214,214,0,1.0,,Minoritaire,Puy-de-Dôme,1950-07-02,4.0,3.0,-0.04886535202447362,0.7823383360870043
PA267317,0.291942722540871,0.4726953601580254,Le Mèner,Dominique,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Sarthe,Juriste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Dominique Le Mèner,0.291942722540871,0.4990836383038637,199,0.4616419344258717,0.2097077253158779,0.3129861316324687,éloigné,False,True,16.0,0.0804020100502512,430.0,35,11,23,1,0,0.0285714285714285,0.0,0.9714285714285714,34,30,4,0.8823529411764706,,Opposition,Sarthe,1958-11-12,36.5,191.0,0.445342539014518,0.43441289496310936
PA267327,0.4159788684393155,0.2838159101309609,Meslot,Damien,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Territoire de Belfort,Cadre bancaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Damien Meslot,0.4159788684393155,0.2996599691381115,199,0.4616419344258717,0.2097077253158779,0.0870467612946,proche,True,False,99.0,0.4974874371859296,517.0,45,22,21,2,0,0.0444444444444444,0.0,0.9555555555555556,43,42,1,0.9767441860465116,,Opposition,Territoire de Belfort,1964-11-11,79.0,106.0,0.4292886938682388,0.16705032990414959
PA267330,0.1338206897917846,0.1178381710090968,Zumkeller,Michel,PO656010,UDI,Union des démocrates et indépendants,UDI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Territoire de Belfort,Comptable,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Michel Zumkeller,0.1338206897917846,0.1244165017795647,32,0.1629270516821792,0.1112757391863862,0.0298369873466197,proche,True,False,9.0,0.28125,390.0,148,41,76,31,0,0.2094594594594594,0.0,0.7905405405405406,117,116,1,0.9914529914529916,,Opposition,Territoire de Belfort,1966-01-21,18.0,7.0,0.0511716352064715,0.18999827504006248
PA267336,-0.0944524763778744,-0.0313905913968194,Giraud,Joël,PO656022,RRDP,"Radical, républicain, démocrate et progressiste",RRDP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Hautes-Alpes,Administrateur civil hors-classe,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire,Joël Giraud,-0.0944524763778744,-0.0331429751237609,19,-0.1123661490660445,-0.1069845907361397,0.0776875305650272,proche,True,False,10.0,0.5263157894736842,366.0,223,146,54,23,0,0.1031390134529148,0.0,0.8968609865470852,197,194,3,0.9847715736040608,,Minoritaire,Hautes-Alpes,1959-10-14,14.0,3.0,-0.26514064412823996,0.19387601030981394
PA267355,0.3742495905995558,0.2287655851326707,Herth,Antoine,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Bas-Rhin,Agriculteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Antoine Herth,0.3742495905995558,0.2415364527981757,199,0.4616419344258717,0.2097077253158779,0.0894462060696458,proche,True,False,65.0,0.3266331658291457,482.0,58,24,28,6,0,0.1034482758620689,0.0,0.896551724137931,52,51,1,0.9807692307692308,,Opposition,Bas-Rhin,1963-02-14,185.5,90.0,0.35213385165393346,0.14047300429935522
PA267358,0.2933732360631564,0.297458847726414,Christ,Jean-Louis,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Haut-Rhin,Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Jean-Louis Christ,0.2933732360631564,0.314064525446883,199,0.4616419344258717,0.2097077253158779,0.189775167851306,intermédiaire,False,False,17.0,0.0854271356783919,431.0,38,14,22,2,0,0.0526315789473684,0.0,0.9473684210526316,36,35,1,0.9722222222222222,,Opposition,Haut-Rhin,1951-01-24,95.5,117.5,0.324688657838947,0.2612904788694619
PA267378,0.3573252986739176,0.3015408975021797,Levy,Geneviève,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Var,Expert foncier et commercial,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Geneviève Levy,0.3573252986739176,0.3183744561666293,199,0.4616419344258717,0.2097077253158779,0.1389794661394439,intermédiaire,False,False,55.0,0.2763819095477386,471.0,48,24,23,1,0,0.0208333333333333,0.0,0.9791666666666666,47,44,3,0.9361702127659576,,Opposition,Var,1948-02-24,19.0,174.0,0.38704419637328075,0.223137018527815
PA267407,-0.0495531516887087,-0.1059182451922256,Giacobbi,Paul,PO656022,RRDP,"Radical, républicain, démocrate et progressiste",RRDP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Haute-Corse,Administrateur civil au ministère de l'équipement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire,Paul Giacobbi,-0.0495531516887087,-0.1118311445993981,19,-0.1123661490660445,-0.1069845907361397,0.0628220481387245,proche,True,False,14.0,0.7368421052631579,370.0,187,127,48,12,0,0.0641711229946524,0.0,0.9358288770053476,169,162,7,0.9585798816568049,,Minoritaire,Haute-Corse,1957-06-04,4.0,12.0,-0.27523718602298736,0.09104598226554042
PA267429,0.4016382577557064,0.1552609114659997,Cinieri,Dino,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Loire,Consultant sécurité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Dino Cinieri,0.4016382577557064,0.163928371446084,199,0.4616419344258717,0.2097077253158779,0.0810240504562752,proche,True,False,90.0,0.4522613065326633,508.0,68,37,29,2,0,0.0294117647058823,0.0,0.9705882352941176,66,66,0,1.0,,Opposition,Loire,1955-07-09,41.0,36.5,0.32645396065284893,0.0501930766993033
PA267433,0.2408399596940143,0.3593942795285564,Bourdouleix,Gilles,PO645633,NI,Non inscrit,NI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Maine-et-Loire,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Gilles Bourdouleix,0.2408399596940143,0.3794575105470547,8,0.0715587072873585,0.3020217317389552,0.1787393399793005,intermédiaire,False,False,7.0,0.875,419.0,71,8,58,5,0,0.0704225352112676,0.0,0.9295774647887324,63,57,6,0.9047619047619048,,Opposition,Maine-et-Loire,1960-04-15,3.0,4.0,0.31891536445353763,0.35678112176772536
PA267450,0.4702439003075586,0.1195678957223584,Delatte,Rémi,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Côte-d'Or,Agriculteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Rémi Delatte,0.4702439003075586,0.1262427885932751,199,0.4616419344258717,0.2097077253158779,0.0905493384635053,proche,True,False,120.0,0.6030150753768844,539.0,53,27,23,3,0,0.0566037735849056,0.0,0.9433962264150944,50,49,1,0.98,,Opposition,Côte-d'Or,1956-06-09,111.5,94.5,0.36545203215074423,-0.03010967277883364
PA267457,0.5469180553098649,0.1498688295012798,Aboud,Élie,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6,Hérault,Médecin cardiologue (Chef de service),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Élie Aboud,0.5469180553098649,0.1582352758250789,199,0.4616419344258717,0.2097077253158779,0.104176342061582,intermédiaire,False,False,142.0,0.7135678391959799,562.0,42,16,25,1,0,0.0238095238095238,0.0,0.9761904761904762,41,41,0,1.0,,Opposition,Hérault,1959-10-12,27.0,36.5,0.45789819431488904,-0.05088948912408678
PA267459,0.3715736852540742,0.1775772896268492,Greff,Claude,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Indre-et-Loire,Infirmière,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Claude Greff,0.3715736852540742,0.1874905642346026,199,0.4616419344258717,0.2097077253158779,0.0956276864011664,proche,True,False,64.0,0.321608040201005,480.0,47,25,18,4,0,0.0851063829787234,0.0,0.9148936170212766,43,43,0,1.0,,Opposition,Indre-et-Loire,1954-06-02,168.0,36.5,0.3140106029624383,0.09194201481916446
PA267469,0.2961032959710875,-0.0673790355248086,Piron,Michel,PO656010,UDI,Union des démocrates et indépendants,UDI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Maine-et-Loire,"Enseignant, puis chef d'entreprise","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Michel Piron,0.2961032959710875,-0.0711404786877637,32,0.1629270516821792,0.1112757391863862,0.222830519835158,intermédiaire,False,False,32.0,1.0,433.0,1,0,1,0,0,0.0,0.0,1.0,1,1,0,1.0,,Opposition,Maine-et-Loire,1943-03-15,1.5,3.0,0.07325939456245525,-0.0989822483130422
PA267479,-0.3389640006946053,-0.0674725442221335,Mesquida,Kléber,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Hérault,Ingénieur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Kléber Mesquida,-0.3389640006946053,-0.0712392075199197,316,-0.3421714223457844,-0.2915641736600459,0.2241145821623106,intermédiaire,False,False,133.0,0.4208860759493671,157.0,23,8,11,4,0,0.1739130434782608,0.0,0.8260869565217391,19,18,1,0.9473684210526316,,Majoritaire,Hérault,1945-08-03,310.0,250.5,-0.5178009602301847,0.31963267535876394
PA267492,-0.3539360781921027,0.6374661280255953,Candelier,Jean-Jacques,PO656018,GDR,Gauche démocrate et républicaine,GDR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",16,Nord,Cadre A de la fonction publique territoriale,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire,Jean-Jacques Candelier,-0.3539360781921027,0.6730527550854979,15,-0.2407486590036925,0.3959014098790215,0.2667675109824405,éloigné,False,True,3.0,0.2,144.0,163,60,75,28,0,0.1717791411042944,0.0,0.8282208588957055,135,134,1,0.9925925925925926,,Minoritaire,Nord,1945-03-07,12.0,7.0,-0.041014198598620585,1.0221439466963318
PA267499,0.4064540911115144,0.2048357055598391,Guilloteau,Christophe,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",10,Rhône,Ancien assistant parlementaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Christophe Guilloteau,0.4064540911115144,0.2162706846776901,199,0.4616419344258717,0.2097077253158779,0.0554024785203088,proche,True,False,93.0,0.4673366834170854,511.0,39,12,25,2,0,0.0512820512820512,0.0,0.9487179487179488,37,35,2,0.945945945945946,,Opposition,Rhône,1958-06-18,91.0,163.0,0.36544544604950985,0.09572783669197259
PA2675,0.1961105437335833,0.086412225399419,Santini,André,PO656010,UDI,Union des démocrates et indépendants,UDI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",10,Hauts-de-Seine,Maître de conférences à l'Université,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,André Santini,0.1961105437335833,0.0912361987895501,32,0.1629270516821792,0.1112757391863862,0.0414649063975828,proche,True,False,24.0,0.75,408.0,138,37,64,37,0,0.2681159420289855,0.0,0.7318840579710145,101,100,1,0.99009900990099,,Opposition,Hauts-de-Seine,1940-10-20,27.0,8.5,0.08726259775090414,0.11805221897757431
PA267506,0.5372007248570666,0.1369143318432454,Vitel,Philippe,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Var,Chirurgien plasticien,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Philippe Vitel,0.5372007248570666,0.1445575917001295,199,0.4616419344258717,0.2097077253158779,0.1049190590154463,intermédiaire,False,False,139.0,0.6984924623115578,559.0,73,38,29,6,0,0.0821917808219178,0.0,0.9178082191780822,67,66,1,0.9850746268656716,,Opposition,Var,1955-02-22,165.0,75.0,0.43983737512318405,-0.05721123515530971
PA267512,0.22606526552224,0.4816663405257291,Marc,Alain,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Aveyron,Retraité de l'enseignement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Alain Marc,0.22606526552224,0.5085554247829384,199,0.4616419344258717,0.2097077253158779,0.3598025226684649,éloigné,False,True,6.0,0.0301507537688442,415.0,1,0,1,0,0,0.0,0.0,1.0,1,1,0,1.0,,Opposition,Aveyron,1957-01-29,4.0,36.5,0.39028166007370285,0.4866610903730694
PA267527,0.781315023965506,0.230545442286449,Saddier,Martial,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Haute-Savoie,Ancien cadre à la Chambre d'agriculture d'Annecy,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Martial Saddier,0.781315023965506,0.2434156707022226,199,0.4616419344258717,0.2097077253158779,0.3203515172811901,éloigné,False,True,189.0,0.949748743718593,610.0,65,39,25,1,0,0.0153846153846153,0.0,0.9846153846153848,64,64,0,1.0,,Opposition,Haute-Savoie,1969-10-15,11.0,36.5,0.7321889811564783,-0.12616087435405565
PA267532,0.7451081386133523,0.2986831247850912,Francina,Marc,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Haute-Savoie,Conseiller financier et bancaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Marc Francina,0.7451081386133523,0.3153571479268927,199,0.4616419344258717,0.2097077253158779,0.2971021888629643,éloigné,False,True,187.0,0.9396984924623116,608.0,49,25,22,2,0,0.0408163265306122,0.0,0.9591836734693876,47,47,0,1.0,,Opposition,Haute-Savoie,1948-02-02,67.5,36.5,0.7459265616375015,-0.03534035563367474
