active_senators,model_senators,model_roll_calls,model_rows,dim1_multiplier,dim2_multiplier,lrem_mean_dim2,crc_mean_dim1,ump_mean_dim1
348,348,3558,482544,1,0.564,0.4329764633827035,-0.6452922563535086,0.6571054778305727
