acteur_id,dim1,dim2,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique,full_name
PA841067,0.7392605260149917,0.05635124931609361,Allegret-Pilot,Alexandre,PO872880,UDDPLR,Union des droites pour la République,UDR,M.,AAL,5,Gard,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/allegret-pilot-alexandre-27429,#3367A7,,Alexandre Allegret-Pilot
PA841075,0.7560671197462746,-0.09680110355356722,Josserand,Sylvie,PO845401,RN,Rassemblement National,RN,Mme,SJS,6,Gard,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/josserand-sylvie-27442,#313567,,Sylvie Josserand
PA841091,-0.6024752270992284,0.12973660012001204,Simion,Arnaud,PO845419,SOC,Socialistes et apparentés,SOC,M.,ASM,6,Haute-Garonne,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/simion-arnaud-8003,#F5B4CE,,Arnaud Simion
PA841107,-0.591636329186279,0.11492094916128301,Oberti,Jacques,PO845419,SOC,Socialistes et apparentés,SOC,M.,JOB,10,Haute-Garonne,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/oberti-jacques,#F5B4CE,,Jacques Oberti
PA841131,0.7563321291675911,-0.07784875327351462,Bouquin,Manon,PO845401,RN,Rassemblement National,RN,Mme,MBU,4,Hérault,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bouquin-manon-27517,#313567,,Manon Bouquin
PA841139,0.8716955384756965,-0.14239034180382093,Gabarron,Julien,PO845401,RN,Rassemblement National,RN,M.,JGA,6,Hérault,Cadre Commercial,https://www.hatvp.fr/pages_nominatives/gabarron-julien-27424,#313567,,Julien Gabarron
PA841151,0.08851358290892701,0.25989842886458187,Fruchon,Alix,PO845425,DR,Droite Républicaine,DR,Mme,AFRU,2,Indre,Juriste,https://www.hatvp.fr/pages_nominatives/fruchon-alix-29923,#8CB0DC,,Alix Fruchon
PA841183,0.6294870385230892,0.08050386378489982,Mansouri,Hanane,PO872880,UDDPLR,Union des droites pour la République,UDR,Mme,HMA,8,Isère,"(84) - Elève, étudiant",https://www.hatvp.fr/pages_nominatives/mansouri-hanane-27498,#3367A7,,Hanane Mansouri
PA841191,-0.764907383529762,-0.32734938506171773,Nosbé,Sandrine,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,SNO,9,Isère,(54) - Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/nosbe-sandrine-27509,#C00D0D,,Sandrine Nosbé
PA841199,0.6939981353902215,-0.07755399098472872,Perez,Thierry,PO845401,RN,Rassemblement National,RN,M.,TPE,10,Isère,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/perez-thierry-27484,#313567,,Thierry Perez
PA841207,0.6619599298448886,0.06440279572424501,Alloncle,Charles,PO847173,UDR,UDR,UDR,M.,CAL,9,Hérault,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/alloncle-charles-27438,#3367A7,,Charles Alloncle
PA841215,-0.7232604941016537,-0.29257287872119336,Mesmeur,Marie,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,MME,1,Ille-et-Vilaine,Educatrice spécialisée,https://www.hatvp.fr/pages_nominatives/mesmeur-marie-27489,#C00D0D,,Marie Mesmeur
PA841223,-0.7172390379824299,-0.07694124921330141,Lahais,Tristan,PO845439,ECOS,Écologiste et Social,EcoS,M.,TLA,2,Ille-et-Vilaine,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/lahais-tristan,#77AA79,,Tristan Lahais
PA841243,-0.59964188127456,0.12609390920475344,Saint-Pasteur,Sébastien,PO845419,SOC,Socialistes et apparentés,SOC,M.,SSA,7,Gironde,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/saint-pasteur-sebastien-21765,#F5B4CE,,Sébastien Saint-Pasteur
PA841251,-0.8309619313137313,-0.34506059028323577,Feld,Mathilde,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,MFD,12,Gironde,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/feld-mathilde-27420,#C00D0D,,Mathilde Feld
PA841295,-0.5926158254021396,0.08170757058215941,Courbon,Pierrick,PO845419,SOC,Socialistes et apparentés,SOC,M.,PCU,1,Loire,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/courbon-pierrick-27487,#F5B4CE,,Pierrick Courbon
PA841315,-0.6561018198774884,0.13320350676075032,Benbrahim,Karim,PO845419,SOC,Socialistes et apparentés,SOC,M.,KBN,1,Loire-Atlantique,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/benbrahim-karim-27472,#F5B4CE,,Karim Benbrahim
PA841327,-0.6007298160344464,0.12072239505127852,Roussel,Fabrice,PO845419,SOC,Socialistes et apparentés,SOC,M.,FRO,5,Loire-Atlantique,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/roussel-fabrice-16764,#F5B4CE,,Fabrice Roussel
PA841339,0.28668453084435325,0.3287143747868422,Brard,Jean-Michel,PO845470,HOR,Horizons & Indépendants,HOR,M.,JBD,9,Loire-Atlantique,(22) - Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/brard-jean-michel,#B5E2F9,,Jean-Michel Brard
PA841351,-0.6379759982194503,-0.09732172484951841,Duplessy,Emmanuel,PO845439,ECOS,Écologiste et Social,EcoS,M.,EDU,2,Loiret,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/duplessy-emmanuel-27499,#77AA79,,Emmanuel Duplessy
PA841359,0.027522134184586104,0.24982909710842932,de Pélichy,Constance,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,Mme,CPE,3,Loiret,Cadre supérieur,https://www.hatvp.fr/pages_nominatives/de-pelichy-constance-12077,#FFD96F,,Constance de Pélichy
PA841367,-0.5750826316118486,0.11598058198855192,Proença,Christophe,PO845419,SOC,Socialistes et apparentés,SOC,M.,CPR,2,Lot,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/proenca-christophe-20503,#F5B4CE,,Christophe Proença
PA841377,0.41338223672654684,0.2887009433647972,Rey-Rinchet,Emeline,PO845425,DR,Droite Républicaine,DR,Mme,ERE,3,Lot-et-Garonne,Ostéopathe,https://www.hatvp.fr/pages_nominatives/rey-rinchet-emeline-30410,#8CB0DC,,Emeline Rey-Rinchet
PA841381,-0.46588490036672386,0.14561637825267262,Pantel,Sophie,PO845419,SOC,Socialistes et apparentés,SOC,Mme,SPN,1,Lozère,Cadre de la fonction publique d'État,https://www.hatvp.fr/pages_nominatives/pantel-sophie,#F5B4CE,,Sophie Pantel
PA841395,0.7413058524850785,0.043987350382714605,Michelet,Maxime,PO872880,UDDPLR,Union des droites pour la République,UDR,M.,MMI,3,Marne,Historien,https://www.hatvp.fr/pages_nominatives/michelet-maxime-27504,#3367A7,,Maxime Michelet
PA841419,-0.713068717280309,-0.09954542322642831,Girard,Damien,PO845439,ECOS,Écologiste et Social,EcoS,M.,DGI,5,Morbihan,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/girard-damien-27427,#77AA79,,Damien Girard
PA841431,0.20935179280387942,0.36463378617450015,Colin-Oesterlé,Nathalie,PO845470,HOR,Horizons & Indépendants,HOR,Mme,NCO,3,Moselle,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/colin-oesterle-nathalie,#B5E2F9,,Nathalie Colin-Oesterlé
PA841439,0.8337308443612528,-0.14014163858339604,Jenft,Pascal,PO845401,RN,Rassemblement National,RN,M.,PJE,5,Moselle,(21) - Artisan,https://www.hatvp.fr/pages_nominatives/jenft-pascal-27440,#313567,,Pascal Jenft
PA841451,0.8051814195677508,-0.12167766030704522,Guibert,Julien,PO845401,RN,Rassemblement National,RN,M.,JGU,2,Nièvre,(46) - Profession intermédiaire administrative et commerciale des entreprises,https://www.hatvp.fr/pages_nominatives/guibert-julien-27431,#313567,,Julien Guibert
PA841463,-0.5974554518924717,0.11000593008835281,Mercier,Estelle,PO845419,SOC,Socialistes et apparentés,SOC,Mme,EME,1,Meurthe-et-Moselle,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/mercier-estelle-19015,#F5B4CE,,Estelle Mercier
PA841471,-0.47541095821896684,0.06808163962508622,Hablot,Stéphane,PO845419,SOC,Socialistes et apparentés,SOC,M.,SHA,2,Meurthe-et-Moselle,Education nationale,https://www.hatvp.fr/pages_nominatives/hablot-stephane,#F5B4CE,,Stéphane Hablot
PA841479,0.7302765627474309,-0.10176605100291311,Weber,Frédéric,PO845401,RN,Rassemblement National,RN,M.,FWE,3,Meurthe-et-Moselle,(43) - Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/weber-frederic-27513,#313567,,Frédéric Weber
PA841487,0.5281315638212223,-0.056751776264618005,Boulogne,Anthony,PO845401,RN,Rassemblement National,RN,M.,ABU,6,Meurthe-et-Moselle,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/boulogne-anthony-27516,#313567,,Anthony Boulogne
PA841495,0.5589608146108768,-0.060527740993028704,Amblard,Maxime,PO845401,RN,Rassemblement National,RN,M.,MAM,1,Meuse,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/amblard-maxime-27439,#313567,,Maxime Amblard
PA841507,-0.7668439211852162,-0.10538221552348422,Bonnet,Nicolas,PO845439,ECOS,Écologiste et Social,EcoS,M.,NBO,3,Puy-de-Dôme,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/bonnet-nicolas-17262,#77AA79,,Nicolas Bonnet
PA841515,-0.8099545805237108,-0.33334617778444586,Le Coq,Aurélien,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,ACQ,1,Nord,(54) - Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/le-coq-aurelien-27462,#C00D0D,,Aurélien Le Coq
PA841531,-0.6445857591804258,-0.27417269084993423,Bentorki,Shéhérazade,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,SBEN,8,Nord,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/bentorki-sheherazade-30307,#C00D0D,,Shéhérazade Bentorki
PA841543,-0.017919649794190702,0.28167435987254796,Bodart,Jean,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,JBOD,13,Nord,Retraité de la sidérurgie,https://www.hatvp.fr/pages_nominatives/bodart-jean-26759,#FFD96F,,Jean Bodart
PA841553,0.812649984915437,-0.13896156199151732,Tesson,Thierry,PO845401,RN,Rassemblement National,RN,M.,TTE,17,Nord,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/tesson-thierry-27465,#313567,,Thierry Tesson
PA841563,0.8007433065681552,-0.12097917585331282,Marais-Beuil,Claire,PO845401,RN,Rassemblement National,RN,Mme,CMR,1,Oise,Profession libérale,https://www.hatvp.fr/pages_nominatives/marais-beuil-claire-27496,#313567,,Claire Marais-Beuil
PA841575,0.7329009211538506,-0.11112904883042092,Vos,Frédéric-Pierre,PO845401,RN,Rassemblement National,RN,M.,FVO,5,Oise,avocat,https://www.hatvp.fr/pages_nominatives/vos-frederic-pierre-27512,#313567,,Frédéric-Pierre Vos
PA841587,0.8082013768950217,-0.11550888227059382,Magnier,David,PO845401,RN,Rassemblement National,RN,M.,DMA,7,Oise,"(48) - Contremaître, agent de maîtrise",https://www.hatvp.fr/pages_nominatives/magnier-david-27488,#313567,,David Magnier
PA841595,0.39062562476743695,0.27755908974507054,Chazé,Cendrine,PO845425,DR,Droite Républicaine,DR,Mme,CFOC,3,Orne,Secrétaire de mairie,https://www.hatvp.fr/pages_nominatives/chaze-cendrine-30333,#8CB0DC,,Cendrine Chazé
PA841605,0.759918872200303,-0.10980020711304782,Golliot,Antoine,PO845401,RN,Rassemblement National,RN,M.,AGO,5,Pas-de-Calais,(47) - Technicien,https://www.hatvp.fr/pages_nominatives/golliot-antoine-27428,#313567,,Antoine Golliot
PA841613,0.782975118956843,-0.11230656006872651,de Fleurian,Marc,PO845401,RN,Rassemblement National,RN,M.,MFL,7,Pas-de-Calais,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/de-fleurian-marc-27491,#313567,,Marc de Fleurian
PA841621,0.7064504052549946,-0.08912034636110801,Evrard,Auguste,PO845401,RN,Rassemblement National,RN,M.,AEV,8,Pas-de-Calais,Collaborateur de cabinet en mairie,https://www.hatvp.fr/pages_nominatives/evrard-auguste-27502,#313567,,Auguste Evrard
PA841633,-0.6132303120376491,0.022575674890236104,Dufau,Peio,PO845419,SOC,Socialistes et apparentés,SOC,M.,PDU,6,Pyrénées-Atlantiques,"(48) - Contremaître, agent de maîtrise",https://www.hatvp.fr/pages_nominatives/dufau-peio-27497,#F5B4CE,,Peio Dufau
PA841645,0.5082796248583219,-0.058302809420131205,Bernhardt,Théo,PO845401,RN,Rassemblement National,RN,M.,TBR,8,Bas-Rhin,Ingénieur de recherche,https://www.hatvp.fr/pages_nominatives/bernhardt-theo-27503,#313567,,Théo Bernhardt
PA841657,-0.7098525007659131,-0.25960825466126186,Belouassa-Cherifi,Anaïs,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,ABL,1,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/belouassa-cherifi-anais-27471,#C00D0D,,Anaïs Belouassa-Cherifi
PA841665,-0.6153972764484164,0.11039531235798192,Fégné,Denis,PO845419,SOC,Socialistes et apparentés,SOC,M.,DFE,2,Hautes-Pyrénées,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/fegne-denis,#F5B4CE,,Denis Fégné
PA841681,-0.5607556891203161,0.13609153886178743,Sother,Thierry,PO845419,SOC,Socialistes et apparentés,SOC,M.,TSO,3,Bas-Rhin,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/sother-thierry-27455,#F5B4CE,,Thierry Sother
PA841701,-0.746370407594075,-0.08451471238262262,Balage El Mariky,Léa,PO845439,ECOS,Écologiste et Social,EcoS,Mme,LBL,3,Paris,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/balage-el-mariky-lea-27449,#77AA79,,Léa Balage El Mariky
PA841713,-0.775598798165464,-0.09393979316657991,Tavernier,Boris,PO845439,ECOS,Écologiste et Social,EcoS,M.,BTA,2,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/tavernier-boris-27461,#77AA79,,Boris Tavernier
PA841717,-0.629150739920798,0.12912099174488323,Runel,Sandrine,PO845419,SOC,Socialistes et apparentés,SOC,Mme,SRU,4,Rhône,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/runel-sandrine-20016,#F5B4CE,,Sandrine Runel
PA841729,-0.6933908075720101,-0.31003741259310186,Lahmar,Abdelkader,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,ALA,7,Rhône,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/lahmar-abdelkader-27452,#C00D0D,,Abdelkader Lahmar
PA841737,0.7411799808837254,-0.08502876435311602,Gery,Jonathan,PO845401,RN,Rassemblement National,RN,M.,JGY,8,Rhône,(53) - Policier et militaire,https://www.hatvp.fr/pages_nominatives/gery-jonathan-27426,#313567,,Jonathan Gery
PA841749,0.8821697739715583,-0.13493529494335402,Joncour,Tiffany,PO845401,RN,Rassemblement National,RN,Mme,TJO,13,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/joncour-tiffany-27441,#313567,,Tiffany Joncour
PA841761,0.7335388661515488,-0.09819580902600251,Dutremble,Aurélien,PO845401,RN,Rassemblement National,RN,M.,ADT,3,Saône-et-Loire,(47) - Technicien hospitalier,https://www.hatvp.fr/pages_nominatives/dutremble-aurelien-27501,#313567,,Aurélien Dutremble
PA841769,0.6654534131173522,0.041898738184346904,Michoux,Éric,PO872880,UDDPLR,Union des droites pour la République,UDR,M.,EMI,4,Saône-et-Loire,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/michoux-eric-27505,#3367A7,,Éric Michoux
PA841801,0.03978947084885471,0.556762030077299,Carteron,Danièle,PO845407,EPR,Ensemble pour la République,EPR,Mme,DCA,2,Haute-Savoie,Cheffe d'entreprise,https://www.hatvp.fr/pages_nominatives/carteron-daniele-28147,#7B4591,,Danièle Carteron
PA841813,-0.5678315674276826,0.10517895213972381,Herouin-Léautey,Florence,PO845419,SOC,Socialistes et apparentés,SOC,Mme,FHE,1,Seine-Maritime,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/herouin-leautey-florence,#F5B4CE,,Florence Herouin-Léautey
PA841825,0.7474212445587783,-0.09857474520676292,Martin,Patrice,PO845401,RN,Rassemblement National,RN,M.,PMR,6,Seine-Maritime,(11) - Agriculteur sur petite exploitation,https://www.hatvp.fr/pages_nominatives/martin-patrice-27490,#313567,,Patrice Martin
PA841837,0.8546193732849192,-0.13395411834618812,Le Bourgeois,Robert,PO845401,RN,Rassemblement National,RN,M.,RBO,10,Seine-Maritime,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/le-bourgeois-robert-27460,#313567,,Robert Le Bourgeois
PA841845,-0.8198078669648243,-0.34691940150503703,Saint-Martin,Arnaud,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,ASN,1,Seine-et-Marne,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/saint-martin-arnaud-27422,#C00D0D,,Arnaud Saint-Martin
PA841853,-0.619592550331165,0.11516291216864472,Hervieu,Céline,PO845419,SOC,Socialistes et apparentés,SOC,Mme,CHR,11,Paris,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/hervieu-celine-21742,#F5B4CE,,Céline Hervieu
PA841873,0.8535893851759422,-0.13266046314688174,Limongi,Julien,PO845401,RN,Rassemblement National,RN,M.,JLI,4,Seine-et-Marne,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/limongi-julien-27485,#313567,,Julien Limongi
PA841885,-0.7020454061582123,-0.09862703115915632,Bonnet,Arnaud,PO845439,ECOS,Écologiste et Social,EcoS,M.,ABN,8,Seine-et-Marne,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/bonnet-arnaud-27515,#77AA79,,Arnaud Bonnet
PA841893,-0.5948436268215403,0.051162826889355105,Thiébault-Martinez,Céline,PO845419,SOC,Socialistes et apparentés,SOC,Mme,CTH,9,Seine-et-Marne,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/thiebault-martinez-celine-27466,#F5B4CE,,Céline Thiébault-Martinez
PA841919,-0.6009060305795948,0.10151392932714381,Diop,Dieynaba,PO845419,SOC,Socialistes et apparentés,SOC,Mme,DDI,9,Yvelines,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/diop-dieynaba-27493,#F5B4CE,,Dieynaba Diop
PA841927,0.16129336305961453,0.5420031211006695,Ronceret,Anne-Sophie,PO845407,EPR,Ensemble pour la République,EPR,Mme,ARO,10,Yvelines,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/ronceret-anne-sophie-26732,#7B4591,,Anne-Sophie Ronceret
PA841931,0.09714574475079801,0.2589739801490937,Mazaury,Laurent,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,LMA,11,Yvelines,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/mazaury-laurent-21279,#FFD96F,,Laurent Mazaury
PA841947,-0.8218504243452495,-0.34014010394383976,Hamdane,Zahia,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,ZHA,2,Somme,(43) - Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/hamdane-zahia-27436,#C00D0D,,Zahia Hamdane
PA841955,0.8464768592689106,-0.10918004771329821,Renault,Matthias,PO845401,RN,Rassemblement National,RN,M.,MRN,3,Somme,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/renault-matthias-27415,#313567,,Matthias Renault
PA841973,0.7074796839098472,0.05966764031310941,Carbonnel,Pierre-Henri,PO872880,UDDPLR,Union des droites pour la République,UDR,M.,PHCA,1,Tarn-et-Garonne,Agriculteur,https://www.hatvp.fr/pages_nominatives/carbonnel-pierre-henri-29796,#3367A7,,Pierre-Henri Carbonnel
PA841981,0.8584390913086508,-0.14282643610125093,Rimbert,Catherine,PO845401,RN,Rassemblement National,RN,Mme,CRI,5,Vaucluse,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/rimbert-catherine-27416,#313567,,Catherine Rimbert
PA842001,0.5738817649363389,-0.07587230030327301,Bigot,Guillaume,PO845401,RN,Rassemblement National,RN,M.,GBI,2,Territoire de Belfort,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/bigot-guillaume-27510,#313567,,Guillaume Bigot
PA842013,-0.7286328467071881,-0.08936707302197441,Gustave,Steevy,PO845439,ECOS,Écologiste et Social,EcoS,M.,SGU,3,Essonne,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/gustave-steevy-27433,#77AA79,,Steevy Gustave
PA842029,-0.8206081898246077,-0.34722496763972777,Lejeune,Claire,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,CLJ,7,Essonne,"34 - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/lejeune-claire-27477,#C00D0D,,Claire Lejeune
PA842037,-0.8275275834654917,-0.36814432063011815,Cernon,Bérenger,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,BCE,8,Essonne,"(65) - Ouvrier qualifié de la manutention, du magasinage et du transport",https://www.hatvp.fr/pages_nominatives/cernon-berenger-27456,#C00D0D,,Bérenger Cernon
PA842045,-0.7131683408478544,-0.09264784696199191,Ozenne,Julie,PO845439,ECOS,Écologiste et Social,EcoS,Mme,JOZ,9,Essonne,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/ozenne-julie-27478,#77AA79,,Julie Ozenne
PA842073,0.34290383548582204,-0.016594320687515603,Dussausaye,Gaëtan,PO845401,RN,Rassemblement National,RN,M.,GDU,2,Vosges,(55) - Employé de commerce,https://www.hatvp.fr/pages_nominatives/dussausaye-gaetan-27500,#313567,,Gaëtan Dussausaye
PA842085,0.9075360243437809,-0.14662736549053884,Humbert,Sébastien,PO845401,RN,Rassemblement National,RN,M.,SHU,4,Vosges,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/humbert-sebastien-27437,#313567,,Sébastien Humbert
PA842097,0.7727990926947299,-0.12090031340242412,Roy,Sophie-Laurence,PO845401,RN,Rassemblement National,RN,Mme,SRY,2,Yonne,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/roy-sophie-laurence-27419,#313567,,Sophie-Laurence Roy
PA842105,-0.8372526829147563,-0.36563692348042953,Arnault,Raphaël,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,RAN,1,Vaucluse,(52) - Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/arnault-raphael-27446,#C00D0D,,Raphaël Arnault
PA842121,0.34637614862898314,0.29788697796480007,Tryzna,Nicolas,PO845425,DR,Droite Républicaine,DR,M.,NTR,7,Val-de-Marne,Formateur,https://www.hatvp.fr/pages_nominatives/tryzna-nicolas,#8CB0DC,,Nicolas Tryzna
PA842125,0.26096226475375817,0.40055948796893787,Lam,Thomas,PO845470,HOR,Horizons & Indépendants,HOR,M.,TLM,2,Hauts-de-Seine,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/lam-thomas-27453,#B5E2F9,,Thomas Lam
PA842141,0.39796651853788473,0.330703636761802,de Maistre,Élisabeth,PO845425,DR,Droite Républicaine,DR,Mme,EMAI,9,Hauts-de-Seine,Avocat,https://www.hatvp.fr/pages_nominatives/de-maistre-elisabeth-18590,#8CB0DC,,Élisabeth de Maistre
PA842147,0.04355281693139801,0.48748494810818105,Mongardien,Christophe,PO845407,EPR,Ensemble pour la République,EPR,M.,CMO,13,Hauts-de-Seine,Ingénieur - Responsable Support Technique Grands Comptes,https://www.hatvp.fr/pages_nominatives/mongardien-christophe-28142,#7B4591,,Christophe Mongardien
PA842155,-0.7737340357907773,-0.32045830360508204,Diouara,Aly,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,M.,ADI,5,Seine-Saint-Denis,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/diouara-aly-27494,#C00D0D,,Aly Diouara
PA842183,0.25970081459484906,0.39554484771237086,Blanchard,Benoît,PO845470,HOR,Horizons & Indépendants,HOR,M.,BBLA,4,Val-d'Oise,Directeur d'un laboratoire de recherche,https://www.hatvp.fr/pages_nominatives/blanchard-benoit-29920,#B5E2F9,,Benoît Blanchard
PA842187,-0.7661227271353708,-0.30715642466089316,Cathala,Gabrielle,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,Mme,GCA,6,Val-d'Oise,Secrétaire générale de groupe parlementaire,https://www.hatvp.fr/pages_nominatives/cathala-gabrielle-27451,#C00D0D,,Gabrielle Cathala
PA842195,-0.5997929391362222,0.11887268381977321,Eskenazi,Romain,PO845419,SOC,Socialistes et apparentés,SOC,M.,RES,7,Val-d'Oise,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/eskenazi-romain-10822,#F5B4CE,,Romain Eskenazi
PA842211,-0.5482308325600362,0.060744204025590304,Bellay,Béatrice,PO845419,SOC,Socialistes et apparentés,SOC,Mme,BBY,3,Martinique,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bellay-beatrice-27470,#F5B4CE,,Béatrice Bellay
PA842227,0.7253435502048236,-0.09928099069301881,Rivière,Joseph,PO845401,RN,Rassemblement National,RN,M.,JRI,3,Réunion,(45) - Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/riviere-joseph-27417,#313567,,Joseph Rivière
PA842255,0.8101297619177525,-0.12403477794905632,Sicard,Anne,PO845401,RN,Rassemblement National,RN,Mme,ASC,1,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/sicard-anne-27447,#313567,,Anne Sicard
PA842263,-0.5643166351931515,0.10561780696264432,Hadizadeh,Ayda,PO845419,SOC,Socialistes et apparentés,SOC,Mme,AHA,2,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/hadizadeh-ayda-27435,#F5B4CE,,Ayda Hadizadeh
PA842271,-0.5167178349060422,-0.08580015713674011,Maurel,Emmanuel,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,M.,EMA,3,Val-d'Oise,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/maurel-emmanuel,#830E21,,Emmanuel Maurel
