acteur_id,groupe_code,groupe_libelle_court,nom,prenom,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share
PA795868,GDR,GDR,Castor,Jean-Victor,726,372,324,30,0,0.04132231404958678,0.0,0.9586776859504132
PA795876,GDR,GDR,Rimane,Davy,273,147,116,10,0,0.03663003663003663,0.0,0.9633699633699634
PA795884,EPR,EPR,Ferracci,Marc,701,214,478,4,5,0.005706134094151213,0.007132667617689016,0.9871611982881597
PA795900,RN,RN,Hamelet,Marine,6443,3398,2544,501,0,0.0777588080086916,0.0,0.9222411919913084
PA795908,EPR,EPR,Chenevard,Yannick,1527,502,1005,20,0,0.01309757694826457,0.0,0.9869024230517355
PA795912,RN,RN,Lavalette,Laure,818,414,364,40,0,0.0488997555012225,0.0,0.9511002444987775
PA795920,EPR,EPR,Thevenot,Prisca,2829,879,1891,59,0,0.020855425945563805,0.0,0.9791445740544362
PA795954,EPR,EPR,Ibled,Catherine,1174,377,786,11,0,0.009369676320272573,0.0,0.9906303236797275
PA795962,EPR,EPR,Missoffe,Joséphine,2221,778,1353,90,0,0.040522287257991896,0.0,0.9594777127420081
PA795966,RN,RN,Rambaud,Stéphane,2292,1206,905,181,0,0.07897033158813263,0.0,0.9210296684118674
PA795974,RN,RN,Lottiaux,Philippe,3700,1861,1531,308,0,0.08324324324324324,0.0,0.9167567567567567
PA795982,LFI-NFP,LFI-NFP,Saintoul,Aurélien,3498,1745,1554,199,0,0.05688965122927387,0.0,0.9431103487707261
PA795998,GDR,GDR,K/Bidi,Émeline,969,470,437,62,0,0.06398348813209494,0.0,0.936016511867905
PA796010,GDR,GDR,Maillot,Frédéric,701,354,290,57,0,0.08131241084165478,0.0,0.9186875891583453
PA796018,ECOS,EcoS,Simonnet,Danielle,2420,1034,1300,86,0,0.03553719008264463,0.0,0.9644628099173553
PA796026,RN,RN,Lechanteux,Julie,1467,788,557,122,0,0.08316291751874574,0.0,0.9168370824812543
PA796034,RN,RN,Giletti,Frank,2063,1184,751,128,0,0.06204556471158507,0.0,0.9379544352884149
PA796042,RN,RN,Boccaletti,Frédéric,2807,1410,1160,237,0,0.08443177769861061,0.0,0.9155682223013893
PA796050,RN,RN,Schreck,Philippe,2291,1276,881,134,0,0.058489742470536885,0.0,0.9415102575294632
PA796062,LFI-NFP,LFI-NFP,Portes,Thomas,2996,1508,1365,123,0,0.041054739652870494,0.0,0.9589452603471295
PA796070,LFI-NFP,LFI-NFP,Gaillard,Perceval,2597,1290,1192,115,0,0.04428186368887178,0.0,0.9557181363111282
PA796078,LIOT,LIOT,Youssouffa,Estelle,625,322,270,33,0,0.0528,0.0,0.9472
PA796090,LFI-NFP,LFI-NFP,Caron,Aymeric,1562,745,706,111,0,0.07106274007682459,0.0,0.9289372599231754
PA796106,GDR,GDR,Bénard,Édouard,1388,610,659,119,0,0.08573487031700289,0.0,0.9142651296829971
PA796118,RN,RN,Auzanot,Bénédicte,1617,803,691,123,0,0.07606679035250463,0.0,0.9239332096474954
PA805166,DEM,Dem,Bergantz,Anne,3899,1076,2654,169,0,0.043344447294177996,0.0,0.956655552705822
PA817203,EPR,EPR,Miller,Laure,1557,555,953,49,0,0.03147077713551702,0.0,0.968529222864483
PA817211,LFI-NFP,LFI-NFP,Pilato,René,3383,1414,1811,158,0,0.04670410877919007,0.0,0.9532958912208099
PA822617,LIOT,LIOT,Froger,Martine,398,205,171,22,0,0.05527638190954774,0.0,0.9447236180904522
PA822617,SOC,SOC,Froger,Martine,1398,684,613,101,0,0.07224606580829757,0.0,0.9277539341917024
PA826635,SOC,SOC,Rousseau,Aurélien,1953,812,949,192,0,0.09831029185867896,0.0,0.901689708141321
PA840067,RN,RN,Tomatis,Gabriel,248,180,56,12,0,0.04838709677419355,0.0,0.9516129032258065
PA840075,RN,RN,Casterman,Eddy,2711,1331,1219,161,0,0.059387679822943566,0.0,0.9406123201770564
PA840107,RN,RN,Chaumeil,Bernard,155,104,44,7,0,0.04516129032258064,0.0,0.9548387096774194
PA840119,NI,NI,Delannoy,Sandra,34,23,10,1,0,0.029411764705882353,0.0,0.9705882352941176
