acteur_id,dim1,dim2,nom,prenom,civilite,trigramme,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp,full_name
PA840765,0.0930028183788864,0.5186326231299115,Lhardit,Laurent,M.,LLH,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Bouches-du-Rhône,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/lhardit-laurent-19668,Laurent Lhardit
PA840773,0.0397052693123693,-0.7187064446001943,Fayssat,Olivier,M.,OFY,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,6,Bouches-du-Rhône,Dirigeant d'entreprise,https://www.hatvp.fr/pages_nominatives/fayssat-olivier-27418,Olivier Fayssat
PA840781,-0.0878417226619334,-0.705710590339067,Tonussi,Romain,M.,RTO,PO845401,RN,Rassemblement National,RN,#313567,,8,Bouches-du-Rhône,(45) - Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/tonussi-romain-27506,Romain Tonussi
PA840793,0.0525792267453854,0.3906903971809681,Pena,Marc,M.,MPE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,11,Bouches-du-Rhône,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/pena-marc-27483,Marc Pena
PA840801,-0.0896625300726423,-0.7389598528918758,Fouquart,Emmanuel,M.,EFO,PO845401,RN,Rassemblement National,RN,#313567,,13,Bouches-du-Rhône,Retraité militaire,https://www.hatvp.fr/pages_nominatives/fouquart-emmanuel-27421,Emmanuel Fouquart
PA840809,0.1009963063142877,-0.6323264721655082,Verny,Gérault,M.,GVE,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,14,Bouches-du-Rhône,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/verny-gerault-27511,Gérault Verny
PA840817,0.3175952477000222,-0.1674097272032694,Bruneau,Joël,M.,JBR,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Calvados,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/bruneau-joel,Joël Bruneau
PA840829,0.1256572382169665,0.6324714345191808,Barusseau,Fabrice,M.,FBA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Charente-Maritime,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/barusseau-fabrice-27458,Fabrice Barusseau
PA840837,-0.1061560881741089,-0.742169389690494,Markowsky,Pascal,M.,PMA,PO845401,RN,Rassemblement National,RN,#313567,,4,Charente-Maritime,"(72) - Ancien artisan, commerçant, chef d'entreprise",https://www.hatvp.fr/pages_nominatives/markowsky-pascal-27495,Pascal Markowsky
PA840857,-0.0699151701246759,-0.7197003422865479,Lechon,Nadine,Mme,NLE,PO845401,RN,Rassemblement National,RN,#313567,,1,Dordogne,(12) - Agriculteur sur moyenne exploitation,https://www.hatvp.fr/pages_nominatives/lechon-nadine-27468,Nadine Lechon
PA840869,-0.0623198550466811,-0.6560666275039633,Joubert,Florence,Mme,FJU,PO845401,RN,Rassemblement National,RN,#313567,,3,Dordogne,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/joubert-florence-27443,Florence Joubert
PA840889,0.0310951370150582,-0.6740437400640321,Bloch,Matthieu,M.,MBC,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,3,Doubs,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/bloch-matthieu-27514,Matthieu Bloch
PA840903,0.0961202535370633,0.601710737964903,Christophle,Paul,M.,PCH,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Drôme,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/christophle-paul-1658,Paul Christophle
PA840915,-0.0863179704848986,-0.8088570750871118,Monnier,Thibaut,M.,TMO,PO845401,RN,Rassemblement National,RN,#313567,,4,Drôme,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/monnier-thibaut-27508,Thibaut Monnier
PA840939,0.1239607061915496,0.5638096072842814,Godard,Océane,Mme,OGO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Côte-d'Or,Psychologue du travail,https://www.hatvp.fr/pages_nominatives/godard-oceane,Océane Godard
PA840947,-0.0671104148237645,0.7158372655549763,Hervieu,Catherine,Mme,CHE,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Côte-d'Or,Psychologue scolaire,https://www.hatvp.fr/pages_nominatives/hervieu-catherine,Catherine Hervieu
PA840955,0.0907169164564974,0.5535001107721649,Pribetich,Pierre,M.,PPR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Côte-d'Or,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/pribetich-pierre,Pierre Pribetich
PA840967,-0.067123231023101,-0.6542265267214629,Lioret,René,M.,RLI,PO845401,RN,Rassemblement National,RN,#313567,,5,Côte-d'Or,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/lioret-rene-27486,René Lioret
PA840979,0.2851711405662445,-0.3484315001964135,Le Fur,Corentin,M.,CFU,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Côtes-d'Armor,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/le-fur-corentin-27464,Corentin Le Fur
PA840983,0.0479238957888662,-0.7507426700466977,Lenoir,Bartolomé,M.,BLE,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,1,Creuse,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/lenoir-bartolome-27481,Bartolomé Lenoir
PA840997,-0.1159147699738356,0.7080410843440409,Biteau,Benoît,M.,BBT,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Charente-Maritime,(12) - Agriculteur sur moyenne exploitation,https://www.hatvp.fr/pages_nominatives/biteau-benoit-9623,Benoît Biteau
PA841017,0.1933831735148145,0.0413903973359312,Huwart,Harold,M.,HHU,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Eure-et-Loir,Administrateur de l'État,https://www.hatvp.fr/pages_nominatives/huwart-harold,Harold Huwart
PA841023,-0.3652444079555945,0.8450682262547603,Cadalen,Pierre-Yves,M.,PCL,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Finistère,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/cadalen-pierre-yves-27448,Pierre-Yves Cadalen
PA841047,0.1922014986421121,-0.3365831998497599,Ceccoli,François-Xavier,M.,FCE,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Haute-Corse,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/ceccoli-francois-xavier-27454,François-Xavier Ceccoli
PA841059,-0.0235302437954911,-0.6547158253915161,Dellong Meng,Catherine,Mme,CDEL,PO845401,RN,Rassemblement National,RN,#313567,,3,Gard,Cadre territoriale de la fonction publique retraitée,https://www.hatvp.fr/pages_nominatives/dellong-meng-catherine-30332,Catherine Dellong Meng
PA841067,0.0563512493160936,-0.7392605260149916,Allegret-Pilot,Alexandre,M.,AAL,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,5,Gard,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/allegret-pilot-alexandre-27429,Alexandre Allegret-Pilot
PA841075,-0.0968011035535672,-0.7560671197462745,Josserand,Sylvie,Mme,SJS,PO845401,RN,Rassemblement National,RN,#313567,,6,Gard,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/josserand-sylvie-27442,Sylvie Josserand
PA841091,0.129736600120012,0.6024752270992283,Simion,Arnaud,M.,ASM,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,6,Haute-Garonne,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/simion-arnaud-8003,Arnaud Simion
PA841107,0.114920949161283,0.5916363291862788,Oberti,Jacques,M.,JOB,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,10,Haute-Garonne,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/oberti-jacques,Jacques Oberti
PA841131,-0.0778487532735146,-0.756332129167591,Bouquin,Manon,Mme,MBU,PO845401,RN,Rassemblement National,RN,#313567,,4,Hérault,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bouquin-manon-27517,Manon Bouquin
PA841139,-0.1423903418038209,-0.8716955384756964,Gabarron,Julien,M.,JGA,PO845401,RN,Rassemblement National,RN,#313567,,6,Hérault,Cadre Commercial,https://www.hatvp.fr/pages_nominatives/gabarron-julien-27424,Julien Gabarron
PA841151,0.2598984288645818,-0.088513582908927,Fruchon,Alix,Mme,AFRU,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Indre,Juriste,https://www.hatvp.fr/pages_nominatives/fruchon-alix-29923,Alix Fruchon
PA841183,0.0805038637848998,-0.6294870385230891,Mansouri,Hanane,Mme,HMA,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,8,Isère,"(84) - Elève, étudiant",https://www.hatvp.fr/pages_nominatives/mansouri-hanane-27498,Hanane Mansouri
PA841191,-0.3273493850617177,0.7649073835297618,Nosbé,Sandrine,Mme,SNO,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,9,Isère,(54) - Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/nosbe-sandrine-27509,Sandrine Nosbé
PA841199,-0.0775539909847287,-0.6939981353902214,Perez,Thierry,M.,TPE,PO845401,RN,Rassemblement National,RN,#313567,,10,Isère,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/perez-thierry-27484,Thierry Perez
PA841207,0.064402795724245,-0.6619599298448885,Alloncle,Charles,M.,CAL,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,9,Hérault,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/alloncle-charles-27438,Charles Alloncle
PA841215,-0.2925728787211933,0.7232604941016536,Mesmeur,Marie,Mme,MME,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Ille-et-Vilaine,Educatrice spécialisée,https://www.hatvp.fr/pages_nominatives/mesmeur-marie-27489,Marie Mesmeur
PA841223,-0.0769412492133014,0.7172390379824298,Lahais,Tristan,M.,TLA,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Ille-et-Vilaine,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/lahais-tristan,Tristan Lahais
PA841243,0.1260939092047534,0.5996418812745599,Saint-Pasteur,Sébastien,M.,SSA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,7,Gironde,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/saint-pasteur-sebastien-21765,Sébastien Saint-Pasteur
PA841251,-0.3450605902832357,0.8309619313137312,Feld,Mathilde,Mme,MFD,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,12,Gironde,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/feld-mathilde-27420,Mathilde Feld
PA841295,0.0817075705821594,0.5926158254021395,Courbon,Pierrick,M.,PCU,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Loire,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/courbon-pierrick-27487,Pierrick Courbon
PA841315,0.1332035067607503,0.6561018198774883,Benbrahim,Karim,M.,KBN,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Loire-Atlantique,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/benbrahim-karim-27472,Karim Benbrahim
PA841327,0.1207223950512785,0.6007298160344463,Roussel,Fabrice,M.,FRO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,5,Loire-Atlantique,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/roussel-fabrice-16764,Fabrice Roussel
PA841339,0.3287143747868421,-0.2866845308443532,Brard,Jean-Michel,M.,JBD,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,9,Loire-Atlantique,(22) - Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/brard-jean-michel,Jean-Michel Brard
PA841351,-0.0973217248495184,0.6379759982194502,Duplessy,Emmanuel,M.,EDU,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Loiret,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/duplessy-emmanuel-27499,Emmanuel Duplessy
PA841359,0.2498290971084293,-0.0275221341845861,de Pélichy,Constance,Mme,CPE,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Loiret,Cadre supérieur,https://www.hatvp.fr/pages_nominatives/de-pelichy-constance-12077,Constance de Pélichy
PA841367,0.1159805819885519,0.5750826316118485,Proença,Christophe,M.,CPR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Lot,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/proenca-christophe-20503,Christophe Proença
PA841377,0.2887009433647971,-0.4133822367265468,Rey-Rinchet,Emeline,Mme,ERE,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Lot-et-Garonne,Ostéopathe,https://www.hatvp.fr/pages_nominatives/rey-rinchet-emeline-30410,Emeline Rey-Rinchet
PA841381,0.1456163782526726,0.4658849003667238,Pantel,Sophie,Mme,SPN,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Lozère,Cadre de la fonction publique d'État,https://www.hatvp.fr/pages_nominatives/pantel-sophie,Sophie Pantel
PA841395,0.0439873503827146,-0.7413058524850784,Michelet,Maxime,M.,MMI,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,3,Marne,Historien,https://www.hatvp.fr/pages_nominatives/michelet-maxime-27504,Maxime Michelet
PA841419,-0.0995454232264283,0.7130687172803089,Girard,Damien,M.,DGI,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,5,Morbihan,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/girard-damien-27427,Damien Girard
PA841431,0.3646337861745001,-0.2093517928038794,Colin-Oesterlé,Nathalie,Mme,NCO,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Moselle,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/colin-oesterle-nathalie,Nathalie Colin-Oesterlé
PA841439,-0.140141638583396,-0.8337308443612527,Jenft,Pascal,M.,PJE,PO845401,RN,Rassemblement National,RN,#313567,,5,Moselle,(21) - Artisan,https://www.hatvp.fr/pages_nominatives/jenft-pascal-27440,Pascal Jenft
PA841451,-0.1216776603070452,-0.8051814195677507,Guibert,Julien,M.,JGU,PO845401,RN,Rassemblement National,RN,#313567,,2,Nièvre,(46) - Profession intermédiaire administrative et commerciale des entreprises,https://www.hatvp.fr/pages_nominatives/guibert-julien-27431,Julien Guibert
PA841463,0.1100059300883528,0.5974554518924716,Mercier,Estelle,Mme,EME,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Meurthe-et-Moselle,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/mercier-estelle-19015,Estelle Mercier
PA841471,0.0680816396250862,0.4754109582189668,Hablot,Stéphane,M.,SHA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Meurthe-et-Moselle,Education nationale,https://www.hatvp.fr/pages_nominatives/hablot-stephane,Stéphane Hablot
PA841479,-0.1017660510029131,-0.7302765627474308,Weber,Frédéric,M.,FWE,PO845401,RN,Rassemblement National,RN,#313567,,3,Meurthe-et-Moselle,(43) - Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/weber-frederic-27513,Frédéric Weber
PA841487,-0.056751776264618,-0.5281315638212222,Boulogne,Anthony,M.,ABU,PO845401,RN,Rassemblement National,RN,#313567,,6,Meurthe-et-Moselle,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/boulogne-anthony-27516,Anthony Boulogne
PA841495,-0.0605277409930287,-0.5589608146108767,Amblard,Maxime,M.,MAM,PO845401,RN,Rassemblement National,RN,#313567,,1,Meuse,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/amblard-maxime-27439,Maxime Amblard
PA841507,-0.1053822155234842,0.766843921185216,Bonnet,Nicolas,M.,NBO,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Puy-de-Dôme,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/bonnet-nicolas-17262,Nicolas Bonnet
PA841515,-0.3333461777844458,0.8099545805237107,Le Coq,Aurélien,M.,ACQ,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Nord,(54) - Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/le-coq-aurelien-27462,Aurélien Le Coq
PA841531,-0.2741726908499342,0.6445857591804257,Bentorki,Shéhérazade,Mme,SBEN,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Nord,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/bentorki-sheherazade-30307,Shéhérazade Bentorki
PA841543,0.2816743598725479,0.0179196497941907,Bodart,Jean,M.,JBOD,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,13,Nord,Retraité de la sidérurgie,https://www.hatvp.fr/pages_nominatives/bodart-jean-26759,Jean Bodart
PA841553,-0.1389615619915173,-0.8126499849154369,Tesson,Thierry,M.,TTE,PO845401,RN,Rassemblement National,RN,#313567,,17,Nord,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/tesson-thierry-27465,Thierry Tesson
PA841563,-0.1209791758533128,-0.8007433065681551,Marais-Beuil,Claire,Mme,CMR,PO845401,RN,Rassemblement National,RN,#313567,,1,Oise,Profession libérale,https://www.hatvp.fr/pages_nominatives/marais-beuil-claire-27496,Claire Marais-Beuil
PA841575,-0.1111290488304209,-0.7329009211538505,Vos,Frédéric-Pierre,M.,FVO,PO845401,RN,Rassemblement National,RN,#313567,,5,Oise,avocat,https://www.hatvp.fr/pages_nominatives/vos-frederic-pierre-27512,Frédéric-Pierre Vos
PA841587,-0.1155088822705938,-0.8082013768950216,Magnier,David,M.,DMA,PO845401,RN,Rassemblement National,RN,#313567,,7,Oise,"(48) - Contremaître, agent de maîtrise",https://www.hatvp.fr/pages_nominatives/magnier-david-27488,David Magnier
PA841595,0.2775590897450705,-0.3906256247674369,Chazé,Cendrine,Mme,CFOC,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Orne,Secrétaire de mairie,https://www.hatvp.fr/pages_nominatives/chaze-cendrine-30333,Cendrine Chazé
PA841605,-0.1098002071130478,-0.7599188722003029,Golliot,Antoine,M.,AGO,PO845401,RN,Rassemblement National,RN,#313567,,5,Pas-de-Calais,(47) - Technicien,https://www.hatvp.fr/pages_nominatives/golliot-antoine-27428,Antoine Golliot
PA841613,-0.1123065600687265,-0.7829751189568429,de Fleurian,Marc,M.,MFL,PO845401,RN,Rassemblement National,RN,#313567,,7,Pas-de-Calais,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/de-fleurian-marc-27491,Marc de Fleurian
PA841621,-0.089120346361108,-0.7064504052549945,Evrard,Auguste,M.,AEV,PO845401,RN,Rassemblement National,RN,#313567,,8,Pas-de-Calais,Collaborateur de cabinet en mairie,https://www.hatvp.fr/pages_nominatives/evrard-auguste-27502,Auguste Evrard
PA841633,0.0225756748902361,0.613230312037649,Dufau,Peio,M.,PDU,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,6,Pyrénées-Atlantiques,"(48) - Contremaître, agent de maîtrise",https://www.hatvp.fr/pages_nominatives/dufau-peio-27497,Peio Dufau
PA841645,-0.0583028094201312,-0.5082796248583218,Bernhardt,Théo,M.,TBR,PO845401,RN,Rassemblement National,RN,#313567,,8,Bas-Rhin,Ingénieur de recherche,https://www.hatvp.fr/pages_nominatives/bernhardt-theo-27503,Théo Bernhardt
PA841657,-0.2596082546612618,0.709852500765913,Belouassa-Cherifi,Anaïs,Mme,ABL,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/belouassa-cherifi-anais-27471,Anaïs Belouassa-Cherifi
PA841665,0.1103953123579819,0.6153972764484162,Fégné,Denis,M.,DFE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Hautes-Pyrénées,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/fegne-denis,Denis Fégné
PA841681,0.1360915388617874,0.560755689120316,Sother,Thierry,M.,TSO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Bas-Rhin,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/sother-thierry-27455,Thierry Sother
PA841701,-0.0845147123826226,0.7463704075940749,Balage El Mariky,Léa,Mme,LBL,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Paris,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/balage-el-mariky-lea-27449,Léa Balage El Mariky
PA841713,-0.0939397931665799,0.7755987981654638,Tavernier,Boris,M.,BTA,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/tavernier-boris-27461,Boris Tavernier
PA841717,0.1291209917448832,0.6291507399207978,Runel,Sandrine,Mme,SRU,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Rhône,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/runel-sandrine-20016,Sandrine Runel
PA841729,-0.3100374125931018,0.69339080757201,Lahmar,Abdelkader,M.,ALA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Rhône,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/lahmar-abdelkader-27452,Abdelkader Lahmar
PA841737,-0.085028764353116,-0.7411799808837253,Gery,Jonathan,M.,JGY,PO845401,RN,Rassemblement National,RN,#313567,,8,Rhône,(53) - Policier et militaire,https://www.hatvp.fr/pages_nominatives/gery-jonathan-27426,Jonathan Gery
PA841749,-0.134935294943354,-0.8821697739715582,Joncour,Tiffany,Mme,TJO,PO845401,RN,Rassemblement National,RN,#313567,,13,Rhône,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/joncour-tiffany-27441,Tiffany Joncour
PA841761,-0.0981958090260025,-0.7335388661515487,Dutremble,Aurélien,M.,ADT,PO845401,RN,Rassemblement National,RN,#313567,,3,Saône-et-Loire,(47) - Technicien hospitalier,https://www.hatvp.fr/pages_nominatives/dutremble-aurelien-27501,Aurélien Dutremble
PA841769,0.0418987381843469,-0.6654534131173521,Michoux,Éric,M.,EMI,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,4,Saône-et-Loire,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/michoux-eric-27505,Éric Michoux
PA841801,0.5567620300772989,-0.0397894708488547,Carteron,Danièle,Mme,DCA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Haute-Savoie,Cheffe d'entreprise,https://www.hatvp.fr/pages_nominatives/carteron-daniele-28147,Danièle Carteron
PA841813,0.1051789521397238,0.5678315674276825,Herouin-Léautey,Florence,Mme,FHE,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Seine-Maritime,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/herouin-leautey-florence,Florence Herouin-Léautey
PA841825,-0.0985747452067629,-0.7474212445587782,Martin,Patrice,M.,PMR,PO845401,RN,Rassemblement National,RN,#313567,,6,Seine-Maritime,(11) - Agriculteur sur petite exploitation,https://www.hatvp.fr/pages_nominatives/martin-patrice-27490,Patrice Martin
PA841837,-0.1339541183461881,-0.8546193732849191,Le Bourgeois,Robert,M.,RBO,PO845401,RN,Rassemblement National,RN,#313567,,10,Seine-Maritime,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/le-bourgeois-robert-27460,Robert Le Bourgeois
PA841845,-0.346919401505037,0.8198078669648242,Saint-Martin,Arnaud,M.,ASN,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Seine-et-Marne,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/saint-martin-arnaud-27422,Arnaud Saint-Martin
PA841853,0.1151629121686447,0.6195925503311649,Hervieu,Céline,Mme,CHR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,11,Paris,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/hervieu-celine-21742,Céline Hervieu
PA841873,-0.1326604631468817,-0.8535893851759421,Limongi,Julien,M.,JLI,PO845401,RN,Rassemblement National,RN,#313567,,4,Seine-et-Marne,(74) - Ancien cadre,https://www.hatvp.fr/pages_nominatives/limongi-julien-27485,Julien Limongi
PA841885,-0.0986270311591563,0.7020454061582122,Bonnet,Arnaud,M.,ABN,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,8,Seine-et-Marne,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/bonnet-arnaud-27515,Arnaud Bonnet
PA841893,0.0511628268893551,0.5948436268215402,Thiébault-Martinez,Céline,Mme,CTH,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,9,Seine-et-Marne,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/thiebault-martinez-celine-27466,Céline Thiébault-Martinez
PA841919,0.1015139293271438,0.6009060305795947,Diop,Dieynaba,Mme,DDI,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,9,Yvelines,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/diop-dieynaba-27493,Dieynaba Diop
PA841927,0.5420031211006694,-0.1612933630596145,Ronceret,Anne-Sophie,Mme,ARO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Yvelines,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/ronceret-anne-sophie-26732,Anne-Sophie Ronceret
PA841931,0.2589739801490936,-0.097145744750798,Mazaury,Laurent,M.,LMA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,11,Yvelines,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/mazaury-laurent-21279,Laurent Mazaury
PA841947,-0.3401401039438397,0.8218504243452494,Hamdane,Zahia,Mme,ZHA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Somme,(43) - Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/hamdane-zahia-27436,Zahia Hamdane
PA841955,-0.1091800477132982,-0.8464768592689105,Renault,Matthias,M.,MRN,PO845401,RN,Rassemblement National,RN,#313567,,3,Somme,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/renault-matthias-27415,Matthias Renault
