acteur_id,dim1,dim2,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique,full_name
PA605069,-0.12654219562962532,0.08184921909274441,Bricout,Jean-Louis,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Aisne,Cadre (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#F8D434,Opposition,Jean-Louis Bricout
PA605694,0.32811462332692787,0.22236306795204772,Falorni,Olivier,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Charente-Maritime,Professeur du secondaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire,Olivier Falorni
PA605745,-0.46450245095830806,0.017504328590038004,Sansu,Nicolas,PO800502,GDR-NUPES,Gauche démocrate et républicaine - NUPES,GDR - NUPES,M.,nsa,2.0,Cher,Permanent politique,https://www.hatvp.fr/pages_nominatives/sansu-nicolas,#991414,Opposition,Nicolas Sansu
PA605782,0.3678954054769187,0.16619682550849663,Marcangeli,Laurent,PO800514,HOR,Horizons et apparentés,HOR,M.,LMC,1.0,Corse-du-Sud,Avocat,https://www.hatvp.fr/pages_nominatives/marcangeli-laurent,#32B3CA,Minoritaire,Laurent Marcangeli
PA605963,0.42205389183271613,0.28930054480632095,Alauzet,Éric,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Doubs,Médecin,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Éric Alauzet
PA605991,0.28294971798616037,-0.09628837412430571,Genevard,Annie,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5.0,Doubs,Professeur du secondaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition,Annie Genevard
PA606098,0.2726149340266333,-0.11905278087969551,Marleix,Olivier,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Eure-et-Loir,Fonctionnaire de catégorie A,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition,Olivier Marleix
PA606507,0.44526048781057326,0.34144122773780955,Boudié,Florent,PO800538,RE,Renaissance,RE,M.,FBU,10.0,Gironde,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/boudie-florent,#61468F,Majoritaire,Florent Boudié
PA606639,0.44870236201262653,0.23850775278075284,Vignal,Patrick,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9.0,Hérault,Industriel-Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Patrick Vignal
PA607090,0.27154448083046573,-0.15694247657798402,Vigier,Jean-Pierre,PO800508,LR,Les Républicains,LR,M.,JVI,2.0,Haute-Loire,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/vigier-jean-pierre,#4565AD,Opposition,Jean-Pierre Vigier
PA607193,0.41341205616513066,0.33086484272017125,Errante,Sophie,PO800538,RE,Renaissance,RE,Mme,SER,10.0,Loire-Atlantique,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/errante-sophie,#61468F,Majoritaire,Sophie Errante
PA607395,0.538397689508484,0.34000124977543966,Travert,Stéphane,PO800538,RE,Renaissance,RE,M.,str,3.0,Manche,Cadre secteur privé,https://www.hatvp.fr/pages_nominatives/travert-stephane,#61468F,Majoritaire,Stéphane Travert
PA607553,-0.27079294734249754,0.06066927479122051,Potier,Dominique,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,DPO,5.0,Meurthe-et-Moselle,Agriculteur,https://www.hatvp.fr/pages_nominatives/potier-dominique,#DF84B5,Opposition,Dominique Potier
PA607619,-0.16712369692330373,0.030944856728480102,Molac,Paul,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,PMO,4.0,Morbihan,Professeur du secondaire,https://www.hatvp.fr/pages_nominatives/molac-paul,#F8D434,Opposition,Paul Molac
PA608016,0.29915254764977217,-0.06266414358203622,Louwagie,Véronique,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Orne,Expert-comptable,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition,Véronique Louwagie
PA608172,-0.32748055749462035,0.14551727481176663,Pirès Beaune,Christine,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,CPI,2.0,Puy-de-Dôme,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/pires-beaune-christine,#DF84B5,Opposition,Christine Pirès Beaune
PA608416,0.26818484123326025,-0.15642146786397151,Hetzel,Patrick,PO800508,LR,Les Républicains,LR,M.,PHE,7.0,Bas-Rhin,Professeur des Universités,https://www.hatvp.fr/pages_nominatives/hetzel-patrick,#4565AD,Opposition,Patrick Hetzel
PA608695,-0.25635440875860177,0.11110500731453131,Untermaier,Cécile,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Saône-et-Loire,Fonctionnaire des grands corps de l'État,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#DF84B5,Opposition,Cécile Untermaier
PA608826,0.23124763897171763,-0.08904303652726281,Duby-Muller,Virginie,PO800508,LR,Les Républicains,LR,Mme,VDU,4.0,Haute-Savoie,Cadre du secteur privé,https://www.hatvp.fr/pages_nominatives/duby-muller-virginie,#4565AD,Opposition,Virginie Duby-Muller
PA609332,-0.34940252682298667,0.12267711322363412,Faure,Olivier,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,OFU,11.0,Seine-et-Marne,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/faure-olivier,#DF84B5,Opposition,Olivier Faure
PA609520,0.31719558252144525,0.34703597250754387,Pompili,Barbara,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Somme,Assistante parlementaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Barbara Pompili
PA609590,-0.29075426891010037,0.14736328886511282,Rabault,Valérie,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Tarn-et-Garonne,Ingénieure,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#DF84B5,Opposition,Valérie Rabault
PA610002,-0.4376397786529719,0.13078362134617752,Sas,Eva,PO800526,ECOLO,Écologiste - NUPES,Ecolo - NUPES,Mme,ESA,8.0,Paris,Cadre supérieur du secteur privé,https://www.hatvp.fr/pages_nominatives/sas-eva,#77AA79,Opposition,Eva Sas
PA610654,-0.6992517005326416,-0.024761822005831404,Nilor,Jean-Philippe,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,M.,JNI,4.0,Martinique,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/nilor-jean-philippe,#E42313,Opposition,Jean-Philippe Nilor
PA642695,0.34744815776122406,0.28379387322370886,Bothorel,Éric,PO800538,RE,Renaissance,RE,M.,EBO,5.0,Côtes-d'Armor,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/bothorel-eric,#61468F,Majoritaire,Éric Bothorel
PA642764,-0.28875575772720063,0.13108605223314374,Aviragnet,Joël,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,JAV,8.0,Haute-Garonne,Directeur d'un établissement pour l'enfance handicapée,https://www.hatvp.fr/pages_nominatives/aviragnet-joel,#DF84B5,Opposition,Joël Aviragnet
PA642847,0.27895733665912154,-0.17388126380366503,Bazin,Thibault,PO800508,LR,Les Républicains,LR,M.,TBA,4.0,Meurthe-et-Moselle,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/bazin-thibault,#4565AD,Opposition,Thibault Bazin
PA642868,0.39355227346730215,0.21527068521696022,Christophe,Paul,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",14.0,Nord,Directeur général des services,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire,Paul Christophe
PA642988,0.14213213450821482,-0.6728135788191903,de Lépinau,Hervé,PO800520,RN,Rassemblement National,RN,M.,HLE,3.0,Vaucluse,Avocat,https://www.hatvp.fr/pages_nominatives/de-lepinau-herve-24309,#35495E,Opposition,Hervé de Lépinau
PA643048,0.47181859751038663,0.30355285437405793,Lanlo,Virginie,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Hauts-de-Seine,SANS PROFESSION DÉCLARÉE,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Virginie Lanlo
