acteur_id,dim1,dim2,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique,full_name
PA643089,0.26324638140268736,-0.05842813393464401,Thiériot,Jean-Louis,PO800508,LR,Les Républicains,LR,M.,JLH,3.0,Seine-et-Marne,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/thieriot-jean-louis,#4565AD,Opposition,Jean-Louis Thiériot
PA643134,0.23761316814987352,-0.18868287409848913,Valentin,Isabelle,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Haute-Loire,Salariée agricole,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition,Isabelle Valentin
PA643143,-0.34103803201113114,0.08700577509594501,Baptiste,Christian,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,CBP,2.0,Guadeloupe,Directeur d'association,https://www.hatvp.fr/pages_nominatives/baptiste-christian,#DF84B5,Opposition,Christian Baptiste
PA643157,-0.36334292432437676,0.12641534669915452,Naillet,Philippe,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,PNI,1.0,Réunion,Inspecteur assurance-vie,https://www.hatvp.fr/pages_nominatives/naillet-philippe,#DF84B5,Opposition,Philippe Naillet
PA643175,0.26584145556578803,0.28612652560215057,Dupont,Stella,PO800538,RE,Renaissance,RE,Mme,SDU,2.0,Maine-et-Loire,Comptable,https://www.hatvp.fr/pages_nominatives/dupont-stella,#61468F,Majoritaire,Stella Dupont
PA643184,0.526614635374197,0.37349510959660337,Klinkert,Brigitte,PO800538,RE,Renaissance,RE,Mme,BKL,1.0,Haut-Rhin,Ancien cadre,https://www.hatvp.fr/pages_nominatives/klinkert-brigitte-13215,#61468F,Majoritaire,Brigitte Klinkert
PA643192,-0.35217344959265284,0.12735741757137972,Jourdan,Chantal,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,CJO,1.0,Orne,Psychologue,https://www.hatvp.fr/pages_nominatives/jourdan-chantal-20670,#DF84B5,Opposition,Chantal Jourdan
PA677483,0.48577988015718354,0.32228995295993507,Mazars,Stéphane,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Aveyron,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Stéphane Mazars
PA695100,0.3471721171178814,-0.11291997003760391,Habib,Meyer,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Français établis hors de France,Ingénieur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition,Meyer Habib
PA712014,0.5243433341237526,0.36912088593961845,Ledoux,Vincent,PO800538,RE,Renaissance,RE,M.,VLE,10.0,Nord,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/ledoux-vincent,#61468F,Majoritaire,Vincent Ledoux
PA712015,0.23254730537636112,-0.08604206499230012,Dive,Julien,PO800508,LR,Les Républicains,LR,M.,JDV,2.0,Aisne,Chef de projet dans l'industrie,https://www.hatvp.fr/pages_nominatives/dive-julien,#4565AD,Opposition,Julien Dive
PA717379,0.6112295065294332,0.42160210714020446,Maillard,Sylvain,PO800538,RE,Renaissance,RE,M.,SMA,1.0,Paris,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/maillard-sylvain,#61468F,Majoritaire,Sylvain Maillard
PA718674,0.47862067427211136,0.36376909019980097,Givernet,Olga,PO800538,RE,Renaissance,RE,Mme,OGI,3.0,Ain,Ingénieure,https://www.hatvp.fr/pages_nominatives/givernet-olga,#61468F,Majoritaire,Olga Givernet
PA718710,0.42988621736528604,0.27314368799803956,Boyer,Pascale,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Hautes-Alpes,"Contremaître, agent de maîtrise","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Pascale Boyer
PA718784,0.26866197638614214,-0.13682150461185472,Pauget,Éric,PO800508,LR,Les Républicains,LR,M.,EPA,7.0,Alpes-Maritimes,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/pauget-eric-6497,#4565AD,Opposition,Éric Pauget
PA718838,0.17713230175684222,-0.10596792672994271,Brun,Fabrice,PO800508,LR,Les Républicains,LR,M.,FBR,3.0,Ardèche,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/brun-fabrice,#4565AD,Opposition,Fabrice Brun
PA718850,0.17137020122718263,-0.15863178032582473,Cordier,Pierre,PO800508,LR,Les Républicains,LR,M.,PCD,2.0,Ardennes,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/cordier-pierre-2482,#4565AD,Opposition,Pierre Cordier
PA718860,-0.41750345370727227,0.009388747728105102,Taurine,Bénédicte,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Ariège,Professeur du secondaire et technique,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#E42313,Opposition,Bénédicte Taurine
PA718884,0.24735337130378782,-0.15242522295343763,Bazin-Malgras,Valérie,PO800508,LR,Les Républicains,LR,Mme,VBA,2.0,Aube,Commerçante,https://www.hatvp.fr/pages_nominatives/bazin-malgras-valerie,#4565AD,Opposition,Valérie Bazin-Malgras
PA718910,0.41661680943818363,0.25565709441096174,Colomb-Pitollat,Claire,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Bouches-du-Rhône,Ingénieure,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Claire Colomb-Pitollat
PA718926,-0.46644884176471085,-0.13393324601241874,Dharréville,Pierre,PO800502,GDR-NUPES,Gauche démocrate et républicaine - NUPES,GDR - NUPES,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",13.0,Bouches-du-Rhône,Employé (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#991414,Opposition,Pierre Dharréville
PA718930,0.49647735888478833,0.37462166992360824,Petel,Anne-Laurence,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",14.0,Bouches-du-Rhône,Chargée des relations extérieures - secteur télécom,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Anne-Laurence Petel
PA718962,0.6500464306007188,0.47278472426616586,Zulesi,Jean-Marc,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Bouches-du-Rhône,Autre cadre (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Jean-Marc Zulesi
PA718978,0.44702505314773877,0.23429517960313273,Laqhila,Mohamed,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",11.0,Bouches-du-Rhône,Expert-Comptable-Commissaire aux Comptes,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire,Mohamed Laqhila
PA719006,0.47689507876998516,0.35754238080397094,Le Vigoureux,Fabrice,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Calvados,Professeur des Universités,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Fabrice Le Vigoureux
PA719024,0.36920137308313544,0.20349634411307613,Blanchet,Christophe,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,CBA,4.0,Calvados,Commerçant,https://www.hatvp.fr/pages_nominatives/blanchet-christophe,#CE5215,Minoritaire,Christophe Blanchet
PA719032,0.5361051794145479,0.34921403442737575,Bouyx,Bertrand,PO800538,RE,Renaissance,RE,M.,BBU,5.0,Calvados,Pharmacien,https://www.hatvp.fr/pages_nominatives/bouyx-bertrand,#61468F,Majoritaire,Bertrand Bouyx
PA719052,0.35508213672484734,0.16761846848889922,Kervran,Loïc,PO800514,HOR,Horizons et apparentés,HOR,M.,LKE,3.0,Cher,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/kervran-loic,#32B3CA,Minoritaire,Loïc Kervran
PA719072,0.35315820348268584,0.25050304200684165,Mesnier,Thomas,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Charente,Médecin,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire,Thomas Mesnier
PA719080,0.5451920957921582,0.37632518972718754,Marsaud,Sandra,PO800538,RE,Renaissance,RE,Mme,SMR,2.0,Charente,Cadre (entreprises publiques),https://www.hatvp.fr/pages_nominatives/marsaud-sandra,#61468F,Majoritaire,Sandra Marsaud
PA719100,0.48785060376360134,0.31214623133198705,Ardouin,Jean-Philippe,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Charente-Maritime,Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Jean-Philippe Ardouin
PA719108,0.47095789268312915,0.36332052196552206,Gérard,Raphaël,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Charente-Maritime,Cadre supérieur (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Raphaël Gérard
PA719118,0.39408482572822257,0.31733049734731805,Cormier-Bouligeon,François,PO800538,RE,Renaissance,RE,M.,FCR,1.0,Cher,Juriste,https://www.hatvp.fr/pages_nominatives/cormier-bouligeon-francois,#61468F,Majoritaire,François Cormier-Bouligeon
PA719138,-0.13380198261096862,0.021997945620825705,Castellani,Michel,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,MCA,1.0,Haute-Corse,Professeur des Universités,https://www.hatvp.fr/pages_nominatives/castellani-michel,#F8D434,Opposition,Michel Castellani
PA719146,-0.11609227429385412,0.030108949619480102,Acquaviva,Jean-Félix,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Haute-Corse,Cadre,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#F8D434,Opposition,Jean-Félix Acquaviva
PA719154,0.5348913724412576,0.34416734152816536,Martin,Didier,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Côte-d'Or,Neuroradiologue,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Didier Martin
PA719186,0.5458877708230894,0.38590718187457657,Khattabi,Fadila,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Côte-d'Or,Professeur d'anglais CFA,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Fadila Khattabi
PA719190,0.49986446042160165,0.33188124133730906,Frei,Philippe,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Côte-d'Or,Cadre du secteur privé,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Philippe Frei
PA719202,0.45235171569798244,0.28615691174146757,Paris,Didier,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5.0,Côte-d'Or,Cadre supérieur (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Didier Paris
PA719266,0.38789776087278455,0.19857622585979773,Cubertafon,Jean-Pierre,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Dordogne,Retraité des professions libérales,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire,Jean-Pierre Cubertafon
PA719272,0.15933885539247222,0.04727302188670781,Meunier,Frédérique,PO800508,LR,Les Républicains,LR,Mme,FME,2.0,Corrèze,Avocate,https://www.hatvp.fr/pages_nominatives/meunier-frederique-6851,#4565AD,Opposition,Frédérique Meunier
PA719286,-0.17815778291667103,0.004240956125668601,Colombani,Paul-André,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,PCO,2.0,Corse-du-Sud,Médecin,https://www.hatvp.fr/pages_nominatives/colombani-paul-andre,#F8D434,Opposition,Paul-André Colombani
PA719294,0.35424529985586406,0.32949055998294563,Clapot,Mireille,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Drôme,Cadre supérieur (entreprises publiques),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Mireille Clapot
PA719318,0.20503614254969582,-0.10664312456348941,Anthoine,Emmanuelle,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Drôme,Avocate,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition,Emmanuelle Anthoine
PA719338,0.43180353686218265,0.27281931178794083,Melchior,Graziella,PO800538,RE,Renaissance,RE,Mme,GML,5.0,Finistère,Professeure agrégée,https://www.hatvp.fr/pages_nominatives/melchior-graziella,#61468F,Majoritaire,Graziella Melchior
PA719372,0.5274519388325323,0.35074266072693516,Kasbarian,Guillaume,PO800538,RE,Renaissance,RE,M.,GKA,1.0,Eure-et-Loir,Consultant en stratégie d'entreprise,https://www.hatvp.fr/pages_nominatives/kasbarian-guillaume,#61468F,Majoritaire,Guillaume Kasbarian
PA719376,0.44634377662460406,0.32190453459058754,de Montchalin,Véronique,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Eure-et-Loir,Enseignante,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Véronique de Montchalin
PA719382,0.38124304792839847,0.18766175844388422,Lamirault,Luc,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Eure-et-Loir,chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire,Luc Lamirault
PA719388,0.49635761492338026,0.35721374609931617,Le Meur,Annaïg,PO800538,RE,Renaissance,RE,Mme,ALM,1.0,Finistère,Autre profession libérale,https://www.hatvp.fr/pages_nominatives/le-meur-annaig,#61468F,Majoritaire,Annaïg Le Meur
PA719396,0.21739055814602823,0.16478250419014304,Larsonneur,Jean-Charles,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Finistère,Diplomate,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire,Jean-Charles Larsonneur
PA719404,0.36231912929697446,0.28821530967542275,Le Gac,Didier,PO800538,RE,Renaissance,RE,M.,DGA,3.0,Finistère,Profession rattachée à l'enseignement,https://www.hatvp.fr/pages_nominatives/le-gac-didier-5234,#61468F,Majoritaire,Didier Le Gac
PA719412,0.44353912023637315,0.3486510202599661,Le Feur,Sandrine,PO800538,RE,Renaissance,RE,Mme,SFE,4.0,Finistère,Agriculteur-propriétaire exploitant,https://www.hatvp.fr/pages_nominatives/le-feur-sandrine,#61468F,Majoritaire,Sandrine Le Feur
PA719436,0.10615780570912721,-0.7652425449858469,Meizonnet,Nicolas,PO800520,RN,Rassemblement National,RN,M.,NME,2.0,Gard,Ingénieur en informatique,https://www.hatvp.fr/pages_nominatives/meizonnet-nicolas-17348,#35495E,Opposition,Nicolas Meizonnet
PA719472,0.5576078256977344,0.39276705486736024,Cazeneuve,Jean-René,PO800538,RE,Renaissance,RE,M.,JCZ,1.0,Gers,Ingénieur,https://www.hatvp.fr/pages_nominatives/cazeneuve-jean-rene,#61468F,Majoritaire,Jean-René Cazeneuve
PA719488,0.36446529796229477,0.23469624142364173,Berta,Philippe,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Gard,Professeur de faculté,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire,Philippe Berta
PA719512,0.5316183378158297,0.36770784783805804,Vignon,Corinne,PO800538,RE,Renaissance,RE,Mme,CVI,3.0,Haute-Garonne,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/vignon-corinne,#61468F,Majoritaire,Corinne Vignon
PA719528,0.35579741879569654,0.18198970675997972,Portarrieu,Jean-François,PO800514,HOR,Horizons et apparentés,HOR,M.,JPR,5.0,Haute-Garonne,Journaliste,https://www.hatvp.fr/pages_nominatives/portarrieu-jean-francois,#32B3CA,Minoritaire,Jean-François Portarrieu
PA719550,0.42976373779990146,0.28171807040476965,Tanguy,Liliana,PO800538,RE,Renaissance,RE,Mme,LTA,7.0,Finistère,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/tanguy-liliana,#61468F,Majoritaire,Liliana Tanguy
PA719558,0.36220809556640254,0.28251488126582375,Balanant,Erwan,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,EBA,8.0,Finistère,Photographe et réalisateur,https://www.hatvp.fr/pages_nominatives/balanant-erwan,#CE5215,Minoritaire,Erwan Balanant
PA719578,-0.7087311254556856,0.11984738225790562,Prud'homme,Loïc,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,M.,LPR,3.0,Gironde,Fonctionnaire de catégorie B,https://www.hatvp.fr/pages_nominatives/prud-homme-loic,#E42313,Opposition,Loïc Prud'homme
PA719600,0.5915596747268358,0.41208424831915635,Poulliat,Éric,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Gironde,Fonctionnaire de catégorie B,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Éric Poulliat
PA719608,0.18946638341835204,-0.28818466500359885,Ménard,Emmanuelle,PO793087,NI,Non inscrit,NI,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Hérault,Journaliste et autre média,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#8D949A,,Emmanuelle Ménard
PA719624,0.39396024488881376,0.2803750983075651,Couillard,Bérangère,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7.0,Gironde,Autre cadre (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Bérangère Couillard
PA719632,0.5798920081202179,0.35921410626649947,Panonacle,Sophie,PO800538,RE,Renaissance,RE,Mme,SPA,8.0,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/panonacle-sophie,#61468F,Majoritaire,Sophie Panonacle
PA719640,0.44747182236070576,0.24397943036193684,Mette,Sophie,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,SMT,9.0,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/mette-sophie,#CE5215,Minoritaire,Sophie Mette
PA719664,0.46914583075931665,0.30923051018237163,Lavergne,Pascal,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",12.0,Gironde,Ingénieur-Agriculteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Pascal Lavergne
PA719672,0.48916501768128484,0.36597883767094724,Sorez,Philippe,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Hérault,Cadre commercial dans l'industrie et le bâtiment,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Philippe Sorez
PA719718,0.42364815716440757,0.30990782406305967,Maillart-Méhaignerie,Laurence,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Ille-et-Vilaine,Chef entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Laurence Maillart-Méhaignerie
PA719756,0.5257468918598045,0.36290471911702166,Le Nabour,Christine,PO800538,RE,Renaissance,RE,Mme,CLN,5.0,Ille-et-Vilaine,Employée (secteur privé),https://www.hatvp.fr/pages_nominatives/le-nabour-christine,#61468F,Majoritaire,Christine Le Nabour
PA719778,0.36053371710969545,0.13879495360990954,Jolivet,François,PO800514,HOR,Horizons et apparentés,HOR,M.,FJO,1.0,Indre,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/jolivet-francois,#32B3CA,Minoritaire,François Jolivet
PA719798,0.6229640081109291,0.41198896181705064,Labaronne,Daniel,PO800538,RE,Renaissance,RE,M.,DLA,2.0,Indre-et-Loire,Retraité de l'enseignement supérieur,https://www.hatvp.fr/pages_nominatives/labaronne-daniel,#61468F,Majoritaire,Daniel Labaronne
PA719814,0.5352979585306852,0.39743445798988425,Colboc,Fabienne,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Indre-et-Loire,Industriel-Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Fabienne Colboc
PA719822,0.44779305992689084,0.23506109019123222,Thillaye,Sabine,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,STH,5.0,Indre-et-Loire,Ancien Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/thillaye-sabine,#CE5215,Minoritaire,Sabine Thillaye
PA719866,0.5429139598430802,0.43844792587385795,Abadie,Caroline,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Isère,Industriel-Chef entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Caroline Abadie
PA719874,0.40418437394565354,0.29476907509708006,Jacquier-Laforge,Élodie,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9.0,Isère,Cadre supérieur (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire,Élodie Jacquier-Laforge
PA719882,0.545857042863677,0.39344168783333083,Meynier-Millefert,Marjolaine,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",10.0,Isère,Conseillère en stratégie des organisations,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Marjolaine Meynier-Millefert
PA719890,0.49525634950861436,0.33006840533549864,Brulebois,Danielle,PO800538,RE,Renaissance,RE,Mme,DBR,1.0,Jura,Retraitée de l'enseignement,https://www.hatvp.fr/pages_nominatives/brulebois-danielle,#61468F,Majoritaire,Danielle Brulebois
PA719910,0.44810051849241533,0.29157425190945413,Belhamiti,Mounir,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Loire-Atlantique,Ingénieur en informatique – Directeur de missions,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire,Mounir Belhamiti
PA719914,0.47034836052299495,0.24090294809461132,Darrieussecq,Geneviève,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,GDI,1.0,Landes,médecin,https://www.hatvp.fr/pages_nominatives/darrieussecq-genevieve,#CE5215,Minoritaire,Geneviève Darrieussecq
PA719918,0.35803856164024556,0.26788262940870783,Lainé,Fabien,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Landes,Collaborateur parlementaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire,Fabien Lainé
PA719922,0.30030354568558504,0.26038452196000333,Causse,Lionel,PO800538,RE,Renaissance,RE,M.,LCU,2.0,Landes,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/causse-lionel,#61468F,Majoritaire,Lionel Causse
