acteur_id,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique
PA266797,Gosselin,Philippe,PO800508,LR,Les Républicains,LR,M.,PGS,1.0,Manche,Maître de conférences à Sciences Po,https://www.hatvp.fr/pages_nominatives/gosselin-philippe,#4565AD,Opposition
PA266808,Rolland,Vincent,PO800508,LR,Les Républicains,LR,M.,VRO,2.0,Savoie,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/rolland-vincent-7763,#4565AD,Opposition
PA267042,Favennec-Bécot,Yannick,PO800514,HOR,Horizons et apparentés,HOR,M.,YFA,3.0,Mayenne,Directeur de cabinet,https://www.hatvp.fr/pages_nominatives/favennec-becot-yannick,#F8D434,Opposition
PA267306,Chassaigne,André,PO800502,GDR-NUPES,Gauche démocrate et républicaine - NUPES,GDR - NUPES,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5.0,Puy-de-Dôme,Retraité de l'éducation nationale,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#991414,Opposition
PA267318,Grelier,Jean-Carles,PO800538,RE,Renaissance,RE,M.,JGR,5.0,Sarthe,Avocat,https://www.hatvp.fr/pages_nominatives/grelier-jean-carles-9591,#61468F,Majoritaire
PA267324,Gaultier,Jean-Jacques,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Vosges,Médecin biologiste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA267336,Giraud,Joël,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Hautes-Alpes,Administrateur civil hors-classe,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA267429,Cinieri,Dino,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Loire,Consultant sécurité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA267766,Bricout,Guy,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",18.0,Nord,Retraité fonction publique (hors enseignement),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#F8D434,Opposition
PA267780,Firmin Le Bodo,Agnès,PO800514,HOR,Horizons et apparentés,HOR,Mme,AFI,7.0,Seine-Maritime,Pharmacien,https://www.hatvp.fr/pages_nominatives/firmin-le-bodo-agnes,#32B3CA,Minoritaire
PA267794,Tabarot,Michèle,PO800508,LR,Les Républicains,LR,Mme,MTA,9.0,Alpes-Maritimes,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/tabarot-michele,#4565AD,Opposition
PA267901,Kamardine,Mansour,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Mayotte,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA2952,Warsmann,Jean-Luc,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,JWA,3.0,Ardennes,Directeur de mutuelle,https://www.hatvp.fr/pages_nominatives/warsmann-jean-luc,#F8D434,Opposition
PA2960,Woerth,Éric,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Oise,Associé dans un cabinet d'audit international,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA309643,Besse,Véronique,PO793087,NI,Non inscrit,NI,Mme,VBE,4.0,Vendée,Journaliste,https://www.hatvp.fr/pages_nominatives/besse-veronique,#8D949A,
PA330008,Breton,Xavier,PO800508,LR,Les Républicains,LR,M.,XBR,1.0,Ain,Cadre territorial,https://www.hatvp.fr/pages_nominatives/breton-xavier,#4565AD,Opposition
PA330240,Ciotti,Éric,PO800508,LR,Les Républicains,LR,M.,ECI,1.0,Alpes-Maritimes,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/ciotti-eric,#4565AD,Opposition
PA330909,Descoeur,Vincent,PO800508,LR,Les Républicains,LR,M.,VDE,1.0,Cantal,Professeur agrégé de biologie,https://www.hatvp.fr/pages_nominatives/descoeur-vincent-3159,#4565AD,Opposition
PA331582,Vigier,Philippe,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,PVG,4.0,Eure-et-Loir,Biologiste A.I.H.P.,https://www.hatvp.fr/pages_nominatives/vigier-philippe,#CE5215,Minoritaire
PA331835,Iborra,Monique,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Haute-Garonne,Retraitée de la Fonction publique,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA332228,Benoit,Thierry,PO800514,HOR,Horizons et apparentés,HOR,M.,TBE,6.0,Ille-et-Vilaine,Représentant de commerce,https://www.hatvp.fr/pages_nominatives/benoit-thierry,#32B3CA,Minoritaire
PA332523,Dalloz,Marie-Christine,PO800508,LR,Les Républicains,LR,Mme,MDL,2.0,Jura,retraitée,https://www.hatvp.fr/pages_nominatives/dalloz-marie-christine,#4565AD,Opposition
PA333285,Garot,Guillaume,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,GGR,1.0,Mayenne,Cadre administratif,https://www.hatvp.fr/pages_nominatives/garot-guillaume,#DF84B5,Opposition
PA333421,Pancher,Bertrand,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Meuse,Directeur du développement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#F8D434,Opposition
PA334116,Maquet,Jacqueline,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Pas-de-Calais,Directrice de mission,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA335054,Karamanli,Marietta,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,MKA,2.0,Sarthe,Professeur dans l'enseignement supérieur,https://www.hatvp.fr/pages_nominatives/karamanli-marietta,#DF84B5,Opposition
PA335612,Lecoq,Jean-Paul,PO800502,GDR-NUPES,Gauche démocrate et républicaine - NUPES,GDR - NUPES,M.,JLC,8.0,Seine-Maritime,Électricien,https://www.hatvp.fr/pages_nominatives/lecoq-jean-paul,#991414,Opposition
PA335999,Batho,Delphine,PO800526,ECOLO,Écologiste - NUPES,Ecolo - NUPES,Mme,DBT,2.0,Deux-Sèvres,Cadre territorial,https://www.hatvp.fr/pages_nominatives/batho-delphine,#77AA79,Opposition
PA340343,Saulignac,Hervé,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,HSA,1.0,Ardèche,Cadre (entreprises publiques),https://www.hatvp.fr/pages_nominatives/saulignac-herve-8266,#DF84B5,Opposition
PA340643,Royer-Perreaut,Lionel,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Bouches-du-Rhône,Cadre,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA342196,Rouaux,Claudia,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,ROC,3.0,Ille-et-Vilaine,Gestionnaire à l'INRAE,https://www.hatvp.fr/pages_nominatives/rouaux-claudia,#DF84B5,Opposition
PA342240,Bourgeaux,Jean-Luc,PO800508,LR,Les Républicains,LR,M.,JBO,7.0,Ille-et-Vilaine,Agriculteur,https://www.hatvp.fr/pages_nominatives/bourgeaux-jean-luc-18806,#4565AD,Opposition
PA342384,Martin,Élisa,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,Mme,EMR,3.0,Isère,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/martin-elisa,#E42313,Opposition
PA342415,Battistel,Marie-Noëlle,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,MNB,4.0,Isère,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/battistel-marie-noelle,#DF84B5,Opposition
PA344201,Petit,Bertrand,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Pas-de-Calais,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#DF84B5,Opposition
PA345722,Le Grip,Constance,PO800538,RE,Renaissance,RE,Mme,CLG,6.0,Hauts-de-Seine,Conseillère parlementaire,https://www.hatvp.fr/pages_nominatives/le-grip-constance,#61468F,Majoritaire
PA346054,Maquet,Emmanuel,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Somme,Agent général d'assurances,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA346782,Juvin,Philippe,PO800508,LR,Les Républicains,LR,M.,PJU,3.0,Hauts-de-Seine,Professeur de médecine,https://www.hatvp.fr/pages_nominatives/juvin-philippe,#4565AD,Opposition
PA421348,Villiers,André,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Yonne,Agriculteur-propriétaire exploitant,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire
PA588884,Autain,Clémentine,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,Mme,CAU,11.0,Seine-Saint-Denis,Journaliste et autre média,https://www.hatvp.fr/pages_nominatives/autain-clementine,#E42313,Opposition
PA605036,Abad,Damien,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5.0,Ain,Sans profession déclarée,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA605069,Bricout,Jean-Louis,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Aisne,Cadre (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#F8D434,Opposition
PA605694,Falorni,Olivier,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Charente-Maritime,Professeur du secondaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA605745,Sansu,Nicolas,PO800502,GDR-NUPES,Gauche démocrate et républicaine - NUPES,GDR - NUPES,M.,nsa,2.0,Cher,Permanent politique,https://www.hatvp.fr/pages_nominatives/sansu-nicolas,#991414,Opposition
PA605782,Marcangeli,Laurent,PO800514,HOR,Horizons et apparentés,HOR,M.,LMC,1.0,Corse-du-Sud,Avocat,https://www.hatvp.fr/pages_nominatives/marcangeli-laurent,#32B3CA,Minoritaire
PA605963,Alauzet,Éric,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Doubs,Médecin,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA605991,Genevard,Annie,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5.0,Doubs,Professeur du secondaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA606098,Marleix,Olivier,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Eure-et-Loir,Fonctionnaire de catégorie A,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA606507,Boudié,Florent,PO800538,RE,Renaissance,RE,M.,FBU,10.0,Gironde,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/boudie-florent,#61468F,Majoritaire
PA606639,Vignal,Patrick,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9.0,Hérault,Industriel-Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA607090,Vigier,Jean-Pierre,PO800508,LR,Les Républicains,LR,M.,JVI,2.0,Haute-Loire,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/vigier-jean-pierre,#4565AD,Opposition
PA607193,Errante,Sophie,PO800538,RE,Renaissance,RE,Mme,SER,10.0,Loire-Atlantique,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/errante-sophie,#61468F,Majoritaire
PA607395,Travert,Stéphane,PO800538,RE,Renaissance,RE,M.,str,3.0,Manche,Cadre secteur privé,https://www.hatvp.fr/pages_nominatives/travert-stephane,#61468F,Majoritaire
PA607553,Potier,Dominique,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,DPO,5.0,Meurthe-et-Moselle,Agriculteur,https://www.hatvp.fr/pages_nominatives/potier-dominique,#DF84B5,Opposition
PA607619,Molac,Paul,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,PMO,4.0,Morbihan,Professeur du secondaire,https://www.hatvp.fr/pages_nominatives/molac-paul,#F8D434,Opposition
PA608016,Louwagie,Véronique,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Orne,Expert-comptable,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA608172,Pirès Beaune,Christine,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,CPI,2.0,Puy-de-Dôme,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/pires-beaune-christine,#DF84B5,Opposition
PA608416,Hetzel,Patrick,PO800508,LR,Les Républicains,LR,M.,PHE,7.0,Bas-Rhin,Professeur des Universités,https://www.hatvp.fr/pages_nominatives/hetzel-patrick,#4565AD,Opposition
PA608695,Untermaier,Cécile,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Saône-et-Loire,Fonctionnaire des grands corps de l'État,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#DF84B5,Opposition
PA608826,Duby-Muller,Virginie,PO800508,LR,Les Républicains,LR,Mme,VDU,4.0,Haute-Savoie,Cadre du secteur privé,https://www.hatvp.fr/pages_nominatives/duby-muller-virginie,#4565AD,Opposition
PA609332,Faure,Olivier,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,OFU,11.0,Seine-et-Marne,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/faure-olivier,#DF84B5,Opposition
PA609520,Pompili,Barbara,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Somme,Assistante parlementaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA609590,Rabault,Valérie,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Tarn-et-Garonne,Ingénieure,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#DF84B5,Opposition
PA610002,Sas,Eva,PO800526,ECOLO,Écologiste - NUPES,Ecolo - NUPES,Mme,ESA,8.0,Paris,Cadre supérieur du secteur privé,https://www.hatvp.fr/pages_nominatives/sas-eva,#77AA79,Opposition
PA610654,Nilor,Jean-Philippe,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,M.,JNI,4.0,Martinique,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/nilor-jean-philippe,#E42313,Opposition
PA642695,Bothorel,Éric,PO800538,RE,Renaissance,RE,M.,EBO,5.0,Côtes-d'Armor,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/bothorel-eric,#61468F,Majoritaire
PA642764,Aviragnet,Joël,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,JAV,8.0,Haute-Garonne,Directeur d'un établissement pour l'enfance handicapée,https://www.hatvp.fr/pages_nominatives/aviragnet-joel,#DF84B5,Opposition
PA642847,Bazin,Thibault,PO800508,LR,Les Républicains,LR,M.,TBA,4.0,Meurthe-et-Moselle,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/bazin-thibault,#4565AD,Opposition
PA642868,Christophe,Paul,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",14.0,Nord,Directeur général des services,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire
PA642988,de Lépinau,Hervé,PO800520,RN,Rassemblement National,RN,M.,HLE,3.0,Vaucluse,Avocat,https://www.hatvp.fr/pages_nominatives/de-lepinau-herve-24309,#35495E,Opposition
PA643048,Lanlo,Virginie,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Hauts-de-Seine,SANS PROFESSION DÉCLARÉE,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA643089,Thiériot,Jean-Louis,PO800508,LR,Les Républicains,LR,M.,JLH,3.0,Seine-et-Marne,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/thieriot-jean-louis,#4565AD,Opposition
PA643134,Valentin,Isabelle,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Haute-Loire,Salariée agricole,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA643143,Baptiste,Christian,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,CBP,2.0,Guadeloupe,Directeur d'association,https://www.hatvp.fr/pages_nominatives/baptiste-christian,#DF84B5,Opposition
PA643157,Naillet,Philippe,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,PNI,1.0,Réunion,Inspecteur assurance-vie,https://www.hatvp.fr/pages_nominatives/naillet-philippe,#DF84B5,Opposition
PA643175,Dupont,Stella,PO800538,RE,Renaissance,RE,Mme,SDU,2.0,Maine-et-Loire,Comptable,https://www.hatvp.fr/pages_nominatives/dupont-stella,#61468F,Majoritaire
PA643184,Klinkert,Brigitte,PO800538,RE,Renaissance,RE,Mme,BKL,1.0,Haut-Rhin,Ancien cadre,https://www.hatvp.fr/pages_nominatives/klinkert-brigitte-13215,#61468F,Majoritaire
PA643192,Jourdan,Chantal,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,Mme,CJO,1.0,Orne,Psychologue,https://www.hatvp.fr/pages_nominatives/jourdan-chantal-20670,#DF84B5,Opposition
PA677483,Mazars,Stéphane,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Aveyron,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA695100,Habib,Meyer,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Français établis hors de France,Ingénieur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA712014,Ledoux,Vincent,PO800538,RE,Renaissance,RE,M.,VLE,10.0,Nord,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/ledoux-vincent,#61468F,Majoritaire
PA712015,Dive,Julien,PO800508,LR,Les Républicains,LR,M.,JDV,2.0,Aisne,Chef de projet dans l'industrie,https://www.hatvp.fr/pages_nominatives/dive-julien,#4565AD,Opposition
PA717379,Maillard,Sylvain,PO800538,RE,Renaissance,RE,M.,SMA,1.0,Paris,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/maillard-sylvain,#61468F,Majoritaire
PA718674,Givernet,Olga,PO800538,RE,Renaissance,RE,Mme,OGI,3.0,Ain,Ingénieure,https://www.hatvp.fr/pages_nominatives/givernet-olga,#61468F,Majoritaire
PA718710,Boyer,Pascale,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Hautes-Alpes,"Contremaître, agent de maîtrise","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA718784,Pauget,Éric,PO800508,LR,Les Républicains,LR,M.,EPA,7.0,Alpes-Maritimes,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/pauget-eric-6497,#4565AD,Opposition
PA718838,Brun,Fabrice,PO800508,LR,Les Républicains,LR,M.,FBR,3.0,Ardèche,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/brun-fabrice,#4565AD,Opposition
PA718850,Cordier,Pierre,PO800508,LR,Les Républicains,LR,M.,PCD,2.0,Ardennes,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/cordier-pierre-2482,#4565AD,Opposition
PA718860,Taurine,Bénédicte,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Ariège,Professeur du secondaire et technique,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#E42313,Opposition
PA718884,Bazin-Malgras,Valérie,PO800508,LR,Les Républicains,LR,Mme,VBA,2.0,Aube,Commerçante,https://www.hatvp.fr/pages_nominatives/bazin-malgras-valerie,#4565AD,Opposition
