acteur_id,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique
PA718910,Colomb-Pitollat,Claire,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Bouches-du-Rhône,Ingénieure,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA718926,Dharréville,Pierre,PO800502,GDR-NUPES,Gauche démocrate et républicaine - NUPES,GDR - NUPES,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",13.0,Bouches-du-Rhône,Employé (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#991414,Opposition
PA718930,Petel,Anne-Laurence,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",14.0,Bouches-du-Rhône,Chargée des relations extérieures - secteur télécom,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA718962,Zulesi,Jean-Marc,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Bouches-du-Rhône,Autre cadre (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA718978,Laqhila,Mohamed,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",11.0,Bouches-du-Rhône,Expert-Comptable-Commissaire aux Comptes,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA719006,Le Vigoureux,Fabrice,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Calvados,Professeur des Universités,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719024,Blanchet,Christophe,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,CBA,4.0,Calvados,Commerçant,https://www.hatvp.fr/pages_nominatives/blanchet-christophe,#CE5215,Minoritaire
PA719032,Bouyx,Bertrand,PO800538,RE,Renaissance,RE,M.,BBU,5.0,Calvados,Pharmacien,https://www.hatvp.fr/pages_nominatives/bouyx-bertrand,#61468F,Majoritaire
PA719052,Kervran,Loïc,PO800514,HOR,Horizons et apparentés,HOR,M.,LKE,3.0,Cher,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/kervran-loic,#32B3CA,Minoritaire
PA719072,Mesnier,Thomas,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Charente,Médecin,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire
PA719080,Marsaud,Sandra,PO800538,RE,Renaissance,RE,Mme,SMR,2.0,Charente,Cadre (entreprises publiques),https://www.hatvp.fr/pages_nominatives/marsaud-sandra,#61468F,Majoritaire
PA719100,Ardouin,Jean-Philippe,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Charente-Maritime,Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719108,Gérard,Raphaël,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Charente-Maritime,Cadre supérieur (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719118,Cormier-Bouligeon,François,PO800538,RE,Renaissance,RE,M.,FCR,1.0,Cher,Juriste,https://www.hatvp.fr/pages_nominatives/cormier-bouligeon-francois,#61468F,Majoritaire
PA719138,Castellani,Michel,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,MCA,1.0,Haute-Corse,Professeur des Universités,https://www.hatvp.fr/pages_nominatives/castellani-michel,#F8D434,Opposition
PA719146,Acquaviva,Jean-Félix,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Haute-Corse,Cadre,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#F8D434,Opposition
PA719154,Martin,Didier,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Côte-d'Or,Neuroradiologue,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719186,Khattabi,Fadila,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Côte-d'Or,Professeur d'anglais CFA,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719190,Frei,Philippe,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Côte-d'Or,Cadre du secteur privé,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719202,Paris,Didier,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5.0,Côte-d'Or,Cadre supérieur (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719266,Cubertafon,Jean-Pierre,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Dordogne,Retraité des professions libérales,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA719272,Meunier,Frédérique,PO800508,LR,Les Républicains,LR,Mme,FME,2.0,Corrèze,Avocate,https://www.hatvp.fr/pages_nominatives/meunier-frederique-6851,#4565AD,Opposition
PA719286,Colombani,Paul-André,PO800532,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,M.,PCO,2.0,Corse-du-Sud,Médecin,https://www.hatvp.fr/pages_nominatives/colombani-paul-andre,#F8D434,Opposition
PA719294,Clapot,Mireille,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Drôme,Cadre supérieur (entreprises publiques),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719318,Anthoine,Emmanuelle,PO800508,LR,Les Républicains,LR,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Drôme,Avocate,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA719338,Melchior,Graziella,PO800538,RE,Renaissance,RE,Mme,GML,5.0,Finistère,Professeure agrégée,https://www.hatvp.fr/pages_nominatives/melchior-graziella,#61468F,Majoritaire
PA719372,Kasbarian,Guillaume,PO800538,RE,Renaissance,RE,M.,GKA,1.0,Eure-et-Loir,Consultant en stratégie d'entreprise,https://www.hatvp.fr/pages_nominatives/kasbarian-guillaume,#61468F,Majoritaire
PA719376,de Montchalin,Véronique,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Eure-et-Loir,Enseignante,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719382,Lamirault,Luc,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Eure-et-Loir,chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire
PA719388,Le Meur,Annaïg,PO800538,RE,Renaissance,RE,Mme,ALM,1.0,Finistère,Autre profession libérale,https://www.hatvp.fr/pages_nominatives/le-meur-annaig,#61468F,Majoritaire
PA719396,Larsonneur,Jean-Charles,PO800514,HOR,Horizons et apparentés,HOR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Finistère,Diplomate,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#32B3CA,Minoritaire
PA719404,Le Gac,Didier,PO800538,RE,Renaissance,RE,M.,DGA,3.0,Finistère,Profession rattachée à l'enseignement,https://www.hatvp.fr/pages_nominatives/le-gac-didier-5234,#61468F,Majoritaire
PA719412,Le Feur,Sandrine,PO800538,RE,Renaissance,RE,Mme,SFE,4.0,Finistère,Agriculteur-propriétaire exploitant,https://www.hatvp.fr/pages_nominatives/le-feur-sandrine,#61468F,Majoritaire
PA719436,Meizonnet,Nicolas,PO800520,RN,Rassemblement National,RN,M.,NME,2.0,Gard,Ingénieur en informatique,https://www.hatvp.fr/pages_nominatives/meizonnet-nicolas-17348,#35495E,Opposition
PA719472,Cazeneuve,Jean-René,PO800538,RE,Renaissance,RE,M.,JCZ,1.0,Gers,Ingénieur,https://www.hatvp.fr/pages_nominatives/cazeneuve-jean-rene,#61468F,Majoritaire
PA719488,Berta,Philippe,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Gard,Professeur de faculté,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA719512,Vignon,Corinne,PO800538,RE,Renaissance,RE,Mme,CVI,3.0,Haute-Garonne,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/vignon-corinne,#61468F,Majoritaire
PA719528,Portarrieu,Jean-François,PO800514,HOR,Horizons et apparentés,HOR,M.,JPR,5.0,Haute-Garonne,Journaliste,https://www.hatvp.fr/pages_nominatives/portarrieu-jean-francois,#32B3CA,Minoritaire
PA719550,Tanguy,Liliana,PO800538,RE,Renaissance,RE,Mme,LTA,7.0,Finistère,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/tanguy-liliana,#61468F,Majoritaire
PA719558,Balanant,Erwan,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,EBA,8.0,Finistère,Photographe et réalisateur,https://www.hatvp.fr/pages_nominatives/balanant-erwan,#CE5215,Minoritaire
PA719578,Prud'homme,Loïc,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,M.,LPR,3.0,Gironde,Fonctionnaire de catégorie B,https://www.hatvp.fr/pages_nominatives/prud-homme-loic,#E42313,Opposition
PA719600,Poulliat,Éric,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Gironde,Fonctionnaire de catégorie B,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719608,Ménard,Emmanuelle,PO793087,NI,Non inscrit,NI,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Hérault,Journaliste et autre média,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#8D949A,
PA719624,Couillard,Bérangère,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7.0,Gironde,Autre cadre (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719632,Panonacle,Sophie,PO800538,RE,Renaissance,RE,Mme,SPA,8.0,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/panonacle-sophie,#61468F,Majoritaire
PA719640,Mette,Sophie,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,SMT,9.0,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/mette-sophie,#CE5215,Minoritaire
PA719664,Lavergne,Pascal,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",12.0,Gironde,Ingénieur-Agriculteur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719672,Sorez,Philippe,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Hérault,Cadre commercial dans l'industrie et le bâtiment,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719718,Maillart-Méhaignerie,Laurence,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Ille-et-Vilaine,Chef entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719756,Le Nabour,Christine,PO800538,RE,Renaissance,RE,Mme,CLN,5.0,Ille-et-Vilaine,Employée (secteur privé),https://www.hatvp.fr/pages_nominatives/le-nabour-christine,#61468F,Majoritaire
PA719778,Jolivet,François,PO800514,HOR,Horizons et apparentés,HOR,M.,FJO,1.0,Indre,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/jolivet-francois,#32B3CA,Minoritaire
PA719798,Labaronne,Daniel,PO800538,RE,Renaissance,RE,M.,DLA,2.0,Indre-et-Loire,Retraité de l'enseignement supérieur,https://www.hatvp.fr/pages_nominatives/labaronne-daniel,#61468F,Majoritaire
PA719814,Colboc,Fabienne,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Indre-et-Loire,Industriel-Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719822,Thillaye,Sabine,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,STH,5.0,Indre-et-Loire,Ancien Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/thillaye-sabine,#CE5215,Minoritaire
PA719866,Abadie,Caroline,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8.0,Isère,Industriel-Chef entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719874,Jacquier-Laforge,Élodie,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9.0,Isère,Cadre supérieur (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA719882,Meynier-Millefert,Marjolaine,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",10.0,Isère,Conseillère en stratégie des organisations,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719890,Brulebois,Danielle,PO800538,RE,Renaissance,RE,Mme,DBR,1.0,Jura,Retraitée de l'enseignement,https://www.hatvp.fr/pages_nominatives/brulebois-danielle,#61468F,Majoritaire
PA719910,Belhamiti,Mounir,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Loire-Atlantique,Ingénieur en informatique – Directeur de missions,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA719914,Darrieussecq,Geneviève,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,GDI,1.0,Landes,médecin,https://www.hatvp.fr/pages_nominatives/darrieussecq-genevieve,#CE5215,Minoritaire
PA719918,Lainé,Fabien,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Landes,Collaborateur parlementaire,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA719922,Causse,Lionel,PO800538,RE,Renaissance,RE,M.,LCU,2.0,Landes,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/causse-lionel,#61468F,Majoritaire
PA719930,Vallaud,Boris,PO800496,SOC,Socialistes et apparentés (membre de l’intergroupe NUPES),SOC,M.,BVA,3.0,Landes,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/vallaud-boris,#DF84B5,Opposition
PA719968,Bonnet,Sylvie,PO800508,LR,Les Républicains,LR,Mme,SBN,4.0,Loire,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/bonnet-sylvie-26241,#4565AD,Opposition
PA720006,Geismar,Luc,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5.0,Loire-Atlantique,Directeur régional des ventes,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA720014,Tiegna,Huguette,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Lot,"Docteur, Ingénieur Recherche et Dévelopement","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA720022,Lauzzana,Michel,PO800538,RE,Renaissance,RE,M.,MLZ,1.0,Lot-et-Garonne,Médecin,https://www.hatvp.fr/pages_nominatives/lauzzana-michel,#61468F,Majoritaire
PA720038,Josso,Sandrine,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,SJO,7.0,Loire-Atlantique,Autre profession libérale,https://www.hatvp.fr/pages_nominatives/josso-sandrine,#CE5215,Minoritaire
PA720054,Haury,Yannick,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9.0,Loire-Atlantique,Pharmacien,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA720066,Rist,Stéphanie,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Loiret,Médecin,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA720074,Janvier,Caroline,PO800538,RE,Renaissance,RE,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Loiret,Autre cadre (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA720092,Ramos,Richard,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,RRA,6.0,Loiret,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/ramos-richard,#CE5215,Minoritaire
PA720100,Pradié,Aurélien,PO800508,LR,Les Républicains,LR,M.,APR,1.0,Lot,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/pradie-aurelien,#4565AD,Opposition
PA720138,Saint-Paul,Laetitia,PO800538,RE,Renaissance,RE,Mme,LSP,4.0,Maine-et-Loire,Officier de l'armée de Terre,https://www.hatvp.fr/pages_nominatives/saint-paul-laetitia,#61468F,Majoritaire
PA720146,Masséglia,Denis,PO800538,RE,Renaissance,RE,M.,DMS,5.0,Maine-et-Loire,Ingénieur Arts et métiers,https://www.hatvp.fr/pages_nominatives/masseglia-denis,#61468F,Majoritaire
PA720154,Dubré-Chirat,Nicole,PO800538,RE,Renaissance,RE,Mme,NDB,6.0,Maine-et-Loire,Retraitée de la fonction publique hospitalière et chargée de formation,https://www.hatvp.fr/pages_nominatives/dubre-chirat-nicole,#61468F,Majoritaire
PA720162,Bolo,Philippe,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7.0,Maine-et-Loire,Ingénieur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#CE5215,Minoritaire
PA720174,Guillemard,Philippe,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Meurthe-et-Moselle,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA720190,Sorre,Bertrand,PO800538,RE,Renaissance,RE,M.,BSO,2.0,Manche,Enseignant 1er degré-directeur d'école (en disponibilité),https://www.hatvp.fr/pages_nominatives/sorre-bertrand,#61468F,Majoritaire
PA720222,Girardin,Éric,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3.0,Marne,Industriel-Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA720230,Magnier,Lise,PO800514,HOR,Horizons et apparentés,HOR,Mme,LMG,4.0,Marne,Cadre territorial,https://www.hatvp.fr/pages_nominatives/magnier-lise,#32B3CA,Minoritaire
PA720256,Bannier,Géraldine,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,GBA,2.0,Mayenne,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/bannier-geraldine,#CE5215,Minoritaire
PA720286,Fiat,Caroline,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",6.0,Meurthe-et-Moselle,Salariée du secteur médical,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#E42313,Opposition
PA720334,Pahun,Jimmy,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,M.,JPA,2.0,Morbihan,Navigateur,https://www.hatvp.fr/pages_nominatives/pahun-jimmy,#CE5215,Minoritaire
PA720342,Le Peih,Nicole,PO800538,RE,Renaissance,RE,Mme,NPE,3.0,Morbihan,Agricultrice,https://www.hatvp.fr/pages_nominatives/le-peih-nicole,#61468F,Majoritaire
PA720354,Jacques,Jean-Michel,PO800538,RE,Renaissance,RE,M.,JJA,6.0,Morbihan,Infirmier des forces spéciales,https://www.hatvp.fr/pages_nominatives/jacques-jean-michel,#61468F,Majoritaire
PA720362,Belhaddad,Belkhir,PO800538,RE,Renaissance,RE,M.,BBL,1.0,Moselle,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/belhaddad-belkhir,#61468F,Majoritaire
PA720370,Mendes,Ludovic,PO800538,RE,Renaissance,RE,M.,LME,2.0,Moselle,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/mendes-ludovic,#61468F,Majoritaire
PA720386,Di Filippo,Fabien,PO800508,LR,Les Républicains,LR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4.0,Moselle,Ancien cadre du secteur privé,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#4565AD,Opposition
PA720414,Perrot,Patrice,PO800538,RE,Renaissance,RE,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2.0,Nièvre,Industriel-Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#61468F,Majoritaire
PA720422,Quatennens,Adrien,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1.0,Nord,Employé (secteur privé),"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",#E42313,Opposition
PA720430,Bernalicis,Ugo,PO800490,LFI-NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,M.,UBE,2.0,Nord,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/bernalicis-ugo,#E42313,Opposition
PA720446,Liso,Brigitte,PO800538,RE,Renaissance,RE,Mme,BLI,4.0,Nord,Commerçant,https://www.hatvp.fr/pages_nominatives/liso-brigitte,#61468F,Majoritaire
PA720468,Chenu,Sébastien,PO800520,RN,Rassemblement National,RN,M.,SCE,19.0,Nord,Conseiller en communication,https://www.hatvp.fr/pages_nominatives/chenu-sebastien,#35495E,Opposition
PA720480,Parmentier-Lecocq,Charlotte,PO800538,RE,Renaissance,RE,Mme,CLE,6.0,Nord,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/parmentier-lecocq-charlotte,#61468F,Majoritaire
PA720552,Rauch,Isabelle,PO800514,HOR,Horizons et apparentés,HOR,Mme,IRA,9.0,Moselle,Consultante,https://www.hatvp.fr/pages_nominatives/rauch-isabelle-7394,#32B3CA,Minoritaire
PA720560,Goulet,Perrine,PO800484,DEM,Démocrate (MoDem et Indépendants),Dem,Mme,PGU,1.0,Nièvre,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/goulet-perrine,#CE5215,Minoritaire
