acteur_id,nom,prenom,groupe_code,groupe_libelle_court,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate
PA304085,Cambon,Christian,UMPPO,Les Républicains,1,1,0,1
PA309643,Besse,Véronique,NI,NI,95,94,1,0.9894736842105263
PA330008,Breton,Xavier,LR,LR,422,390,32,0.9241706161137441
PA330240,Ciotti,Éric,LR,LR,274,267,7,0.9744525547445255
PA330357,Dussopt,Olivier,RE,RE,26,26,0,1
PA330909,Descoeur,Vincent,LR,LR,732,721,11,0.9849726775956285
PA331381,Grosperrin,Jacques,UMPPO,Les Républicains,1,1,0,1
PA331582,Vigier,Philippe,DEM,Dem,708,696,12,0.9830508474576272
PA331835,Iborra,Monique,RE,RE,580,557,23,0.9603448275862069
PA332228,Benoit,Thierry,HOR,HOR,1005,914,91,0.909452736318408
PA332523,Dalloz,Marie-Christine,LR,LR,645,622,23,0.9643410852713178
PA333285,Garot,Guillaume,SOC,SOC,326,323,3,0.99079754601227
PA333285,Garot,Guillaume,SOC-A,SOC,63,63,0,1
PA333421,Pancher,Bertrand,LIOT,LIOT,293,276,17,0.9419795221843004
PA334116,Maquet,Jacqueline,RE,RE,750,748,2,0.9973333333333333
PA335054,Karamanli,Marietta,SOC,SOC,545,537,8,0.9853211009174312
PA335054,Karamanli,Marietta,SOC-A,SOC,136,136,0,1
PA335612,Lecoq,Jean-Paul,GDR-NUPES,GDR - NUPES,476,468,8,0.9831932773109243
PA335999,Batho,Delphine,ECOLO,Ecolo - NUPES,496,489,7,0.9858870967741935
PA337633,Girardin,Annick,RDSEP,RDSE,1,1,0,1
PA340343,Saulignac,Hervé,SOC,SOC,532,530,2,0.9962406015037594
PA340343,Saulignac,Hervé,SOC-A,SOC,45,43,2,0.9555555555555556
PA340643,Royer-Perreaut,Lionel,RE,RE,1539,1515,24,0.9844054580896686
PA341381,Longeot,Jean-François,UCPOL,UC,1,1,0,1
PA342196,Rouaux,Claudia,SOC,SOC,528,525,3,0.9943181818181818
PA342196,Rouaux,Claudia,SOC-A,SOC,91,91,0,1
PA342240,Bourgeaux,Jean-Luc,LR,LR,718,693,25,0.9651810584958217
PA342384,Martin,Élisa,LFI-NUPES,LFI - NUPES,625,623,2,0.9968
PA342415,Battistel,Marie-Noëlle,SOC,SOC,754,750,4,0.9946949602122016
PA342415,Battistel,Marie-Noëlle,SOC-A,SOC,227,227,0,1
PA342523,Pernot,Clément,UMPPO,Les Républicains,1,1,0,1
PA342564,Lubin,Monique,SOCPO,SER,1,1,0,1
PA344201,Petit,Bertrand,SOC,SOC,492,488,4,0.991869918699187
PA344201,Petit,Bertrand,SOC-A,SOC,68,68,0,1
PA345722,Le Grip,Constance,RE,RE,1279,1271,8,0.9937451133698202
PA346054,Maquet,Emmanuel,LR,LR,415,401,14,0.9662650602409638
PA346782,Juvin,Philippe,LR,LR,630,610,20,0.9682539682539683
PA394676,Laménie,Marc,UMPPO,Les Républicains,1,1,0,1
PA404656,Dumas,Catherine,UMPPO,Les Républicains,1,1,0,1
PA415447,Lefèvre,Antoine,UMPPO,Les Républicains,1,1,0,1
PA415448,de Montgolfier,Albéric,UMPPO,Les Républicains,1,0,1,0
PA415449,Lozach,Jean-Jacques,SOCPO,SER,1,1,0,1
PA415451,Laurent,Daniel,UMPPO,Les Républicains,1,0,1,0
PA415454,Frassa,Christophe-André,UMPPO,Les Républicains,1,0,1,0
PA415462,Chatillon,Alain,UMPPO,Les Républicains,1,0,1,0
PA415467,de Legge,Dominique,UMPPO,Les Républicains,1,0,1,0
PA415477,Fichet,Jean-Luc,SOCPO,SER,1,1,0,1
PA415486,Goy-Chavent,Sylvie,UMPPO,Les Républicains,1,1,0,1
PA415488,Bonnefoy,Nicole,SOCPO,SER,1,1,0,1
PA415499,Patient,Georges,LREMP,RDPI,1,1,0,1
PA421348,Villiers,André,HOR,HOR,112,110,2,0.9821428571428571
PA426327,Reichardt,André,UMPPO,Les Républicains,1,0,1,0
PA429832,Marseille,Hervé,UCPOL,UC,1,0,1,0
PA429833,Espagnac,Frédérique,SOCPO,SER,1,1,0,1
PA429835,Conway-Mouret,Hélène,SOCPO,SER,1,1,0,1
PA429840,Mohamed Soilihi,Thani,LREMP,RDPI,1,1,0,1
PA429842,NA,NA,UMPPO,Les Républicains,1,1,0,1
PA429845,Dantec,Ronan,GESTP,GEST,1,1,0,1
PA429858,Bas,Philippe,UMPPO,Les Républicains,1,1,0,1
PA429867,Éblé,Vincent,SOCPO,SER,1,1,0,1
PA429875,Husson,Jean-François,UMPPO,Les Républicains,1,1,0,1
PA429884,Capo-Canellas,Vincent,UCPOL,UC,1,1,0,1
PA429886,Cukierman,Cécile,CRCPO,CRCE-K,1,1,0,1
PA429889,Rossignol,Laurence,SOCPO,SER,1,1,0,1
PA429894,Bocquet,Éric,CRCPO,CRCE-K,1,1,0,1
PA588884,Autain,Clémentine,LFI-NUPES,LFI - NUPES,380,380,0,1
PA590034,Carlotti,Marie-Arlette,SOCPO,SER,1,1,0,1
PA605036,Abad,Damien,RE,RE,252,252,0,1
PA605069,Bricout,Jean-Louis,LIOT,LIOT,446,401,45,0.899103139013453
PA605069,Bricout,Jean-Louis,NI,NI,64,48,16,0.75
PA605694,Falorni,Olivier,DEM,Dem,479,472,7,0.9853862212943633
PA605694,Falorni,Olivier,NI,NI,47,45,2,0.9574468085106383
PA605745,Sansu,Nicolas,GDR-NUPES,GDR - NUPES,705,704,1,0.9985815602836879
PA605782,Marcangeli,Laurent,HOR,HOR,546,542,4,0.9926739926739927
PA605888,Le Houerou,Annie,SOCPO,SER,1,1,0,1
PA605963,Alauzet,Éric,RE,RE,1645,1632,13,0.99209726443769
PA605991,Genevard,Annie,LR,LR,634,623,11,0.9826498422712934
PA606098,Marleix,Olivier,LR,LR,543,537,6,0.988950276243094
PA606375,Poumirol,Émilienne,SOCPO,SER,1,1,0,1
PA606507,Boudié,Florent,RE,RE,853,849,4,0.9953106682297772
PA606639,Vignal,Patrick,RE,RE,266,266,0,1
PA607090,Vigier,Jean-Pierre,LR,LR,655,640,15,0.9770992366412213
PA607193,Errante,Sophie,RE,RE,601,590,11,0.9816971713810316
PA607395,Travert,Stéphane,RE,RE,991,983,8,0.9919273461150353
PA607489,Chevrollier,Guillaume,UMPPO,Les Républicains,1,0,1,0
PA607553,Potier,Dominique,SOC,SOC,632,622,10,0.9841772151898734
PA607553,Potier,Dominique,SOC-A,SOC,317,261,56,0.8233438485804416
PA607619,Molac,Paul,LIOT,LIOT,544,516,28,0.9485294117647058
PA607761,Linkenheld,Audrey,SOCPO,SER,1,1,0,1
PA608016,Louwagie,Véronique,LR,LR,916,892,24,0.9737991266375546
PA608172,Pirès Beaune,Christine,SOC,SOC,963,959,4,0.995846313603323
PA608172,Pirès Beaune,Christine,SOC-A,SOC,142,142,0,1
PA608416,Hetzel,Patrick,LR,LR,679,664,15,0.9779086892488954
PA608695,Untermaier,Cécile,SOC,SOC,546,545,1,0.9981684981684982
PA608695,Untermaier,Cécile,SOC-A,SOC,69,68,1,0.9855072463768116
PA608826,Duby-Muller,Virginie,LR,LR,764,743,21,0.9725130890052356
PA609332,Faure,Olivier,SOC,SOC,223,220,3,0.9865470852017937
PA609332,Faure,Olivier,SOC-A,SOC,23,23,0,1
PA609520,Pompili,Barbara,RE,RE,511,492,19,0.9628180039138943
PA609590,Rabault,Valérie,SOC,SOC,267,267,0,1
PA609590,Rabault,Valérie,SOC-A,SOC,71,71,0,1
PA610002,Sas,Eva,ECOLO,Ecolo - NUPES,1045,1040,5,0.9952153110047847
PA610654,Nilor,Jean-Philippe,LFI-NUPES,LFI - NUPES,546,540,6,0.989010989010989
PA610850,Narassiguin,Corinne,SOCPO,SER,1,1,0,1
PA642695,Bothorel,Éric,RE,RE,1406,1371,35,0.9751066856330014
PA642756,Harribey,Laurence,SOCPO,SER,1,1,0,1
PA642764,Aviragnet,Joël,SOC,SOC,244,239,5,0.9795081967213115
PA642764,Aviragnet,Joël,SOC-A,SOC,33,32,1,0.9696969696969697
PA642788,Véran,Olivier,RE,RE,18,17,1,0.9444444444444444
PA642847,Bazin,Thibault,LR,LR,901,885,16,0.9822419533851277
PA642868,Christophe,Paul,HOR,HOR,1340,1330,10,0.9925373134328358
PA642935,Becht,Olivier,RE,RE,25,23,2,0.92
PA642982,Brossel,Colombe,SOCPO,SER,1,1,0,1
PA642988,de Lépinau,Hervé,RN,RN,907,894,13,0.9856670341786108
PA643028,Ros,David,SOCPO,SER,1,1,0,1
PA643048,Lanlo,Virginie,RE,RE,581,578,3,0.9948364888123924
PA643089,Thiériot,Jean-Louis,LR,LR,290,286,4,0.9862068965517241
PA643134,Valentin,Isabelle,LR,LR,577,548,29,0.949740034662045
PA643143,Baptiste,Christian,SOC,SOC,596,582,14,0.9765100671140939
PA643143,Baptiste,Christian,SOC-A,SOC,56,56,0,1
PA643157,Naillet,Philippe,SOC,SOC,619,610,9,0.9854604200323102
PA643157,Naillet,Philippe,SOC-A,SOC,81,81,0,1
PA643175,Dupont,Stella,RE,RE,1053,994,59,0.9439696106362773
PA643184,Klinkert,Brigitte,RE,RE,1332,1329,3,0.9977477477477478
PA643192,Jourdan,Chantal,SOC,SOC,874,873,1,0.9988558352402745
PA643192,Jourdan,Chantal,SOC-A,SOC,322,322,0,1
PA643211,Montaugé,Franck,SOCPO,SER,1,1,0,1
PA677483,Mazars,Stéphane,RE,RE,877,869,8,0.9908779931584949
PA695100,Habib,Meyer,LR,LR,94,90,4,0.9574468085106383
PA702993,Kanner,Patrick,SOCPO,SER,1,1,0,1
PA703480,Médevielle,Pierre,RTLIP,Les Indépendants,1,1,0,1
PA703485,Ravier,Stéphane,NIPOL,NI,1,0,1,0
PA703492,Hervé,Loïc,UCPOL,UC,1,0,1,0
PA703493,Nougein,Claude,UMPPO,Les Républicains,1,1,0,1
PA703494,Di Folco,Catherine,UMPPO,Les Républicains,1,0,1,0
PA703495,Roux,Jean-Yves,RDSEP,RDSE,1,1,0,1
PA703498,Doineau,Élisabeth,UCPOL,UC,1,1,0,1
PA703500,Bouchet,Gilbert,UMPPO,Les Républicains,1,1,0,1
PA703501,Kern,Claude,UCPOL,UC,1,1,0,1
PA703503,de Nicolaÿ,Louis-Jean,UMPPO,Les Républicains,1,0,1,0
PA703505,Raynal,Claude,SOCPO,SER,1,1,0,1
PA703506,Duranton,Nicole,LREMP,RDPI,1,1,0,1
PA703509,Jeansannetas,Éric,SOCPO,SER,1,1,0,1
PA703510,Canayer,Agnès,UMPPO,Les Républicains,1,1,0,1
PA703511,Robert,Sylvie,SOCPO,SER,1,1,0,1
PA703512,Monier,Marie-Pierre,SOCPO,SER,1,1,0,1
PA703514,Canévet,Michel,UCPOL,UC,1,1,0,1
PA703515,Imbert,Corinne,UMPPO,Les Républicains,1,1,0,1
PA703517,Micouleau,Brigitte,UMPPO,Les Républicains,1,0,1,0
PA703518,Mouiller,Philippe,UMPPO,Les Républicains,1,1,0,1
PA703520,Estrosi Sassone,Dominique,UMPPO,Les Républicains,1,1,0,1
PA703521,Panunzi,Jean-Jacques,UMPPO,Les Républicains,1,0,1,0
PA703522,Bonhomme,François,UMPPO,Les Républicains,1,1,0,1
PA703525,Cadic,Olivier,UCPOL,UC,1,1,0,1
PA703527,Vogel,Jean Pierre,UMPPO,Les Républicains,1,1,0,1
PA703528,Cabanel,Henri,RDSEP,RDSE,1,1,0,1
PA703530,Gremillet,Daniel,UMPPO,Les Républicains,1,1,0,1
PA703532,Billon,Annick,UCPOL,UC,1,1,0,1
PA703534,Chasseing,Daniel,RTLIP,Les Indépendants,1,1,0,1
PA703535,Lemoyne,Jean-Baptiste,LREMP,RDPI,1,0,1,0
PA703536,Jourda,Gisèle,SOCPO,SER,1,1,0,1
PA703537,Lopez,Vivette,UMPPO,Les Républicains,1,0,1,0
PA703538,Durain,Jérôme,SOCPO,SER,1,1,0,1
PA703540,Allizard,Pascal,UMPPO,Les Républicains,1,1,0,1
PA703541,Pellevat,Cyril,UMPPO,Les Républicains,1,1,0,1
PA706108,Cigolotti,Olivier,UCPOL,UC,1,1,0,1
PA707706,Tetuanui,Lana,UCPOL,UC,1,0,1,0
PA708632,Mercier,Marie,UMPPO,Les Républicains,1,1,0,1
PA708633,Féret,Corinne,SOCPO,SER,1,1,0,1
PA709298,Delcros,Bernard,UCPOL,UC,1,1,0,1
PA709750,Chain-Larché,Anne,UMPPO,Les Républicains,1,0,1,0
PA711156,Rapin,Jean-François,UMPPO,Les Républicains,1,1,0,1
PA712014,Ledoux,Vincent,NI,NI,23,23,0,1
PA712014,Ledoux,Vincent,RE,RE,1305,1299,6,0.9954022988505747
PA712015,Dive,Julien,LR,LR,648,630,18,0.9722222222222222
PA712422,Daniel,Karine,SOCPO,SER,1,1,0,1
PA715322,Gerbaud,Frédérique,UMPPO,Les Républicains,1,1,0,1
PA715745,Cuypers,Pierre,UMPPO,Les Républicains,1,0,1,0
PA717161,Borne,Élisabeth,RE,RE,22,22,0,1
PA717379,Maillard,Sylvain,RE,RE,2194,2189,5,0.9977210574293528
PA718674,Givernet,Olga,RE,RE,1035,1030,5,0.9951690821256038
PA718710,Boyer,Pascale,RE,RE,1405,1388,17,0.9879003558718861
PA718784,Pauget,Éric,LR,LR,385,376,9,0.9766233766233766
PA718838,Brun,Fabrice,LR,LR,304,283,21,0.930921052631579
PA718850,Cordier,Pierre,LR,LR,445,423,22,0.950561797752809
PA718860,Taurine,Bénédicte,LFI-NUPES,LFI - NUPES,120,119,1,0.9916666666666667
PA718884,Bazin-Malgras,Valérie,LR,LR,369,358,11,0.9701897018970189
PA718910,Colomb-Pitollat,Claire,RE,RE,723,720,3,0.995850622406639
PA718926,Dharréville,Pierre,GDR-NUPES,GDR - NUPES,728,718,10,0.9862637362637363
PA718930,Petel,Anne-Laurence,RE,RE,1233,1223,10,0.991889699918897
PA718962,Zulesi,Jean-Marc,RE,RE,1181,1174,7,0.9940728196443692
PA718978,Laqhila,Mohamed,DEM,Dem,1016,1009,7,0.9931102362204725
PA719006,Le Vigoureux,Fabrice,RE,RE,896,892,4,0.9955357142857143
PA719024,Blanchet,Christophe,DEM,Dem,1076,1060,16,0.9851301115241635
PA719032,Bouyx,Bertrand,HOR,HOR,205,203,2,0.9902439024390244
PA719032,Bouyx,Bertrand,RE,RE,1174,1168,6,0.9948892674616695
PA719052,Kervran,Loïc,HOR,HOR,706,691,15,0.9787535410764873
PA719072,Mesnier,Thomas,HOR,HOR,327,322,5,0.9847094801223242
PA719080,Marsaud,Sandra,RE,RE,1234,1219,15,0.9878444084278768
PA719100,Ardouin,Jean-Philippe,RE,RE,958,955,3,0.9968684759916493
PA719108,Gérard,Raphaël,RE,RE,2411,2386,25,0.9896308585649108
PA719118,Cormier-Bouligeon,François,RE,RE,915,896,19,0.9792349726775956
PA719138,Castellani,Michel,LIOT,LIOT,341,330,11,0.967741935483871
PA719146,Acquaviva,Jean-Félix,LIOT,LIOT,271,265,6,0.977859778597786
PA719154,Martin,Didier,RE,RE,1195,1173,22,0.9815899581589959
PA719186,Khattabi,Fadila,RE,RE,820,820,0,1
PA719190,Frei,Philippe,RE,RE,766,758,8,0.9895561357702349
PA719202,Paris,Didier,RE,RE,755,746,9,0.9880794701986755
PA719266,Cubertafon,Jean-Pierre,DEM,Dem,719,708,11,0.9847009735744089
PA719272,Meunier,Frédérique,LR,LR,369,311,58,0.8428184281842819
PA719286,Colombani,Paul-André,LIOT,LIOT,351,331,20,0.9430199430199431
PA719294,Clapot,Mireille,RE,RE,1611,1564,47,0.9708255741775295
PA719318,Anthoine,Emmanuelle,LR,LR,929,896,33,0.9644779332615716
PA719338,Melchior,Graziella,RE,RE,1343,1331,12,0.9910647803425168
