acteur_id,groupe_code,groupe_libelle_court,nom,prenom,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share
PA340343,SOC-A,SOC,Saulignac,Hervé,47,25,20,2,0,0.0425531914893617,0,0.9574468085106383
PA340643,RE,RE,Royer-Perreaut,Lionel,1567,482,1058,27,0,0.01723037651563497,0,0.982769623484365
PA341381,UCPOL,UC,Longeot,Jean-François,1,1,0,0,0,0,0,1
PA342196,SOC,SOC,Rouaux,Claudia,586,395,135,56,0,0.09556313993174062,0,0.9044368600682594
PA342196,SOC-A,SOC,Rouaux,Claudia,97,62,31,4,0,0.041237113402061855,0,0.9587628865979382
PA342240,LR,LR,Bourgeaux,Jean-Luc,769,338,390,41,0,0.053315994798439535,0,0.9466840052015605
PA342384,LFI-NUPES,LFI - NUPES,Martin,Élisa,651,455,170,26,0,0.039938556067588324,0,0.9600614439324117
PA342415,SOC,SOC,Battistel,Marie-Noëlle,820,537,217,66,0,0.08048780487804878,0,0.9195121951219513
PA342415,SOC-A,SOC,Battistel,Marie-Noëlle,238,139,91,8,0,0.03361344537815126,0,0.9663865546218487
PA342523,UMPPO,Les Républicains,Pernot,Clément,1,1,0,0,0,0,0,1
PA342564,SOCPO,SER,Lubin,Monique,1,1,0,0,0,0,0,1
PA343988,UMPPO,Les Républicains,Paccaud,Olivier,1,0,0,1,0,1,0,0
PA344201,SOC,SOC,Petit,Bertrand,520,358,135,27,0,0.051923076923076926,0,0.948076923076923
PA344201,SOC-A,SOC,Petit,Bertrand,72,48,20,4,0,0.05555555555555555,0,0.9444444444444444
PA345722,RE,RE,Le Grip,Constance,1288,372,908,8,0,0.006211180124223602,0,0.9937888198757764
PA346054,LR,LR,Maquet,Emmanuel,443,188,228,27,0,0.060948081264108354,0,0.9390519187358917
PA346782,LR,LR,Juvin,Philippe,699,263,373,63,0,0.09012875536480687,0,0.9098712446351931
PA382672,UCPOL,UC,Goulet,Nathalie,1,0,0,1,0,1,0,0
PA394676,UMPPO,Les Républicains,Laménie,Marc,1,1,0,0,0,0,0,1
PA404656,UMPPO,Les Républicains,Dumas,Catherine,1,1,0,0,0,0,0,1
PA415446,UCPOL,UC,Maurey,Hervé,1,0,0,1,0,1,0,0
PA415447,UMPPO,Les Républicains,Lefèvre,Antoine,1,1,0,0,0,0,0,1
PA415448,UMPPO,Les Républicains,de Montgolfier,Albéric,1,0,1,0,0,0,0,1
PA415449,SOCPO,SER,Lozach,Jean-Jacques,1,1,0,0,0,0,0,1
PA415451,UMPPO,Les Républicains,Laurent,Daniel,1,0,1,0,0,0,0,1
PA415454,UMPPO,Les Républicains,Frassa,Christophe-André,1,0,1,0,0,0,0,1
PA415462,UMPPO,Les Républicains,Chatillon,Alain,1,0,1,0,0,0,0,1
PA415467,UMPPO,Les Républicains,de Legge,Dominique,1,0,1,0,0,0,0,1
PA415477,SOCPO,SER,Fichet,Jean-Luc,1,1,0,0,0,0,0,1
PA415479,UMPPO,Les Républicains,Paul,Philippe,1,0,0,1,0,1,0,0
PA415486,UMPPO,Les Républicains,Goy-Chavent,Sylvie,1,1,0,0,0,0,0,1
PA415488,SOCPO,SER,Bonnefoy,Nicole,1,1,0,0,0,0,0,1
PA415495,UMPPO,Les Républicains,Houpert,Alain,1,0,0,1,0,1,0,0
PA415499,LREMP,RDPI,Patient,Georges,1,1,0,0,0,0,0,1
PA421348,HOR,HOR,Villiers,André,117,51,61,5,0,0.042735042735042736,0,0.9572649572649573
PA426327,UMPPO,Les Républicains,Reichardt,André,1,0,1,0,0,0,0,1
PA429832,UCPOL,UC,Marseille,Hervé,1,0,1,0,0,0,0,1
PA429833,SOCPO,SER,Espagnac,Frédérique,1,1,0,0,0,0,0,1
PA429835,SOCPO,SER,Conway-Mouret,Hélène,1,1,0,0,0,0,0,1
PA429840,LREMP,RDPI,Mohamed Soilihi,Thani,1,1,0,0,0,0,0,1
PA429842,UMPPO,Les Républicains,NA,NA,1,1,0,0,0,0,0,1
PA429845,GESTP,GEST,Dantec,Ronan,1,1,0,0,0,0,0,1
PA429858,UMPPO,Les Républicains,Bas,Philippe,1,1,0,0,0,0,0,1
PA429867,SOCPO,SER,Éblé,Vincent,1,1,0,0,0,0,0,1
PA429869,UCPOL,UC,Delahaye,Vincent,1,0,0,1,0,1,0,0
PA429874,UMPPO,Les Républicains,Savin,Michel,1,0,0,1,0,1,0,0
PA429875,UMPPO,Les Républicains,Husson,Jean-François,1,1,0,0,0,0,0,1
PA429884,UCPOL,UC,Capo-Canellas,Vincent,1,1,0,0,0,0,0,1
PA429886,CRCPO,CRCE-K,Cukierman,Cécile,1,1,0,0,0,0,0,1
PA429889,SOCPO,SER,Rossignol,Laurence,1,1,0,0,0,0,0,1
PA429894,CRCPO,CRCE-K,Bocquet,Éric,1,1,0,0,0,0,0,1
PA569,UCPOL,UC,Bonnecarrère,Philippe,1,0,0,1,0,1,0,0
PA588884,LFI-NUPES,LFI - NUPES,Autain,Clémentine,390,280,100,10,0,0.02564102564102564,0,0.9743589743589743
PA590034,SOCPO,SER,Carlotti,Marie-Arlette,1,1,0,0,0,0,0,1
PA605036,RE,RE,Abad,Damien,258,83,169,6,0,0.023255813953488372,0,0.9767441860465116
PA605069,LIOT,LIOT,Bricout,Jean-Louis,529,337,145,47,0,0.0888468809073724,0,0.9111531190926276
PA605069,NI,NI,Bricout,Jean-Louis,82,46,26,10,0,0.12195121951219512,0,0.8780487804878049
PA605694,DEM,Dem,Falorni,Olivier,490,116,365,9,0,0.018367346938775512,0,0.9816326530612245
PA605694,NI,NI,Falorni,Olivier,59,25,34,0,0,0,0,1
PA605745,GDR-NUPES,GDR - NUPES,Sansu,Nicolas,737,500,205,32,0,0.04341926729986431,0,0.9565807327001357
PA605782,HOR,HOR,Marcangeli,Laurent,551,206,340,5,0,0.009074410163339383,0,0.9909255898366606
PA605888,SOCPO,SER,Le Houerou,Annie,1,1,0,0,0,0,0,1
PA605963,RE,RE,Alauzet,Éric,1676,462,1183,31,0,0.018496420047732696,0,0.9815035799522673
PA605991,LR,LR,Genevard,Annie,679,254,385,40,0,0.05891016200294551,0,0.9410898379970545
PA606098,LR,LR,Marleix,Olivier,564,245,300,19,0,0.03368794326241135,0,0.9663120567375887
PA606375,SOCPO,SER,Poumirol,Émilienne,1,1,0,0,0,0,0,1
PA606507,RE,RE,Boudié,Florent,854,268,585,1,0,0.00117096018735363,0,0.9988290398126464
PA606639,RE,RE,Vignal,Patrick,266,75,191,0,0,0,0,1
PA607090,LR,LR,Vigier,Jean-Pierre,729,265,392,72,0,0.09876543209876543,0,0.9012345679012346
PA607193,RE,RE,Errante,Sophie,603,130,472,1,0,0.001658374792703151,0,0.9983416252072969
PA607395,RE,RE,Travert,Stéphane,1002,287,704,11,0,0.010978043912175649,0,0.9890219560878244
PA607489,UMPPO,Les Républicains,Chevrollier,Guillaume,1,0,1,0,0,0,0,1
PA607553,SOC,SOC,Potier,Dominique,720,452,184,84,0,0.11666666666666667,0,0.8833333333333333
PA607553,SOC-A,SOC,Potier,Dominique,337,244,77,16,0,0.04747774480712166,0,0.9525222551928784
PA607619,LIOT,LIOT,Molac,Paul,660,375,189,96,0,0.14545454545454545,0,0.8545454545454545
PA607761,SOCPO,SER,Linkenheld,Audrey,1,1,0,0,0,0,0,1
PA607846,RE,RE,Darmanin,Gérald,1,0,0,0,1,0,1,0
PA608016,LR,LR,Louwagie,Véronique,981,387,539,55,0,0.05606523955147808,0,0.9439347604485219
PA608172,SOC,SOC,Pirès Beaune,Christine,1057,707,258,92,0,0.08703878902554399,0,0.912961210974456
PA608172,SOC-A,SOC,Pirès Beaune,Christine,146,85,58,3,0,0.02054794520547945,0,0.9794520547945206
PA608416,LR,LR,Hetzel,Patrick,818,289,394,135,0,0.16503667481662593,0,0.8349633251833741
PA608695,SOC,SOC,Untermaier,Cécile,596,381,165,50,0,0.08389261744966443,0,0.9161073825503355
PA608695,SOC-A,SOC,Untermaier,Cécile,73,47,22,4,0,0.0547945205479452,0,0.9452054794520548
PA608826,LR,LR,Duby-Muller,Virginie,872,324,448,100,0,0.11467889908256881,0,0.8853211009174312
PA609332,SOC,SOC,Faure,Olivier,243,176,47,20,0,0.0823045267489712,0,0.9176954732510288
PA609332,SOC-A,SOC,Faure,Olivier,23,12,11,0,0,0,0,1
PA609520,RE,RE,Pompili,Barbara,520,233,278,9,0,0.01730769230769231,0,0.9826923076923076
PA609590,SOC,SOC,Rabault,Valérie,779,208,59,16,496,0.02053915275994865,0.6367137355584083,0.3427471116816431
PA609590,SOC-A,SOC,Rabault,Valérie,204,47,24,0,133,0,0.6519607843137255,0.3480392156862745
PA610002,ECOLO,Ecolo - NUPES,Sas,Eva,1134,743,305,86,0,0.07583774250440917,0,0.9241622574955908
PA610654,LFI-NUPES,LFI - NUPES,Nilor,Jean-Philippe,588,411,136,41,0,0.06972789115646258,0,0.9302721088435374
PA610850,SOCPO,SER,Narassiguin,Corinne,1,1,0,0,0,0,0,1
PA642695,RE,RE,Bothorel,Éric,1423,458,948,17,0,0.011946591707659873,0,0.9880534082923401
PA642756,SOCPO,SER,Harribey,Laurence,1,1,0,0,0,0,0,1
PA642764,SOC,SOC,Aviragnet,Joël,264,175,71,18,0,0.06818181818181818,0,0.9318181818181818
PA642764,SOC-A,SOC,Aviragnet,Joël,35,19,14,2,0,0.05714285714285714,0,0.9428571428571428
PA642788,RE,RE,Véran,Olivier,19,10,8,0,1,0,0.05263157894736842,0.9473684210526315
PA642847,LR,LR,Bazin,Thibault,1131,449,463,219,0,0.19363395225464192,0,0.8063660477453581
PA642868,HOR,HOR,Christophe,Paul,1357,413,931,13,0,0.009579955784819455,0,0.9904200442151806
PA642935,RE,RE,Becht,Olivier,26,11,14,0,1,0,0.038461538461538464,0.9615384615384616
PA642982,SOCPO,SER,Brossel,Colombe,1,1,0,0,0,0,0,1
PA642988,RN,RN,de Lépinau,Hervé,1126,592,315,219,0,0.19449378330373002,0,0.80550621669627
PA643028,SOCPO,SER,Ros,David,1,1,0,0,0,0,0,1
PA643048,RE,RE,Lanlo,Virginie,586,229,352,5,0,0.008532423208191127,0,0.9914675767918089
PA643089,LR,LR,Thiériot,Jean-Louis,303,148,143,12,0,0.039603960396039604,0,0.9603960396039604
PA643134,LR,LR,Valentin,Isabelle,661,303,277,81,0,0.12254160363086233,0,0.8774583963691377
PA643143,SOC,SOC,Baptiste,Christian,644,443,154,47,0,0.07298136645962733,0,0.9270186335403726
PA643143,SOC-A,SOC,Baptiste,Christian,57,34,22,1,0,0.017543859649122806,0,0.9824561403508771
PA643157,SOC,SOC,Naillet,Philippe,681,456,165,60,0,0.0881057268722467,0,0.9118942731277533
PA643157,SOC-A,SOC,Naillet,Philippe,84,58,23,3,0,0.03571428571428571,0,0.9642857142857143
PA643175,RE,RE,Dupont,Stella,1062,338,717,7,0,0.006591337099811676,0,0.9934086629001884
PA643184,RE,RE,Klinkert,Brigitte,1335,405,927,3,0,0.0022471910112359553,0,0.9977528089887641
PA643192,SOC,SOC,Jourdan,Chantal,925,662,213,50,0,0.05405405405405406,0,0.9459459459459459
PA643192,SOC-A,SOC,Jourdan,Chantal,329,258,66,5,0,0.015197568389057751,0,0.9848024316109423
PA643211,SOCPO,SER,Montaugé,Franck,1,1,0,0,0,0,0,1
PA677483,RE,RE,Mazars,Stéphane,883,286,591,6,0,0.006795016987542469,0,0.9932049830124575
PA695100,LR,LR,Habib,Meyer,101,50,44,7,0,0.06930693069306931,0,0.9306930693069307
PA702993,SOCPO,SER,Kanner,Patrick,1,1,0,0,0,0,0,1
PA703480,RTLIP,Les Indépendants,Médevielle,Pierre,1,1,0,0,0,0,0,1
PA703485,NIPOL,NI,Ravier,Stéphane,1,0,1,0,0,0,0,1
PA703492,UCPOL,UC,Hervé,Loïc,1,0,1,0,0,0,0,1
PA703493,UMPPO,Les Républicains,Nougein,Claude,1,1,0,0,0,0,0,1
PA703494,UMPPO,Les Républicains,Di Folco,Catherine,1,0,1,0,0,0,0,1
PA703495,RDSEP,RDSE,Roux,Jean-Yves,1,1,0,0,0,0,0,1
PA703497,UMPPO,Les Républicains,Mandelli,Didier,1,0,0,1,0,1,0,0
PA703498,UCPOL,UC,Doineau,Élisabeth,1,1,0,0,0,0,0,1
PA703500,UMPPO,Les Républicains,Bouchet,Gilbert,1,1,0,0,0,0,0,1
PA703501,UCPOL,UC,Kern,Claude,1,1,0,0,0,0,0,1
PA703503,UMPPO,Les Républicains,de Nicolaÿ,Louis-Jean,1,0,1,0,0,0,0,1
PA703505,SOCPO,SER,Raynal,Claude,1,1,0,0,0,0,0,1
PA703506,LREMP,RDPI,Duranton,Nicole,1,1,0,0,0,0,0,1
PA703509,SOCPO,SER,Jeansannetas,Éric,1,1,0,0,0,0,0,1
PA703510,UMPPO,Les Républicains,Canayer,Agnès,1,1,0,0,0,0,0,1
PA703511,SOCPO,SER,Robert,Sylvie,1,1,0,0,0,0,0,1
PA703512,SOCPO,SER,Monier,Marie-Pierre,1,1,0,0,0,0,0,1
PA703513,UMPPO,Les Républicains,Chaize,Patrick,1,0,0,1,0,1,0,0
PA703514,UCPOL,UC,Canévet,Michel,1,1,0,0,0,0,0,1
PA703515,UMPPO,Les Républicains,Imbert,Corinne,1,1,0,0,0,0,0,1
PA703517,UMPPO,Les Républicains,Micouleau,Brigitte,1,0,1,0,0,0,0,1
PA703518,UMPPO,Les Républicains,Mouiller,Philippe,1,1,0,0,0,0,0,1
PA703520,UMPPO,Les Républicains,Estrosi Sassone,Dominique,1,1,0,0,0,0,0,1
PA703521,UMPPO,Les Républicains,Panunzi,Jean-Jacques,1,0,1,0,0,0,0,1
PA703522,UMPPO,Les Républicains,Bonhomme,François,1,1,0,0,0,0,0,1
PA703523,UCPOL,UC,Loisier,Anne-Catherine,1,0,0,1,0,1,0,0
PA703525,UCPOL,UC,Cadic,Olivier,1,1,0,0,0,0,0,1
PA703527,UMPPO,Les Républicains,Vogel,Jean Pierre,1,1,0,0,0,0,0,1
PA703528,RDSEP,RDSE,Cabanel,Henri,1,1,0,0,0,0,0,1
PA703530,UMPPO,Les Républicains,Gremillet,Daniel,1,1,0,0,0,0,0,1
PA703532,UCPOL,UC,Billon,Annick,1,1,0,0,0,0,0,1
PA703534,RTLIP,Les Indépendants,Chasseing,Daniel,1,1,0,0,0,0,0,1
PA703535,LREMP,RDPI,Lemoyne,Jean-Baptiste,1,0,1,0,0,0,0,1
PA703536,SOCPO,SER,Jourda,Gisèle,1,1,0,0,0,0,0,1
PA703537,UMPPO,Les Républicains,Lopez,Vivette,1,0,1,0,0,0,0,1
PA703538,SOCPO,SER,Durain,Jérôme,1,1,0,0,0,0,0,1
PA703540,UMPPO,Les Républicains,Allizard,Pascal,1,1,0,0,0,0,0,1
PA703541,UMPPO,Les Républicains,Pellevat,Cyril,1,1,0,0,0,0,0,1
PA706108,UCPOL,UC,Cigolotti,Olivier,1,1,0,0,0,0,0,1
PA707706,UCPOL,UC,Tetuanui,Lana,1,0,1,0,0,0,0,1
PA708632,UMPPO,Les Républicains,Mercier,Marie,1,1,0,0,0,0,0,1
PA708633,SOCPO,SER,Féret,Corinne,1,1,0,0,0,0,0,1
PA709298,UCPOL,UC,Delcros,Bernard,1,1,0,0,0,0,0,1
PA709750,UMPPO,Les Républicains,Chain-Larché,Anne,1,0,1,0,0,0,0,1
PA711156,UMPPO,Les Républicains,Rapin,Jean-François,1,1,0,0,0,0,0,1
PA712014,NI,NI,Ledoux,Vincent,23,2,21,0,0,0,0,1
PA712014,RE,RE,Ledoux,Vincent,1307,433,872,2,0,0.001530221882172915,0,0.9984697781178271
PA712015,LR,LR,Dive,Julien,748,275,378,95,0,0.1270053475935829,0,0.8729946524064172
PA712422,SOCPO,SER,Daniel,Karine,1,1,0,0,0,0,0,1
PA715322,UMPPO,Les Républicains,Gerbaud,Frédérique,1,1,0,0,0,0,0,1
PA715745,UMPPO,Les Républicains,Cuypers,Pierre,1,0,1,0,0,0,0,1
PA717161,RE,RE,Borne,Élisabeth,23,12,10,0,1,0,0.043478260869565216,0.9565217391304348
PA717379,RE,RE,Maillard,Sylvain,2203,673,1521,9,0,0.0040853381752156154,0,0.9959146618247844
PA718674,RE,RE,Givernet,Olga,1036,298,737,1,0,9.652509652509653e-4,0,0.999034749034749
PA718710,RE,RE,Boyer,Pascale,1408,432,973,3,0,0.002130681818181818,0,0.9978693181818182
PA718784,LR,LR,Pauget,Éric,424,181,206,37,0,0.08726415094339622,0,0.9127358490566038
PA718838,LR,LR,Brun,Fabrice,339,165,142,32,0,0.0943952802359882,0,0.9056047197640118
PA718850,LR,LR,Cordier,Pierre,604,207,240,157,0,0.2599337748344371,0,0.7400662251655629
PA718860,LFI-NUPES,LFI - NUPES,Taurine,Bénédicte,122,74,46,2,0,0.01639344262295082,0,0.9836065573770492
PA718884,LR,LR,Bazin-Malgras,Valérie,400,157,213,30,0,0.075,0,0.925
PA718910,RE,RE,Colomb-Pitollat,Claire,723,192,531,0,0,0,0,1
PA718926,GDR-NUPES,GDR - NUPES,Dharréville,Pierre,772,554,191,27,0,0.034974093264248704,0,0.9650259067357513
PA718930,RE,RE,Petel,Anne-Laurence,1244,364,870,10,0,0.008038585209003215,0,0.9919614147909968
PA718962,RE,RE,Zulesi,Jean-Marc,1196,375,806,15,0,0.01254180602006689,0,0.9874581939799331
PA718978,DEM,Dem,Laqhila,Mohamed,1019,251,767,1,0,9.813542688910696e-4,0,0.9990186457311089
PA719006,RE,RE,Le Vigoureux,Fabrice,908,250,646,12,0,0.013215859030837005,0,0.986784140969163
PA719024,DEM,Dem,Blanchet,Christophe,1089,411,667,11,0,0.010101010101010102,0,0.98989898989899
PA719032,HOR,HOR,Bouyx,Bertrand,206,74,131,1,0,0.0048543689320388345,0,0.9951456310679612
PA719032,RE,RE,Bouyx,Bertrand,1177,349,825,3,0,0.002548853016142736,0,0.9974511469838573
PA719052,HOR,HOR,Kervran,Loïc,721,273,436,12,0,0.016643550624133148,0,0.9833564493758669
PA719072,HOR,HOR,Mesnier,Thomas,329,91,236,2,0,0.0060790273556231,0,0.993920972644377
PA719080,RE,RE,Marsaud,Sandra,1234,336,898,0,0,0,0,1
PA719100,RE,RE,Ardouin,Jean-Philippe,960,334,624,2,0,0.0020833333333333333,0,0.9979166666666667
PA719108,RE,RE,Gérard,Raphaël,2428,752,1659,17,0,0.00700164744645799,0,0.992998352553542
PA719118,RE,RE,Cormier-Bouligeon,François,924,311,605,8,0,0.008658008658008658,0,0.9913419913419913
PA719138,LIOT,LIOT,Castellani,Michel,458,259,89,110,0,0.24017467248908297,0,0.759825327510917
PA719146,LIOT,LIOT,Acquaviva,Jean-Félix,313,170,105,38,0,0.12140575079872204,0,0.8785942492012779
PA719154,RE,RE,Martin,Didier,1211,346,850,15,0,0.012386457473162676,0,0.9876135425268373
PA719186,RE,RE,Khattabi,Fadila,820,231,589,0,0,0,0,1
PA719190,RE,RE,Frei,Philippe,771,272,494,5,0,0.00648508430609598,0,0.993514915693904
PA719202,RE,RE,Paris,Didier,760,258,497,5,0,0.006578947368421052,0,0.993421052631579
PA719218,RE,RE,Berville,Hervé,1,0,0,0,1,0,1,0
PA719266,DEM,Dem,Cubertafon,Jean-Pierre,722,221,499,2,0,0.002770083102493075,0,0.997229916897507
PA719272,LR,LR,Meunier,Frédérique,396,148,222,26,0,0.06565656565656566,0,0.9343434343434344
PA719286,LIOT,LIOT,Colombani,Paul-André,388,249,111,28,0,0.07216494845360824,0,0.9278350515463918
PA719294,RE,RE,Clapot,Mireille,1627,528,1084,15,0,0.00921942224953903,0,0.990780577750461
PA719318,LR,LR,Anthoine,Emmanuelle,1076,459,476,141,0,0.13104089219330856,0,0.8689591078066915
PA719338,RE,RE,Melchior,Graziella,1346,352,991,3,0,0.002228826151560178,0,0.9977711738484398
