scrutin_id
VTANR5L16V10
VTANR5L16V100
VTANR5L16V1000
VTANR5L16V1001
VTANR5L16V1002
VTANR5L16V1003
VTANR5L16V1004
VTANR5L16V1005
VTANR5L16V1006
VTANR5L16V1007
VTANR5L16V1008
VTANR5L16V1009
VTANR5L16V101
VTANR5L16V1010
VTANR5L16V1011
VTANR5L16V1012
VTANR5L16V1014
VTANR5L16V1015
VTANR5L16V1016
VTANR5L16V1017
VTANR5L16V1018
VTANR5L16V1019
VTANR5L16V102
VTANR5L16V1020
VTANR5L16V1021
VTANR5L16V1022
VTANR5L16V1023
VTANR5L16V1024
VTANR5L16V1025
VTANR5L16V1026
VTANR5L16V1027
VTANR5L16V1028
VTANR5L16V1029
VTANR5L16V103
VTANR5L16V1030
VTANR5L16V1031
VTANR5L16V1032
VTANR5L16V1033
VTANR5L16V1034
VTANR5L16V1035
VTANR5L16V1036
VTANR5L16V1037
VTANR5L16V1038
VTANR5L16V1039
VTANR5L16V104
VTANR5L16V1040
VTANR5L16V1041
VTANR5L16V1042
VTANR5L16V1043
VTANR5L16V1044
VTANR5L16V1045
VTANR5L16V1046
VTANR5L16V1047
VTANR5L16V1048
VTANR5L16V1049
VTANR5L16V105
VTANR5L16V1050
VTANR5L16V1051
VTANR5L16V1052
VTANR5L16V1053
VTANR5L16V1054
VTANR5L16V1055
VTANR5L16V1056
VTANR5L16V1057
VTANR5L16V1058
VTANR5L16V1059
VTANR5L16V106
VTANR5L16V1060
VTANR5L16V1061
VTANR5L16V1062
VTANR5L16V1063
VTANR5L16V1064
VTANR5L16V1065
VTANR5L16V1066
VTANR5L16V1067
VTANR5L16V1068
VTANR5L16V1069
VTANR5L16V107
VTANR5L16V1070
VTANR5L16V1071
VTANR5L16V1072
VTANR5L16V1073
VTANR5L16V1074
VTANR5L16V1075
VTANR5L16V1076
VTANR5L16V1077
VTANR5L16V1078
VTANR5L16V1079
VTANR5L16V108
VTANR5L16V1080
VTANR5L16V1081
VTANR5L16V1082
VTANR5L16V1083
VTANR5L16V1084
VTANR5L16V1085
VTANR5L16V1086
VTANR5L16V1087
VTANR5L16V1088
VTANR5L16V1089
VTANR5L16V109
VTANR5L16V1090
VTANR5L16V1091
VTANR5L16V1092
VTANR5L16V1093
VTANR5L16V1094
VTANR5L16V1095
VTANR5L16V1096
VTANR5L16V1098
VTANR5L16V1099
VTANR5L16V11
VTANR5L16V110
VTANR5L16V1100
VTANR5L16V1101
VTANR5L16V1102
VTANR5L16V1103
VTANR5L16V1104
VTANR5L16V1105
VTANR5L16V1106
VTANR5L16V1107
VTANR5L16V111
VTANR5L16V1110
VTANR5L16V1111
VTANR5L16V1112
VTANR5L16V1113
VTANR5L16V1115
VTANR5L16V1118
VTANR5L16V112
VTANR5L16V1120
VTANR5L16V1121
VTANR5L16V1122
VTANR5L16V1123
VTANR5L16V1124
VTANR5L16V1125
VTANR5L16V1126
VTANR5L16V1128
VTANR5L16V113
VTANR5L16V1130
VTANR5L16V1131
VTANR5L16V1132
VTANR5L16V1133
VTANR5L16V1134
VTANR5L16V1135
VTANR5L16V1136
VTANR5L16V1138
VTANR5L16V1139
VTANR5L16V114
VTANR5L16V1140
VTANR5L16V1142
VTANR5L16V1143
VTANR5L16V1146
VTANR5L16V1147
VTANR5L16V1148
VTANR5L16V1149
VTANR5L16V115
VTANR5L16V1150
VTANR5L16V1151
VTANR5L16V1152
VTANR5L16V1153
VTANR5L16V1154
VTANR5L16V1156
VTANR5L16V1157
VTANR5L16V1158
VTANR5L16V1159
VTANR5L16V116
VTANR5L16V1160
VTANR5L16V1161
VTANR5L16V1163
VTANR5L16V1164
VTANR5L16V1165
VTANR5L16V1166
VTANR5L16V1167
VTANR5L16V1168
VTANR5L16V1169
VTANR5L16V117
VTANR5L16V1170
VTANR5L16V1171
VTANR5L16V1172
VTANR5L16V1173
VTANR5L16V1174
VTANR5L16V1175
VTANR5L16V1176
VTANR5L16V1177
VTANR5L16V1178
VTANR5L16V1179
VTANR5L16V118
VTANR5L16V1180
VTANR5L16V1181
VTANR5L16V1182
VTANR5L16V1183
VTANR5L16V1184
VTANR5L16V1185
VTANR5L16V1186
VTANR5L16V1187
VTANR5L16V1188
VTANR5L16V119
VTANR5L16V1191
VTANR5L16V1193
VTANR5L16V1194
VTANR5L16V1195
VTANR5L16V1196
VTANR5L16V1198
VTANR5L16V1199
VTANR5L16V12
VTANR5L16V120
VTANR5L16V1201
VTANR5L16V1202
VTANR5L16V1203
VTANR5L16V1204
VTANR5L16V1205
VTANR5L16V1206
VTANR5L16V1207
VTANR5L16V1208
VTANR5L16V1209
VTANR5L16V1210
VTANR5L16V1211
VTANR5L16V1212
VTANR5L16V1213
VTANR5L16V1214
VTANR5L16V1215
VTANR5L16V1216
VTANR5L16V1217
VTANR5L16V1218
VTANR5L16V1219
VTANR5L16V122
VTANR5L16V1220
VTANR5L16V1221
VTANR5L16V1222
VTANR5L16V1223
VTANR5L16V1224
VTANR5L16V1225
VTANR5L16V1226
VTANR5L16V1227
VTANR5L16V1228
VTANR5L16V1229
VTANR5L16V123
VTANR5L16V1230
VTANR5L16V1231
VTANR5L16V1232
VTANR5L16V1233
VTANR5L16V1234
VTANR5L16V1235
VTANR5L16V1236
VTANR5L16V1237
VTANR5L16V1238
VTANR5L16V1239
VTANR5L16V124
VTANR5L16V1242
VTANR5L16V1243
VTANR5L16V1244
VTANR5L16V1245
VTANR5L16V1246
VTANR5L16V1247
VTANR5L16V1249
VTANR5L16V125
VTANR5L16V1250
VTANR5L16V1252
VTANR5L16V1258
VTANR5L16V1259
VTANR5L16V126
VTANR5L16V1260
VTANR5L16V1261
VTANR5L16V1263
VTANR5L16V1264
VTANR5L16V1265
VTANR5L16V1266
VTANR5L16V1267
VTANR5L16V1268
VTANR5L16V127
VTANR5L16V1270
VTANR5L16V1271
VTANR5L16V1272
VTANR5L16V1273
VTANR5L16V1274
VTANR5L16V1275
VTANR5L16V1276
VTANR5L16V1277
VTANR5L16V1278
VTANR5L16V1279
VTANR5L16V128
VTANR5L16V1282
VTANR5L16V1283
VTANR5L16V1284
VTANR5L16V1285
VTANR5L16V1288
VTANR5L16V1289
VTANR5L16V129
VTANR5L16V1292
VTANR5L16V1293
VTANR5L16V1299
VTANR5L16V13
VTANR5L16V1300
VTANR5L16V1301
VTANR5L16V1302
VTANR5L16V1303
VTANR5L16V1304
VTANR5L16V1305
VTANR5L16V1307
VTANR5L16V1309
VTANR5L16V131
VTANR5L16V1310
VTANR5L16V1311
VTANR5L16V1312
VTANR5L16V1316
VTANR5L16V1317
VTANR5L16V1318
VTANR5L16V1319
VTANR5L16V132
VTANR5L16V1320
VTANR5L16V1321
VTANR5L16V1322
VTANR5L16V1323
VTANR5L16V1324
VTANR5L16V1325
VTANR5L16V1326
VTANR5L16V1327
VTANR5L16V1328
VTANR5L16V1329
VTANR5L16V133
VTANR5L16V1330
VTANR5L16V1331
VTANR5L16V1333
VTANR5L16V1334
VTANR5L16V1335
VTANR5L16V1336
VTANR5L16V1337
VTANR5L16V1338
VTANR5L16V134
VTANR5L16V1341
VTANR5L16V1344
VTANR5L16V1345
VTANR5L16V1346
VTANR5L16V1347
VTANR5L16V1349
VTANR5L16V135
VTANR5L16V1350
VTANR5L16V1352
VTANR5L16V1353
VTANR5L16V1358
VTANR5L16V136
VTANR5L16V1361
VTANR5L16V1362
VTANR5L16V1363
VTANR5L16V1364
VTANR5L16V1365
VTANR5L16V1366
VTANR5L16V1367
VTANR5L16V1368
VTANR5L16V1369
VTANR5L16V137
VTANR5L16V1370
VTANR5L16V1371
VTANR5L16V1372
VTANR5L16V1373
VTANR5L16V1374
VTANR5L16V1375
VTANR5L16V1376
VTANR5L16V1377
VTANR5L16V1378
VTANR5L16V1379
VTANR5L16V1380
VTANR5L16V1381
VTANR5L16V1382
VTANR5L16V1383
VTANR5L16V1384
VTANR5L16V1385
VTANR5L16V1386
VTANR5L16V1387
VTANR5L16V1388
VTANR5L16V1389
VTANR5L16V139
VTANR5L16V1390
VTANR5L16V1391
VTANR5L16V1392
VTANR5L16V1393
VTANR5L16V1394
VTANR5L16V1395
VTANR5L16V1396
VTANR5L16V1397
VTANR5L16V1398
VTANR5L16V1399
VTANR5L16V140
VTANR5L16V1400
VTANR5L16V1401
VTANR5L16V1403
VTANR5L16V1404
VTANR5L16V1405
VTANR5L16V1406
VTANR5L16V1407
VTANR5L16V1408
VTANR5L16V1409
VTANR5L16V141
VTANR5L16V1410
VTANR5L16V1411
VTANR5L16V1413
VTANR5L16V1414
VTANR5L16V1415
VTANR5L16V1416
VTANR5L16V1417
VTANR5L16V1418
VTANR5L16V1419
VTANR5L16V142
VTANR5L16V1420
VTANR5L16V1421
VTANR5L16V1422
VTANR5L16V1423
VTANR5L16V1426
VTANR5L16V1429
VTANR5L16V143
VTANR5L16V1430
VTANR5L16V1432
VTANR5L16V1433
VTANR5L16V1434
VTANR5L16V1435
VTANR5L16V1436
VTANR5L16V1437
VTANR5L16V1439
VTANR5L16V144
VTANR5L16V1440
VTANR5L16V1441
VTANR5L16V1442
VTANR5L16V1443
VTANR5L16V1444
VTANR5L16V1445
VTANR5L16V145
VTANR5L16V1450
VTANR5L16V1451
VTANR5L16V1452
VTANR5L16V1456
VTANR5L16V1457
VTANR5L16V1458
VTANR5L16V1459
VTANR5L16V146
VTANR5L16V1460
VTANR5L16V1461
